run_index,seed,final_cooperation,min_cooperation,max_cooperation,final_trust,final_ai_capability,final_governance_capacity,first_breach_step,recovery_step,stable_run,recovered_run,fragile_run,max_step_change
0,42,0.8610326286404623,0.8210638875585571,0.9498700912284423,0.5273284908257952,0.9312426546449992,0.9729896201684433,,,1,0,0,0.055350622519185544
1,43,0.8973197687760539,0.8361682151548071,0.9952722764973176,0.76213111046772,0.9312211781444254,0.9108420968751167,,,1,0,0,0.05498517639915679
2,44,0.8345263941882791,0.7432249530629637,0.962359465345082,0.3771419710039747,0.931151135322352,0.9857768567874174,63,70,0,1,0,0.060489867231662164
3,45,0.9613473865135171,0.5955390754667719,0.9613473865135171,0.8554165244025883,0.9311519349472022,0.9903925779893914,2,53,0,1,0,0.08733070661327669
4,46,0.8860698174158426,0.8048768929820177,0.9686888366542323,0.6688168088577462,0.9311853705599289,0.9575396012790447,,,1,0,0,0.051890823613176984
5,47,0.8834644240606172,0.6344303562439251,0.9224043602830923,0.6521457614876575,0.9311702461462749,0.9805985580724104,27,76,0,1,0,0.09022063450529272
6,48,0.9593280835709432,0.609484182669376,0.9593280835709432,0.8681579520966584,0.9311813909360382,0.9587869098877043,36,77,0,1,0,0.06987501786412564
7,49,0.8886424035226271,0.7711886311818272,0.9340492452925958,0.703725952432506,0.9311861675506584,0.9564489209606568,47,55,0,1,0,0.05720641461511744
8,50,0.890854850352683,0.7736544618042719,0.9599029092958802,0.7337254258524001,0.9312283389100098,0.9100479805101068,18,21,0,1,0,0.056586384548932056
9,51,0.7264115949600869,0.6102069013469934,0.8923190659343102,0.3092156262956468,0.9311455619189474,0.8108551887461338,17,30,0,1,1,0.05482475905262574
10,52,0.9079035439231442,0.6442649374982483,0.930570967845922,0.6832376084832021,0.9311694510152586,0.9903757044556313,33,71,0,1,0,0.07766629135282843
11,53,0.8515304702184632,0.7946686751415338,0.994484412873835,0.6094918393806601,0.9312458355944154,0.8988440721650051,64,69,0,1,0,0.0504007529325704
12,54,0.8661698437726391,0.7083183156796251,0.9503464207158187,0.6413958945533078,0.9312521980449826,0.9651738810335035,12,36,0,1,0,0.06736003269199387
13,55,0.9761229222112255,0.8099426115692878,0.992985021962271,0.9396707540280075,0.9312354965567042,0.8928810274145337,,,1,0,0,0.04717672305678711
14,56,0.8448270936941717,0.7373746824186608,0.9177759431969672,0.5959060411405338,0.9312251557433402,0.9073706795113707,13,14,0,1,0,0.05391384248501785
15,57,0.6992228471411175,0.6334467140884719,0.9071415011087357,0.3172733928464119,0.9311614879833543,0.8433050065034053,31,44,0,1,1,0.08920518416080436
16,58,0.923445492245108,0.8207385279388284,0.9681540534363946,0.7280168901732635,0.9312784339111337,0.9858321195040732,,,1,0,0,0.04836781034382143
17,59,0.835224602736485,0.740461416357072,0.9763409113434408,0.6322801021971646,0.9312227687477801,0.9129653485776996,62,78,0,1,0,0.05492021707784245
18,60,0.7051810231796962,0.6103839072815769,0.8839705783533605,0.3105183798958836,0.931165468702707,0.8177535924781999,22,57,0,1,1,0.05446639861319713
19,61,0.869038146661933,0.8407150675721273,0.9620440036930056,0.4526436876860231,0.9312498119881684,0.9771137984006453,,,1,0,0,0.0515080653783464
