step,f_min,alpha_gov,avg_stability,avg_trust,avg_disturbance,avg_cognitive_distortion,avg_governance_coupling_k,avg_disturbance_damping_target
52,0.2,0.1,0.8820015288016854,0.7725616447587184,0.2649306295145732,0.20737152065091272,0.21875713234748176,0.17815074686172666
53,0.2,0.1,0.8904988264968793,0.7930105885138873,0.21475359459891777,0.1963161325970469,0.2178910868219736,0.1845056021324926
54,0.2,0.1,0.9031777789274141,0.8222603670283861,0.171977087090023,0.185165094296445,0.21633741158266392,0.17078940996630604
55,0.2,0.1,0.9150519199583592,0.8411050757237022,0.21027158531630638,0.18401137919864538,0.21448366349463518,0.15447569020346635
56,0.2,0.1,0.9232534269682415,0.8494525978987895,0.22868971115869813,0.18958974326533076,0.21249789811994227,0.15940545242240495
57,0.2,0.1,0.929098572733561,0.8451261995380792,0.2696230441500467,0.19407068292856378,0.21117406314979495,0.15928735637525168
58,0.2,0.1,0.9288954126020299,0.8322672296687009,0.2878133910829911,0.20484262958290494,0.21113277348883255,0.18169479973981892
59,0.2,0.1,0.9281923153806342,0.8265359620118921,0.2510164232819999,0.2045296646130806,0.21213852636900002,0.18944821742706475
60,0.2,0.1,0.9287914123011493,0.8279425528662817,0.23448809884919,0.20031905119558474,0.21273263933750192,0.1807575870291882
61,0.2,0.1,0.9318488660927997,0.8338565106660127,0.22308979088699094,0.19084405697144474,0.21300680025075908,0.1705140662960224
62,0.2,0.1,0.9383656913507769,0.8496445745620129,0.18438231182339634,0.17959889138756385,0.21208827844315425,0.1657062812403497
63,0.2,0.1,0.940250242917432,0.8471795016083554,0.26951239868325366,0.1912252144047596,0.210341133123757,0.15424752472639486
64,0.2,0.1,0.9388746423214355,0.8360501146142952,0.30168390588423555,0.20144911531153994,0.2107428653575,0.17877197724068036
65,0.2,0.1,0.9363943631815879,0.8289557797148419,0.27127070374454726,0.1994628729745527,0.21203884979083182,0.1939016304007807
66,0.2,0.1,0.9359276929155692,0.8297353245191843,0.23221438811579626,0.20301590786205856,0.2126917857821424,0.18522667499045886
67,0.2,0.1,0.9359265142781051,0.8280187061006549,0.24783153146915032,0.20259014431430797,0.2122155063155305,0.16998521236829903
68,0.2,0.1,0.9353760454313175,0.8257528088256775,0.25463066784926897,0.20349714055735607,0.21173286845477612,0.17514352549480738
69,0.2,0.1,0.9317382798239146,0.8131082101784044,0.29561630319606613,0.21305838891546794,0.21168392409906997,0.17869223088502967
70,0.2,0.1,0.9321751849225763,0.8132597760833093,0.23756859633261793,0.20566448359312398,0.21254841062016983,0.19252539842158609
71,0.2,0.1,0.9322937521856077,0.8138259391383087,0.2435498758612409,0.2101159576735157,0.2129022846500647,0.18351805001810728
72,0.2,0.1,0.9287598060754735,0.8040298194911948,0.2941534979607464,0.21184252773878195,0.21241449822700162,0.18001549485444854
73,0.2,0.1,0.9281268767061235,0.8053228818274203,0.24197612041246436,0.2035032218417668,0.21294633320220516,0.1937376883156672
74,0.2,0.1,0.926443124691918,0.8042385389821709,0.26274178314902047,0.20092485925999182,0.2128241421981527,0.18406897969620065
75,0.2,0.1,0.9242897191670388,0.8046500285690555,0.2531509198709063,0.20465596009203424,0.21289855068687555,0.18362643184618588
76,0.2,0.1,0.9253179214849698,0.8143883801826034,0.21987076758491156,0.1955370155570483,0.21312323342035153,0.17598766875401134
77,0.2,0.1,0.9271291696772441,0.8259210644166021,0.2149077167163584,0.19099895017475008,0.21283849436862937,0.1647244576256822
78,0.2,0.1,0.927461457709853,0.8250714608407942,0.27768940669758674,0.19843864887680904,0.2122602993410889,0.1606211934253999
79,0.2,0.1,0.925668936158697,0.815491758130073,0.3075138342127811,0.20828750216403039,0.21322603700998935,0.18434770094705488
80,0.2,0.1,0.9183264965997894,0.8008057859864713,0.3209131888621233,0.21507149002407694,0.21460780716846267,0.19977622960300148
81,0.2,0.1,0.9167574351403229,0.803642795455652,0.23525277701837677,0.20929259635438077,0.21662166444070288,0.20584753193656902
82,0.2,0.1,0.9140488829263809,0.8042865436107,0.269474425858882,0.20490793733619272,0.21712693364436617,0.18692779501411294
83,0.2,0.1,0.9166300581560678,0.8183489141299213,0.2079477176208616,0.19978466531413733,0.21754421177413263,0.18780256882352717
84,0.2,0.1,0.921791413937473,0.8291524937688588,0.23404852570543117,0.19173507543198792,0.21643348535442447,0.16837956959954203
85,0.2,0.1,0.9252965471812845,0.8351465455561371,0.24125141702935446,0.1884918537461499,0.21478605571117768,0.17025830029157563
86,0.2,0.1,0.9301635240559337,0.8406449606710873,0.2307583868634655,0.19198116161437054,0.21413940659218034,0.1753097915971377
87,0.2,0.1,0.9287313328650917,0.8335070253129324,0.2780187301181604,0.19959963165848088,0.21341465926790032,0.17313975795566047
88,0.2,0.1,0.9278441179526946,0.8320106220791368,0.2469041642812654,0.1984236747913582,0.2143913000686806,0.18361220698666872
89,0.2,0.1,0.926679544328877,0.8298474781278726,0.2490865320768138,0.203465687936216,0.21499342483924389,0.18059412442047898
90,0.2,0.1,0.9256786083624833,0.8278268469886213,0.2580398341195403,0.20315680670181674,0.21515846269899072,0.17804798361650764
91,0.2,0.1,0.9235850264698663,0.8236361995997489,0.26542632695116364,0.20318698480015468,0.21510653628799814,0.17702702307259535
92,0.2,0.1,0.9221560212432441,0.8159722981221955,0.29685002133339555,0.21003468127600441,0.21532867070066286,0.17862783939833057
93,0.2,0.1,0.917864263354882,0.801038849368859,0.3283946613001714,0.21687858728441023,0.2160311971568644,0.19154873642343792
94,0.2,0.1,0.9103206210943262,0.7866310834485725,0.3176604767487383,0.2174376717832267,0.21713299243610779,0.20487400485045773
95,0.2,0.1,0.903491665933731,0.7752710857378103,0.30534321562893235,0.22084392906150635,0.21767106298744648,0.19374462479142926
96,0.2,0.1,0.8968230796174544,0.7724094001011231,0.28863428577653605,0.21663964721319748,0.21877190895690857,0.20299497984036713
97,0.2,0.1,0.8954710099695912,0.7782112025597647,0.27047507634594986,0.21331510634465178,0.21905293843769044,0.1893699490725681
98,0.2,0.1,0.896190479924346,0.783603562683005,0.2768368006299783,0.217296808759559,0.2181377491081181,0.1857113635060088
99,0.2,0.1,0.8979892281232088,0.7858194950961634,0.28138299330786165,0.2169135999680603,0.21757588054364557,0.18926462206102648
100,0.2,0.1,0.895496770058453,0.7789401046304405,0.31065793944224657,0.21770040807297533,0.2168755085734895,0.19157706345274841
101,0.2,0.1,0.8969800841159425,0.7814407522896304,0.26183143211787124,0.2111437843358138,0.21644542665814578,0.19267463418456393
102,0.2,0.1,0.9002582709229704,0.790153825344936,0.23788863638543348,0.20401017828450696,0.21578399849965926,0.18456417023072547
103,0.2,0.1,0.9059094831774619,0.7991900506776319,0.24225972062345444,0.19815501941309768,0.21459856143389627,0.17490212675982397
104,0.2,0.1,0.9127212546159217,0.808403771198648,0.2355349225990923,0.19778719357558155,0.21348869785138205,0.17721112066992806
105,0.2,0.1,0.9176488644433858,0.8111452241834826,0.2675635441378214,0.201492856071677,0.2126032658299318,0.17953193063960649
106,0.2,0.1,0.9189894852811097,0.8085431736225656,0.27663957442927084,0.203073533193583,0.21255976983064961,0.18694741383468208
107,0.2,0.1,0.9156356031251677,0.7983696373188442,0.29869517109263793,0.2129056500777284,0.2127947185313909,0.1881120245023865
108,0.2,0.1,0.9095658206253704,0.7835574181068041,0.32473575491733836,0.2177894995996771,0.21392651612864624,0.19607587158009612
109,0.2,0.1,0.9096020895080411,0.7874830421359393,0.24233908255306413,0.21549295404221838,0.21581429568015142,0.2070221025664806
110,0.2,0.1,0.911593837779837,0.7947097591947249,0.2447379643614213,0.21115661070027486,0.2160311379470689,0.19064473336206017
111,0.2,0.1,0.9100310814939986,0.7939650683877199,0.2768710864292118,0.21456694552051295,0.2156304876363598,0.186977452304975
112,0.2,0.1,0.9101910723526083,0.7970721190566594,0.2575294187676761,0.20729419794759088,0.21550889625307737,0.1846302812486259
113,0.2,0.1,0.9115250496262135,0.8029798439760449,0.2544829988968568,0.20046114683047175,0.21520986982720278,0.18188134984609639
114,0.2,0.1,0.9091148736966252,0.7986911200644161,0.2970194866592237,0.20325968300911348,0.21519068502503705,0.18411657679796672
115,0.2,0.1,0.9078644355507394,0.7987861268111256,0.26552256640094785,0.20422244649963098,0.21539337120248148,0.18758561714677593
116,0.2,0.1,0.9079504121172798,0.8030685982163333,0.25072405110874013,0.20123680938467686,0.215864411862838,0.18438115128000213
117,0.2,0.1,0.9088900058323393,0.8083721456648462,0.25894308493193735,0.19992969143902684,0.21507381141287055,0.17430374811808003
118,0.2,0.1,0.9132222055506783,0.8190886731031385,0.23497624397782743,0.1982239976508517,0.21395651946063662,0.17491678759974405
119,0.2,0.1,0.9202431277140664,0.8358435495655202,0.1939086390232485,0.18580049351140268,0.21295301851825277,0.17392490658028148
120,0.2,0.1,0.9284625940489851,0.8501406447183473,0.18850055690560447,0.18915972753397509,0.21160316238954577,0.1572688204693892
121,0.2,0.1,0.9352520722085522,0.8625976267931283,0.18436284858489316,0.18182113353103396,0.20973689872245682,0.14903490494015725
122,0.2,0.1,0.9386483946990981,0.8647849059828147,0.23246193745163948,0.1827144520097867,0.20843529709243178,0.14052298346744801
123,0.2,0.1,0.9434880949671655,0.8698895185238247,0.22469426665301792,0.18848802132553152,0.20873775917518994,0.15911164545177314
124,0.2,0.1,0.9455126900179823,0.8670906750733927,0.2539887412893555,0.19836557780998065,0.20932287240030067,0.16893585434900465
125,0.2,0.1,0.948333290517218,0.8639352155048213,0.2418464044028154,0.20130527844731116,0.21039605647346762,0.179565642843623
126,0.2,0.1,0.9462277634127136,0.8490505338549331,0.2976347762094623,0.20432002754520603,0.21095492705916985,0.18128540356088232
127,0.2,0.1,0.9416531099897038,0.8377354143719996,0.2735049080935709,0.20317671070711013,0.21174403266425187,0.1927457931895224
128,0.2,0.1,0.9383173729272288,0.8313066249845454,0.2608899593098928,0.20846362707713476,0.21267475434430957,0.18970597940616066
129,0.2,0.1,0.9343893160303807,0.8221663719581881,0.2832776394427074,0.21116862284672816,0.2137619550289447,0.18900189535905418
130,0.2,0.1,0.9347200083868077,0.8285190166921159,0.21860325366902006,0.20305873977886282,0.2150292780369885,0.194046803132611
131,0.2,0.1,0.935492706253084,0.838330517057041,0.2114218025956229,0.19174918115354153,0.21459319432593135,0.17447624040609652
132,0.2,0.1,0.9382517647168293,0.8440030283280943,0.21778139136026867,0.19498078114198505,0.21322962760957,0.15988254975960325
133,0.2,0.1,0.9410619878934549,0.850534501234914,0.2138845473802279,0.1887363421427672,0.211417772842518,0.15599835834217746
134,0.2,0.1,0.9400866055640199,0.8513644634664553,0.23402814855464193,0.1940105497141565,0.2101171130818051,0.1566527264050092
135,0.2,0.1,0.9388589678885865,0.848118604907614,0.2560136650611924,0.19597229994669216,0.2102892378818701,0.16191574351849078
136,0.2,0.1,0.9333434298324206,0.8353984831232473,0.300871267332046,0.20546167116115957,0.21164382877961793,0.17570417391535548
137,0.2,0.1,0.927767611886435,0.8259608969307577,0.2837427463878027,0.20699787374259965,0.2138938143853122,0.1909390245526089
138,0.2,0.1,0.9217014978884984,0.8108408120065125,0.31171683929661814,0.21232011385490052,0.21537698008073763,0.19027741187645264
139,0.2,0.1,0.9146664771621423,0.7948755669311933,0.31452370139831276,0.21403866262022075,0.21646628176667976,0.19645134132933217
140,0.2,0.1,0.9075607207611529,0.7809584548327205,0.31452570258650864,0.21777748098318042,0.21748966222446622,0.19781055865534566
141,0.2,0.1,0.9023014849082795,0.7732991314445712,0.29846665095372565,0.21726047813513386,0.2183031409351787,0.20066344748551768
142,0.2,0.1,0.8966992474069475,0.7671846287729824,0.3069767760204877,0.21749387394606504,0.21877521274661466,0.19870858822018375
143,0.2,0.1,0.8964864795228527,0.7773693161534949,0.2403535517239225,0.2091648670400712,0.219230085993753,0.1974450258037442
144,0.2,0.1,0.8992528419510928,0.7894938408610309,0.24166252393367346,0.20046451981515193,0.21872838971552255,0.17819801050838255
145,0.2,0.1,0.9042488422192494,0.8032233678890258,0.2398035702528366,0.19739663006018027,0.21816883018285693,0.17975313386650826
146,0.2,0.1,0.9100925870028902,0.8119403710985533,0.2610097238274033,0.20005320316014816,0.21720220971134563,0.18020446556809802
147,0.2,0.1,0.9177513837958979,0.8217223529515678,0.22706254778632953,0.2022810697084852,0.21622892331405277,0.18303197283222608
148,0.2,0.1,0.929439056494309,0.8422952387314191,0.1690498767045656,0.18697015773538822,0.2152314438562358,0.17717725307525586
149,0.2,0.1,0.9414598094573193,0.8617661027716489,0.17004504983904803,0.17508470133742635,0.21244632174232997,0.15558135492654776
