test_name,scenario,run_index,seed,final_stability,min_stability,max_stability,final_trust,final_disturbance,final_cognitive_distortion,stability_rate,first_breach_step,recovery_step,stable_run,recovered_run,failure_case,failure_reason,avg_intervention_utilization,first_stressor
constraint_activation,baseline_integrated,0,42,0.9999999999999999,0.8852667046790313,0.9999999999999999,1.0,0.18506031420453778,0.1904708878979979,1.0,,,1,0,0,,0.7778254204985497,none
constraint_activation,baseline_integrated,1,43,0.9999999983675116,0.8532565988006563,0.9999999998399964,1.0,0.20354941577571764,0.18289550732253276,1.0,,,1,0,0,,0.805817908110703,disturbance
constraint_activation,baseline_integrated,2,44,0.9999999999999993,0.8775020652415447,0.9999999999999993,1.0,0.11863323854980087,0.12724105214606835,1.0,,,1,0,0,,0.8089532996902867,disturbance
constraint_activation,baseline_integrated,3,45,0.9999999999999999,0.8811173820944553,0.9999999999999999,1.0,0.11699852408585142,0.1169619420110295,1.0,,,1,0,0,,0.7847850373029187,none
constraint_activation,baseline_integrated,4,46,0.9999999999999999,0.8800723353853783,0.9999999999999999,0.974254945254251,0.1632264281788574,0.17554822486919902,1.0,,,1,0,0,,0.7933159439785192,disturbance
constraint_activation,baseline_integrated,5,47,0.9999999999999999,0.8802791873412943,0.9999999999999999,0.9931523944432106,0.1610209353431429,0.15560658483818268,1.0,,,1,0,0,,0.8357582036532758,none
constraint_activation,baseline_integrated,6,48,0.9999999999999999,0.8824316776658607,0.9999999999999999,1.0,0.06800448149450636,0.14667536502831102,1.0,,,1,0,0,,0.8091331214173727,disturbance
constraint_activation,baseline_integrated,7,49,0.9999999999999999,0.8817976045435539,0.9999999999999999,1.0,0.16545159837623735,0.13881360112536095,1.0,,,1,0,0,,0.7852192335075027,none
constraint_activation,baseline_integrated,8,50,0.9999999999999999,0.8812990088698391,0.9999999999999999,1.0,0.13275928263751724,0.13590055973008516,1.0,,,1,0,0,,0.7822801026242878,disturbance
constraint_activation,baseline_integrated,9,51,0.9999999857271635,0.8806548402158217,0.9999999985486889,1.0,0.11500700253512683,0.20061108587334134,1.0,,,1,0,0,,0.8394887563894075,none
constraint_activation,baseline_integrated,10,52,0.9999999999999999,0.8831958749600782,0.9999999999999999,1.0,0.107281912774071,0.14445366450374145,1.0,,,1,0,0,,0.7644432631855762,none
constraint_activation,baseline_integrated,11,53,0.9998506090566757,0.8753976809414177,0.9999999999999999,1.0,0.09762768704086397,0.1378016065402983,1.0,,,1,0,0,,0.7872453264506921,none
constraint_activation,baseline_integrated,12,54,0.9999999999999999,0.8829791753063563,0.9999999999999999,1.0,0.11861350857247065,0.18387345756409737,1.0,,,1,0,0,,0.80071700011467,disturbance
constraint_activation,baseline_integrated,13,55,0.9999999999999999,0.8759530841212197,0.9999999999999999,1.0,0.12097737453018959,0.11427705808195891,1.0,,,1,0,0,,0.8095653954223249,none
constraint_activation,baseline_integrated,14,56,0.9999999999999999,0.878829108935357,0.9999999999999999,1.0,0.12106221514459967,0.1293865463441109,1.0,,,1,0,0,,0.7902498321457475,none
constraint_activation,baseline_integrated,15,57,0.9999999999454788,0.8548710116687164,0.9999999999979535,1.0,0.10215073355845508,0.16218752618697618,1.0,,,1,0,0,,0.8100753657639965,none
constraint_activation,baseline_integrated,16,58,0.9999999999999999,0.8819213361427307,0.9999999999999999,1.0,0.10398346239977287,0.14697424524252825,1.0,,,1,0,0,,0.7683548690956559,none
constraint_activation,baseline_integrated,17,59,0.9999999999996186,0.8661608204715404,0.9999999999996186,1.0,0.17173145289334835,0.1407236146377245,1.0,,,1,0,0,,0.8038488444355812,none
constraint_activation,baseline_integrated,18,60,0.9999999999999999,0.8794481705859718,0.9999999999999999,1.0,0.19819617352878138,0.15228081031428362,1.0,,,1,0,0,,0.8174268134840885,none
constraint_activation,baseline_integrated,19,61,0.9999999999999999,0.8775502409403673,0.9999999999999999,0.9629691571766681,0.2287466110501013,0.16958599661197987,1.0,,,1,0,0,,0.7709271667467952,none
constraint_activation,baseline_integrated,20,62,0.9999999999999999,0.8809851746953272,0.9999999999999999,1.0,0.1351487941282703,0.14963246626025076,1.0,,,1,0,0,,0.7879378779270538,disturbance
