lambda_value,run_index,seed,step,psi_base,psi_extended,cluster_variance_term,actual_network_failure_rate,trigger_A_condition_met
0.1,0,42,63,0.5435963132430663,0.5436061261221131,9.812879046758752e-05,0.3333333333333333,1
0.1,0,42,64,0.5437458929033921,0.5437550270934586,9.134190066439977e-05,0.3333333333333333,1
0.1,0,42,65,0.5451630678905132,0.5451711569120605,8.089021547315328e-05,0.3333333333333333,1
0.1,0,42,66,0.5444852731527519,0.5444927359620605,7.462809308687326e-05,0.3333333333333333,1
0.1,0,42,67,0.5488350633072506,0.5488417383942037,6.675086953093109e-05,0.3333333333333333,1
0.1,0,42,68,0.5494979776471868,0.5495047015604123,6.723913225491707e-05,0.3333333333333333,1
0.1,0,42,69,0.5471959316370688,0.5472028743680034,6.942730934642104e-05,0.3333333333333333,1
0.1,0,42,70,0.5540540428264513,0.5540608040972603,6.761270809034404e-05,0.3333333333333333,1
0.1,0,42,71,0.5604729404559246,0.5604796573315722,6.71687564773318e-05,0.3333333333333333,1
0.1,0,42,72,0.568374698903753,0.5683816830132934,6.984109540330317e-05,0.3333333333333333,1
0.1,0,42,73,0.5663644108181416,0.5663718013176734,7.39049953183979e-05,0.3333333333333333,1
0.1,0,42,74,0.5608539587021089,0.5608612177540375,7.259051928647688e-05,0.3333333333333333,1
0.1,0,42,75,0.5533187877774157,0.5533258619742135,7.074196797795538e-05,0.3333333333333333,1
0.1,0,42,76,0.5518345628477427,0.5518415030114446,6.9401637019839e-05,0.3333333333333333,1
0.1,0,42,77,0.5466831872637757,0.5466904999356893,7.31267191351259e-05,0.3333333333333333,1
0.1,0,42,78,0.5505713257520272,0.5505784166292134,7.090877186226931e-05,0.3333333333333333,1
0.1,0,42,79,0.5490219093483706,0.5490289090987227,6.999750352083886e-05,0.3333333333333333,1
0.1,0,42,80,0.554360109021474,0.5543670934828562,6.984461382134579e-05,0.3333333333333333,1
0.1,0,42,81,0.5572623961162637,0.5572691994778021,6.803361538366136e-05,0.3333333333333333,1
0.1,0,42,82,0.5552663616978891,0.5552740224990584,7.660801169343558e-05,0.3333333333333333,1
0.1,0,42,83,0.5494308914873236,0.5494388652196487,7.973732325050985e-05,0.3333333333333333,1
0.1,0,42,84,0.5464527746019222,0.5464602467685364,7.472166614237995e-05,0.3333333333333333,1
0.1,0,42,85,0.5534308561486034,0.5534385340782124,7.677929608970499e-05,0.3333333333333333,1
0.1,0,42,86,0.5505771364961938,0.5505851844008345,8.047904640659664e-05,0.3333333333333333,1
0.1,0,42,87,0.5488269041966217,0.5488349868196778,8.082623056067468e-05,0.3333333333333333,1
0.1,0,42,88,0.5656569058507996,0.5656666125511702,9.706700370594324e-05,0.3333333333333333,1
0.1,0,42,89,0.5564053297460567,0.5564159679035365,0.00010638157479816563,0.3333333333333333,1
0.1,0,42,90,0.5562215505338779,0.5562342068062829,0.00012656272404958202,0.3333333333333333,1
0.1,0,42,91,0.5549937955326855,0.5550078397068697,0.00014044174184233034,0.3333333333333333,1
0.1,0,42,92,0.5676427890140214,0.567656773693027,0.0001398467900565086,0.3333333333333333,1
0.1,0,42,93,0.5675714883167907,0.5675860716406026,0.00014583323811833877,0.3333333333333333,1
0.1,0,42,94,0.5731978203134516,0.5732132059303564,0.00015385616904878095,0.3333333333333333,1
0.1,0,42,95,0.5734269325289361,0.5734422199354592,0.00015287406523091025,0.3333333333333333,1
0.1,0,42,96,0.5582707899203907,0.5582851896589218,0.00014399738531129785,0.3333333333333333,1
0.1,0,42,97,0.5530595665381799,0.553072476684058,0.00012910145878123472,0.3333333333333333,1
0.1,0,42,98,0.5561321625613287,0.5561433429722685,0.00011180410939880149,0.3333333333333333,1
0.1,0,42,99,0.5472138245803362,0.5472235947095645,9.770129228354815e-05,0.3333333333333333,1
0.1,0,42,100,0.5635887015768863,0.5635989085105135,0.00010206933627137349,0.3333333333333333,1
0.1,0,42,101,0.5542740443042293,0.5542844944992908,0.00010450195061527802,0.3333333333333333,1
0.1,0,42,102,0.5462925062275452,0.546302776942369,0.00010270714823735962,0.3333333333333333,1
0.1,0,42,103,0.5605414989903376,0.560553261521604,0.00011762531266393416,0.3333333333333333,1
0.1,0,42,104,0.5543950621307082,0.554407802869003,0.00012740738294872623,0.3333333333333333,1
0.1,0,42,105,0.5503364241531791,0.5503494388423399,0.00013014689160774866,0.3333333333333333,1
0.1,0,42,106,0.5479782732489863,0.5479920857933653,0.00013812544378991677,0.3333333333333333,1
0.1,0,42,107,0.544815349581027,0.5448292849176466,0.00013935336619691415,0.3333333333333333,1
0.1,0,42,108,0.5446491590657714,0.5446626773499558,0.00013518284184361394,0.3333333333333333,1
0.1,0,42,109,0.5528140398466888,0.552827292228217,0.0001325238152823839,0.3333333333333333,1
0.1,0,42,110,0.5539905929563738,0.554003246678627,0.00012653722253213754,0.3333333333333333,1
0.1,0,42,111,0.5634474147582084,0.5634590175751842,0.00011602816975844899,0.3333333333333333,1
0.1,0,42,112,0.5498153013816927,0.5498268138607278,0.0001151247903522485,0.3333333333333333,1
0.1,0,42,113,0.544757621841446,0.5447693150842218,0.0001169324277569064,0.3333333333333333,1
0.1,0,42,114,0.5622151562109403,0.5622278386948718,0.00012682483931443782,0.3333333333333333,1
0.1,0,42,115,0.5613541115263432,0.5613664966125422,0.00012385086199067247,0.3333333333333333,1
0.1,0,42,116,0.5626528554075299,0.5626651930914063,0.00012337683876399697,0.3333333333333333,1
0.1,0,42,117,0.5643088611657889,0.5643202692631982,0.00011408097409339312,0.3333333333333333,1
0.1,0,42,118,0.552356735565341,0.5523670363998623,0.00010300834521302578,0.3333333333333333,1
0.1,0,42,119,0.5576250859283597,0.557634593092248,9.507163888418023e-05,0.3333333333333333,1
0.1,0,42,120,0.5490181776716363,0.5490272943449108,9.116673274497884e-05,0.3333333333333333,1
0.1,0,42,121,0.5438290008596044,0.5438370890890033,8.08822939888996e-05,0.3333333333333333,1
0.1,0,42,122,0.553008674682418,0.5530161843693328,7.509686914731709e-05,0.3333333333333333,1
0.1,0,42,123,0.556212609803574,0.5562200476109684,7.437807394431676e-05,0.3333333333333333,1
0.1,0,42,124,0.5495794679089983,0.5495870830495149,7.615140516621142e-05,0.3333333333333333,1
0.1,0,42,125,0.5499206515086739,0.5499283431223739,7.691613700038031e-05,0.3333333333333333,1
0.1,0,42,126,0.55346749341671,0.5534763029756948,8.809558984836169e-05,0.3333333333333333,1
0.1,0,42,127,0.54901980683005,0.5490293171247604,9.510294710377777e-05,0.3333333333333333,1
0.1,0,42,128,0.5524964380136327,0.5525065453508863,0.00010107337253610505,0.3333333333333333,1
0.1,0,42,129,0.5475267872012445,0.5475373719640525,0.00010584762808026224,0.3333333333333333,1
0.1,0,42,130,0.5435637135356706,0.5435743887195699,0.00010675183899283786,0.3333333333333333,1
0.1,0,42,131,0.5439453700503784,0.5439562180723343,0.00010848021955889983,0.3333333333333333,1
0.1,0,42,132,0.546371651129158,0.5463835266699852,0.00011875540827310262,0.3333333333333333,1
0.1,0,42,133,0.5507079622502473,0.5507197776180841,0.00011815367836797528,0.3333333333333333,1
0.1,0,42,134,0.5531618266797554,0.5531736255808873,0.00011798901131883127,0.3333333333333333,1
0.1,0,42,135,0.5419718958414683,0.5419831808915567,0.00011285050088441613,0.3333333333333333,1
0.1,0,42,136,0.5429022561793039,0.542913622411548,0.00011366232244070852,0.3333333333333333,1
0.1,0,42,137,0.5527235392334866,0.5527346550481471,0.00011115814660496014,0.3333333333333333,1
0.1,0,42,138,0.5489057644711244,0.5489160949202218,0.00010330449097391078,0.3333333333333333,1
0.1,0,42,139,0.5496860422591823,0.5496964068953462,0.00010364636163937154,0.3333333333333333,1
0.1,0,42,140,0.5527123185059871,0.5527225722110943,0.00010253705107165641,0.3333333333333333,1
0.1,0,42,141,0.5504947508891922,0.5505047849297662,0.00010034040574020037,0.3333333333333333,1
0.1,0,42,142,0.5443589304444618,0.5443686293207061,9.698876244236463e-05,0.3333333333333333,1
0.1,0,42,143,0.5410624233660818,0.5410714167362463,8.99337016449026e-05,0.3333333333333333,1
0.1,0,42,144,0.5379043777911334,0.53791279347267,8.415681536527086e-05,0.3333333333333333,1
0.1,0,42,145,0.5393724811783999,0.5393800929896198,7.611811219885439e-05,0.3333333333333333,1
0.1,0,42,146,0.5476534871267754,0.547660464214007,6.977087231674285e-05,0.3333333333333333,1
0.1,0,42,147,0.5517710450175219,0.5517772644903993,6.21947287735977e-05,0.3333333333333333,1
0.1,0,42,148,0.5573236905627098,0.5573300216996888,6.331136979049292e-05,0.3333333333333333,1
0.1,0,42,149,0.5516243853241268,0.5516311737672022,6.788443075324086e-05,0.3333333333333333,1
0.1,1,43,0,0.5291641954529241,0.5291858664409268,0.00021670988002699056,0.0,1
0.1,1,43,1,0.5158786994425175,0.515896668282285,0.00017968839767469412,0.0,1
0.1,1,43,2,0.5184444805677991,0.5184600267452762,0.0001554617747709378,0.08333333333333333,1
0.1,1,43,3,0.5247213577581488,0.5247357513847511,0.00014393626602376676,0.3333333333333333,1
0.1,1,43,4,0.5244956407131108,0.5245088251421267,0.00013184429015874395,0.3333333333333333,1
0.1,1,43,5,0.5214874250857925,0.5214993845519211,0.00011959466128691274,0.3333333333333333,1
0.1,1,43,6,0.5179344060996005,0.5179452566861908,0.0001085058659028441,0.3333333333333333,1
0.1,1,43,7,0.5347087954613272,0.5347189549775161,0.00010159516188930523,0.3333333333333333,1
0.1,1,43,8,0.5532457903032363,0.5532569996171981,0.00011209313961774963,0.3333333333333333,1
0.1,1,43,9,0.543112467828797,0.5431246296773945,0.0001216184859750564,0.3333333333333333,1
0.1,1,43,10,0.5434891324438554,0.5435012756562321,0.00012143212376583811,0.3333333333333333,1
0.1,1,43,11,0.5442756626848501,0.5442875908868996,0.0001192820204955128,0.3333333333333333,1
0.1,1,43,12,0.5431862530435752,0.5431972641738834,0.00011011130308191,0.3333333333333333,1
0.1,1,43,13,0.5438495825295397,0.5438601024798442,0.00010519950304422786,0.3333333333333333,1
0.1,1,43,14,0.5401465712195532,0.5401567393254686,0.00010168105915396595,0.3333333333333333,1
0.1,1,43,15,0.5372220526675158,0.537231989523094,9.93685557821063e-05,0.3333333333333333,1
0.1,1,43,16,0.5419244415345691,0.5419349013699957,0.0001045983542658377,0.3333333333333333,1
0.1,1,43,17,0.5432984160862824,0.5433094211951399,0.00011005108857560859,0.3333333333333333,1
0.1,1,43,18,0.540139085742312,0.5401500219944271,0.00010936252115071452,0.3333333333333333,1
0.1,1,43,19,0.5496880479904181,0.549698683075612,0.00010635085193794902,0.3333333333333333,1
0.1,1,43,20,0.5523331578103446,0.5523442466905817,0.00011088880236997316,0.3333333333333333,1
0.1,1,43,21,0.5515043140601849,0.5515152180598171,0.00010903999632253627,0.3333333333333333,1
0.1,1,43,22,0.563933291984716,0.5639447807531904,0.00011488768474482908,0.3333333333333333,1
0.1,1,43,23,0.556656291886211,0.5566682114317579,0.00011919545546879895,0.3333333333333333,1
0.1,1,43,24,0.5513461294131867,0.5513576733151901,0.00011543902003387048,0.3333333333333333,1
0.1,1,43,25,0.5513152120384999,0.5513260049109342,0.00010792872434352373,0.3333333333333333,1
0.1,1,43,26,0.5444319698219731,0.5444423093268622,0.00010339504889111216,0.3333333333333333,1
0.1,1,43,27,0.5490500396050362,0.5490606982871811,0.00010658682144905479,0.3333333333333333,1
0.1,1,43,28,0.5458624327879621,0.5458722425739664,9.80978600430381e-05,0.3333333333333333,1
0.1,1,43,29,0.5495171210987094,0.5495265457811026,9.424682393207047e-05,0.3333333333333333,1
0.1,1,43,30,0.5541663679962785,0.5541762491513479,9.881155069338664e-05,0.3333333333333333,1
0.1,1,43,31,0.5563202954095608,0.556330082161383,9.78675182213492e-05,0.3333333333333333,1
0.1,1,43,32,0.5663931139572771,0.5664043312134591,0.00011217256182056877,0.3333333333333333,1
0.1,1,43,33,0.5591450879553104,0.5591579019311874,0.00012813975876999658,0.3333333333333333,1
0.1,1,43,34,0.5579080244890147,0.5579229265682403,0.0001490207922556108,0.3333333333333333,1
0.1,1,43,35,0.5471399756595647,0.5471558869350729,0.0001591127550815524,0.3333333333333333,1
0.1,1,43,36,0.5439502362342752,0.5439659221318812,0.00015685897605983914,0.3333333333333333,1
0.1,1,43,37,0.5395808862710212,0.5395959056536657,0.00015019382644476675,0.3333333333333333,1
0.1,1,43,38,0.5447732376611596,0.5447876242923474,0.00014386631187795698,0.3333333333333333,1
0.1,1,43,39,0.5446638553117047,0.5446788929017878,0.0001503759008316328,0.3333333333333333,1
0.1,1,43,40,0.5446836242595323,0.5446986288009092,0.0001500454137692958,0.3333333333333333,1
0.1,1,43,41,0.5451556265193538,0.5451712561518871,0.00015629632533318096,0.3333333333333333,1
0.1,1,43,42,0.5453733957751262,0.545388976644938,0.00015580869811794337,0.3333333333333333,1
0.1,1,43,43,0.5393763396389835,0.5393908689497459,0.0001452931076245004,0.3333333333333333,1
0.1,1,43,44,0.5409157482542079,0.540929912350189,0.00014164095981080885,0.3333333333333333,1
0.1,1,43,45,0.539367424992692,0.5393807621347598,0.00013337142067872503,0.3333333333333333,1
0.1,1,43,46,0.5446154555670009,0.5446282292339002,0.00012773666899358737,0.3333333333333333,1
0.1,1,43,47,0.5500467295211747,0.5500594578173185,0.00012728296143692047,0.3333333333333333,1
0.1,1,43,48,0.5548753489205955,0.5548884540950724,0.00013105174476821523,0.3333333333333333,1
0.1,1,43,49,0.5567071369553219,0.55672064591499,0.00013508959668134,0.3333333333333333,1
0.1,1,43,50,0.5635515412306129,0.5635644082218608,0.00012866991247927607,0.3333333333333333,1
0.1,1,43,51,0.5507275940549838,0.5507400516767285,0.00012457621744608942,0.3333333333333333,1
0.1,1,43,52,0.5598286217505212,0.559841466145406,0.00012844394884823344,0.3333333333333333,1
0.1,1,43,53,0.5558706797139219,0.5558842860016601,0.00013606287738216424,0.3333333333333333,1
0.1,1,43,54,0.5562968727200615,0.5563113898951765,0.00014517175115041827,0.3333333333333333,1
0.1,1,43,55,0.5584228841740856,0.5584381644243562,0.0001528025027069711,0.3333333333333333,1
0.1,1,43,56,0.563311190471159,0.5633269868668187,0.00015796395659787102,0.3333333333333333,1
0.1,1,43,57,0.554603421287938,0.5546199083870892,0.0001648709915113349,0.3333333333333333,1
0.1,1,43,58,0.5471760678741445,0.5471926449467017,0.0001657707255717551,0.3333333333333333,1
0.1,1,43,59,0.5542826313821002,0.5542985339863769,0.00015902604276690882,0.3333333333333333,1
0.1,1,43,60,0.5496715907312881,0.5496876107386898,0.00016020007401629818,0.3333333333333333,1
0.1,1,43,61,0.5397577434919325,0.5397734625033698,0.00015719011437211424,0.3333333333333333,1
0.1,1,43,62,0.5436286194695303,0.5436441622757683,0.00015542806237953062,0.3333333333333333,1
0.1,1,43,63,0.5474087378798902,0.5474248070999129,0.00016069220022694712,0.3333333333333333,1
0.1,1,43,64,0.5520436032636173,0.5520598824725849,0.00016279208967565686,0.3333333333333333,1
0.1,1,43,65,0.5510487995936136,0.5510641883758948,0.00015388782281152436,0.3333333333333333,1
0.1,1,43,66,0.5600769592262499,0.5600927654982043,0.0001580627195445563,0.3333333333333333,1
0.1,1,43,67,0.5591826089659883,0.5591994273845027,0.0001681841851438686,0.3333333333333333,1
0.1,1,43,68,0.5538679524196222,0.5538857637947784,0.00017811375156209655,0.3333333333333333,1
0.1,1,43,69,0.5582874741398834,0.558305764286497,0.00018290146613591358,0.3333333333333333,1
0.1,1,43,70,0.555098852504256,0.5551178387199341,0.00018986215678175837,0.3333333333333333,1
0.1,1,43,71,0.5540189583907109,0.5540369210878315,0.0001796269712060321,0.3333333333333333,1
0.1,1,43,72,0.5629734440871337,0.5629894979858171,0.0001605389868346691,0.3333333333333333,1
0.1,1,43,73,0.5640005186921264,0.5640143093392855,0.0001379064715914646,0.3333333333333333,1
0.1,1,43,74,0.554760056587885,0.5547721783841232,0.00012121796238213751,0.3333333333333333,1
0.1,1,43,75,0.5498221088118882,0.5498334149326664,0.0001130612077809904,0.3333333333333333,1
0.1,1,43,76,0.5443552977737867,0.5443654676769224,0.00010169903135789919,0.3333333333333333,1
0.1,1,43,77,0.5536189791749835,0.5536280499485019,9.070773518398296e-05,0.3333333333333333,1
0.1,1,43,78,0.5478165543985771,0.5478252174499112,8.663051334117914e-05,0.3333333333333333,1
0.1,1,43,79,0.5550860901877348,0.55509469991728,8.609729545218442e-05,0.3333333333333333,1
0.1,1,43,80,0.5465444167677197,0.5465531507889473,8.734021227619092e-05,0.3333333333333333,1
0.1,1,43,81,0.5514961951772943,0.5515053238567271,9.128679432849834e-05,0.3333333333333333,1
0.1,1,43,82,0.5483455790042108,0.5483551227557841,9.543751573319661e-05,0.3333333333333333,1
0.1,1,43,83,0.5540890417669426,0.554099540949799,0.0001049918285635575,0.3333333333333333,1
0.1,1,43,84,0.5524467671730559,0.5524576168135185,0.00010849640462615059,0.3333333333333333,1
0.1,1,43,85,0.5456757099110098,0.5456870943233538,0.00011384412344034733,0.3333333333333333,1
0.1,1,43,86,0.5463982993739332,0.5464103025356093,0.00012003161676067146,0.3333333333333333,1
0.1,1,43,87,0.5453190980490067,0.5453308110349508,0.00011712985944200797,0.3333333333333333,1
0.1,1,43,88,0.547843593539333,0.5478549530967783,0.00011359557445379104,0.3333333333333333,1
0.1,1,43,89,0.550049507244804,0.5500605478242342,0.000110405794302064,0.3333333333333333,1
0.1,1,43,90,0.5576463338002237,0.5576567315206701,0.00010397720446403844,0.3333333333333333,1
0.1,1,43,91,0.5481319781586733,0.5481416485430639,9.670384390575207e-05,0.3333333333333333,1
0.1,1,43,92,0.5555373851086235,0.5555462648201316,8.879711508064762e-05,0.3333333333333333,1
0.1,1,43,93,0.5503363219850791,0.5503448181915666,8.496206487407497e-05,0.3333333333333333,1
0.1,1,43,94,0.5414169706590228,0.5414255762532063,8.60559418345661e-05,0.3333333333333333,1
0.1,1,43,95,0.5473856381877882,0.5473939735922229,8.335404434649782e-05,0.3333333333333333,1
0.1,1,43,96,0.5471558193174075,0.5471640610326618,8.24171525431985e-05,0.3333333333333333,1
0.1,1,43,97,0.5447995379856463,0.5448073016077086,7.76362206230037e-05,0.3333333333333333,1
0.1,1,43,98,0.545297407263032,0.5453050398193168,7.63255628475416e-05,0.3333333333333333,1
0.1,1,43,99,0.5503024945090051,0.5503094145525395,6.920043534360803e-05,0.3333333333333333,1
0.1,1,43,100,0.5425303734730935,0.5425369155193391,6.542046245635122e-05,0.3333333333333333,1
0.1,1,43,101,0.5388868063573937,0.5388930378138189,6.231456425169048e-05,0.3333333333333333,1
0.1,1,43,102,0.5371976684692028,0.5372036157612995,5.9472920966817554e-05,0.3333333333333333,1
0.1,1,43,103,0.5386632324360664,0.5386695535444644,6.321108398097274e-05,0.3333333333333333,1
0.1,1,43,104,0.5318760511316852,0.5318826897797757,6.638648090467156e-05,0.3333333333333333,1
0.1,1,43,105,0.5402686410665692,0.5402766329963857,7.991929816537663e-05,0.3333333333333333,1
0.1,1,43,106,0.5401221106534415,0.5401315362312941,9.425577852515961e-05,0.3333333333333333,1
0.1,1,43,107,0.5413511570664905,0.5413610851746958,9.928108205319085e-05,0.3333333333333333,1
0.1,1,43,108,0.5364920909382521,0.5365030847643512,0.0001099382609900415,0.3333333333333333,1
0.1,1,43,109,0.5335006320788338,0.5335116274437964,0.00010995364962641016,0.3333333333333333,1
0.1,1,43,110,0.5379321477205461,0.5379428284996886,0.00010680779142468076,0.3333333333333333,1
0.1,1,43,111,0.5329277186450037,0.5329382460272573,0.00010527382253556255,0.3333333333333333,1
0.1,1,43,112,0.5430418046996504,0.5430527224973206,0.00010917797670219526,0.3333333333333333,1
0.1,1,43,113,0.5433081354608832,0.5433195517095399,0.00011416248656788376,0.3333333333333333,1
0.1,1,43,114,0.5440936683240687,0.5441056193633033,0.00011951039234596416,0.3333333333333333,1
0.1,1,43,115,0.5368892822105467,0.5369011841048517,0.00011901894305027926,0.3333333333333333,1
0.1,1,43,116,0.5367451379786414,0.5367564379044999,0.00011299925858461392,0.3333333333333333,1
0.1,1,43,117,0.5345668784985601,0.5345773671271647,0.00010488628604605801,0.3333333333333333,1
0.1,1,43,118,0.5464063422263055,0.5464163374956412,9.995269335789796e-05,0.3333333333333333,1
0.1,1,43,119,0.5496669517197017,0.5496761294780615,9.177758359861923e-05,0.3333333333333333,1
0.1,1,43,120,0.556022789101958,0.5560320893243909,9.30022243284663e-05,0.3333333333333333,1
0.1,1,43,121,0.5506078857846026,0.5506181202369518,0.00010234452349114741,0.3333333333333333,1
0.1,1,43,122,0.5552731351100516,0.555284414914729,0.00011279804677356373,0.3333333333333333,1
0.1,1,43,123,0.5537821597880407,0.553794317445461,0.00012157657420319892,0.3333333333333333,1
0.1,1,43,124,0.5514314942807953,0.5514450329446499,0.00013538663854608882,0.3333333333333333,1
0.1,1,43,125,0.5559166930805599,0.5559310474489685,0.00014354368408625744,0.3333333333333333,1
0.1,1,43,126,0.5578396243011373,0.5578539105317786,0.00014286230641234412,0.3333333333333333,1
0.1,1,43,127,0.5587783023694769,0.5587923016772375,0.00013999307760539134,0.3333333333333333,1
0.1,1,43,128,0.554806313010141,0.5548202515202303,0.00013938510089201654,0.3333333333333333,1
0.1,1,43,129,0.5506768900194149,0.5506913492633088,0.00014459243893923918,0.3333333333333333,1
0.1,1,43,130,0.5538054797837035,0.5538197347908652,0.0001425500716166854,0.3333333333333333,1
