step,avg_cooperation_level,avg_average_trust,avg_ai_capability,avg_governance_capacity,avg_disturbance,avg_effective_info,coop_above_080_share
59,0.7578261207652716,0.43926430082000245,0.8397992263666092,0.9153878583423477,0.08499999999999999,0.58598375,0.25
60,0.7550039155478997,0.4419634289185784,0.8428065200503634,0.910598212202107,0.11000000000000001,0.5848025000000001,0.2
61,0.7523224870139114,0.429885240649182,0.8457601466414404,0.906715542171917,0.08499999999999999,0.58598375,0.25
62,0.7545095741744909,0.4314688273495223,0.848662102002446,0.906542198816718,0.05,0.5876375,0.25
63,0.75584393591823,0.44311611413940455,0.8515030190182514,0.9096821871313342,0.11000000000000001,0.5848025000000001,0.3
64,0.7589676316084255,0.4426632263207336,0.854292189360363,0.9100097943028018,0.095,0.58551125,0.35
65,0.7556649255326605,0.4067188903659312,0.8570305197450654,0.9082013349854037,0.08,0.5862200000000001,0.25
66,0.7516831530113037,0.4083143536829181,0.859716880751186,0.9049139270163018,0.08499999999999999,0.58598375,0.25
67,0.7445631904980881,0.4248101772794315,0.8623527671545776,0.901191747746117,0.08499999999999999,0.58598375,0.3
68,0.7470841751317179,0.42521481364176683,0.864938150500947,0.906843019067076,0.095,0.58551125,0.35
69,0.7493789380135099,0.43793338379597646,0.8674759300259532,0.915533598820673,0.08499999999999999,0.58598375,0.45
70,0.7527877711607724,0.43866754983293677,0.8699679037151841,0.9129090759899666,0.065,0.58692875,0.45
71,0.759496212389517,0.45089330645854,0.8724116355107914,0.9224564850369406,0.08,0.5862200000000001,0.45
72,0.7669249616379574,0.45650200747293673,0.8748107969042496,0.9209403559284153,0.065,0.58692875,0.45
73,0.7737312792373519,0.44451088452942783,0.8771652896125548,0.9327053953586194,0.06,0.587165,0.4
74,0.7664338380675051,0.4441681372002173,0.8794728897916622,0.928005233978995,0.09,0.5857475000000001,0.3
75,0.7630714314542929,0.44383047965440553,0.8817371372824179,0.9234451771833484,0.09,0.5857475000000001,0.3
76,0.7703182551072024,0.4556667815996864,0.8839592682954102,0.9321643648772934,0.085,0.58598375,0.35
77,0.7666339949541779,0.46692935118601947,0.8861396460990271,0.9319024284703173,0.08499999999999999,0.58598375,0.3
78,0.7756545720542188,0.4787531388932521,0.8882818788437691,0.9340425211474106,0.05,0.5876375,0.35
79,0.7732109523552305,0.4770916725574696,0.8903814310189894,0.9296099149102458,0.08,0.5862200000000001,0.3
80,0.7718405301800436,0.48689429877348445,0.8924399711398723,0.9247147402243743,0.1,0.585275,0.3
81,0.7685022600910337,0.47267896276638605,0.8944609975051183,0.9204268599408827,0.08499999999999999,0.58598375,0.25
82,0.7700515531598731,0.4716027011440893,0.8964451722103917,0.9182600294754542,0.07,0.5866925000000001,0.3
83,0.765564344459407,0.47122929883892484,0.8983880067755923,0.9129705370633138,0.125,0.5840937500000001,0.3
84,0.7722700441955932,0.49422662439868786,0.900298351794725,0.9123702716887566,0.07,0.5866925000000001,0.35
85,0.763865186188206,0.4466500467463437,0.9021720745268315,0.9086399814214146,0.08,0.5862200000000001,0.35
86,0.7699461588815301,0.4703616162520988,0.904010237288498,0.9113770227776163,0.08499999999999999,0.58598375,0.4
87,0.771066164694383,0.48400760092216544,0.9058155624493361,0.9083020185629269,0.06,0.587165,0.45
88,0.7705142204641783,0.4936359343211313,0.9075845953925377,0.9042758247722441,0.095,0.58551125,0.4
89,0.7793201643197079,0.5037185928711568,0.9093223686302403,0.9107053026230956,0.065,0.58692875,0.45
90,0.7864319843674266,0.5251813265823435,0.9110271429774954,0.9185903412295895,0.07,0.5866925000000001,0.5
91,0.7863987205061388,0.5244497333906446,0.9126986060263238,0.9247583387112757,0.09,0.5857475000000001,0.5
92,0.7827119883833322,0.508767823953134,0.9143395957824187,0.9207931982897243,0.075,0.5864562500000001,0.4
93,0.7851436546415209,0.5178464367244213,0.9159497418875343,0.922378987148073,0.075,0.5864562500000001,0.45
94,0.7844947060331939,0.49125138282460934,0.9175311107219324,0.9200482806389575,0.05,0.5876375,0.45
95,0.7833241039774109,0.5002134657395418,0.919079512893539,0.9175095074448715,0.10500000000000001,0.58503875,0.4
96,0.7935884022874459,0.522456074942852,0.920601996455734,0.9233832339956713,0.05,0.5876375,0.55
97,0.7984539180977139,0.5433338833044001,0.922095272355506,0.9219794767549656,0.06,0.587165,0.55
98,0.7940273425410005,0.5383034762546725,0.9235588068170568,0.9176602299445843,0.09,0.5857475000000001,0.45
99,0.7920609921288955,0.534430197077416,0.9249964726019092,0.9143918176935568,0.06,0.587165,0.35
