topology,node_count,k_D,k_C,k_T,intrinsic_decay,runs,steps,avg_edge_count,propagation_share,avg_failure_rate,avg_time_to_first_propagation,avg_largest_survival_cluster,max_last_affected_node,cascade_depth_distribution,last_affected_distribution,spatial_distribution_counts,spatial_behavior
star,50,0.01,0.02,0.0,0.076,100,200,49.0,0.39,0.0,6.34,12.55,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|49|48|47|47|46|45|43|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|48|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|48|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|49|48|47|47|46|45|43|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|48|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|48|47|46|49|48|49|48|47|49|48,hub_localized:100,expands_far
star,50,0.01,0.02,0.0,0.077,100,200,49.0,0.29,0.0,6.34,12.88,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|49|48|41|47|46|45|43|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|47|43|45|44|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|48|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|49|48|41|47|46|45|43|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|47|43|45|44|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|48|47|46|49|48|49|48|47|49|48,hub_localized:100,expands_far
star,50,0.01,0.02,0.0,0.078,100,200,49.0,0.26,0.0,6.34,12.98,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|47|46|38|43|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|47|43|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|47|46|38|43|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|47|43|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,hub_localized:100,expands_far
star,50,0.01,0.02,0.0,0.079,100,200,49.0,0.23,0.0,6.46,13.06,49,46|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|47|39|38|37|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|45|44|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|46|47|46|49|48|49|48|47|49|48,46|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|47|39|38|37|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|45|44|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|46|47|46|49|48|49|48|47|49|48,hub_localized:100,expands_far
star,50,0.01,0.02,0.0,0.08,100,200,49.0,0.15,0.0,7.39,13.19,49,46|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|47|39|38|37|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|45|44|47|45|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|35|46|47|46|49|48|49|48|47|46|48,46|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|47|39|38|37|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|45|44|47|45|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|35|46|47|46|49|48|49|48|47|46|48,hub_localized:100,expands_far
star,50,0.01,0.02,0.0,0.081,100,200,49.0,0.1,0.0,7.95,13.31,49,46|46|45|43|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|47|39|38|37|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|45|44|47|45|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|35|46|47|46|49|48|49|48|47|46|45,46|46|45|43|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|47|39|38|37|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|45|44|47|45|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|35|46|47|46|49|48|49|48|47|46|45,hub_localized:100,expands_far
star,50,0.01,0.02,0.0,0.082,100,200,49.0,0.06,0.0,8.68,13.38,49,46|46|45|43|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|47|39|38|37|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|46|45|44|47|45|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|35|46|45|46|49|48|49|48|47|46|45,46|46|45|43|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|47|39|38|37|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|46|45|44|47|45|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|35|46|45|46|49|48|49|48|47|46|45,hub_localized:100,expands_far
star,50,0.01,0.02,0.0,0.083,100,200,49.0,0.03,0.0,8.72,13.55,49,46|45|45|43|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|47|39|38|37|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|46|45|44|47|42|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|35|46|45|46|49|48|49|48|47|46|45,46|45|45|43|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|47|39|38|37|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|46|45|44|47|42|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|35|46|45|46|49|48|49|48|47|46|45,hub_localized:100,expands_far
star,50,0.01,0.02,0.0,0.084,100,200,49.0,0.02,0.0,9.28,13.64,49,46|45|45|43|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|47|39|38|37|36|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|46|45|44|47|42|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|35|46|45|46|49|48|49|48|47|46|45,46|45|45|43|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|47|39|38|37|36|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|46|45|44|47|42|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|35|46|45|46|49|48|49|48|47|46|45,hub_localized:100,expands_far
star,50,0.01,0.02,0.0,0.085,100,200,49.0,0.02,0.0,10.17,13.68,49,46|45|45|43|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|47|39|38|37|36|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|44|49|48|49|48|47|46|45|44|43|42|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|35|46|45|46|49|48|49|48|47|46|48,46|45|45|43|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|47|39|38|37|36|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|44|49|48|49|48|47|46|45|44|43|42|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|35|46|45|46|49|48|49|48|47|46|48,hub_localized:100,expands_far
star,50,0.01,0.03,0.0,0.076,100,200,49.0,0.44,0.0,6.28,12.03,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|41|35|34|33|32|49|48|47|46|45|44|49|48|47|47|46|45|44|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|48|46|46|44|49|48|47|46|45|44|43|42|47|40|45|38|49|48|49|46|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|41|35|34|33|32|49|48|47|46|45|44|49|48|47|47|46|45|44|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|48|46|46|44|49|48|47|46|45|44|43|42|47|40|45|38|49|48|49|46|47|46|49|48|49|48|47|49|48,hub_localized:100,expands_far
star,50,0.01,0.03,0.0,0.077,100,200,49.0,0.38,0.0,6.3,12.12,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|41|35|34|33|32|49|48|47|46|45|44|49|48|47|47|46|45|43|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|48|46|46|44|49|48|47|46|45|44|43|42|47|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|41|35|34|33|32|49|48|47|46|45|44|49|48|47|47|46|45|43|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|48|46|46|44|49|48|47|46|45|44|43|42|47|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,hub_localized:100,expands_far
star,50,0.01,0.03,0.0,0.078,100,200,49.0,0.38,0.0,6.33,12.25,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|41|35|34|33|32|49|48|47|46|45|44|49|48|47|47|46|45|43|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|48|46|46|44|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|41|35|34|33|32|49|48|47|46|45|44|49|48|47|47|46|45|43|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|48|46|46|44|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,hub_localized:100,expands_far
star,50,0.01,0.03,0.0,0.079,100,200,49.0,0.34,0.0,6.34,12.51,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|41|35|34|33|32|49|48|47|46|45|44|49|49|47|47|46|45|43|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|48|43|46|44|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|41|35|34|33|32|49|48|47|46|45|44|49|49|47|47|46|45|43|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|48|43|46|44|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,hub_localized:100,expands_far
star,50,0.01,0.03,0.0,0.08,100,200,49.0,0.3,0.0,6.34,12.85,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|41|35|34|33|32|49|48|47|46|45|44|49|49|41|47|46|45|43|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|48|43|45|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|41|35|34|33|32|49|48|47|46|45|44|49|49|41|47|46|45|43|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|48|43|45|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,hub_localized:100,expands_far
star,50,0.01,0.03,0.0,0.081,100,200,49.0,0.27,0.0,6.35,12.97,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|41|35|34|33|32|49|48|47|46|45|44|43|49|41|47|39|38|37|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|44|43|45|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|46|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|41|35|34|33|32|49|48|47|46|45|44|43|49|41|47|39|38|37|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|44|43|45|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|46|47|46|49|48|49|48|47|49|48,hub_localized:100,expands_far
star,50,0.01,0.03,0.0,0.082,100,200,49.0,0.2,0.0,6.37,13.09,49,46|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|49|41|47|39|38|37|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|44|43|45|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|46|45|46|49|48|49|48|47|49|48,46|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|49|41|47|39|38|37|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|44|43|45|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|46|45|46|49|48|49|48|47|49|48,hub_localized:100,expands_far
star,50,0.01,0.03,0.0,0.083,100,200,49.0,0.13,0.0,7.39,13.22,49,46|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|49|41|47|39|38|37|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|44|43|45|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|35|46|45|46|49|48|49|48|47|46|45,46|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|49|41|47|39|38|37|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|44|43|45|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|35|46|45|46|49|48|49|48|47|46|45,hub_localized:100,expands_far
star,50,0.01,0.03,0.0,0.084,100,200,49.0,0.08,0.0,7.81,13.41,49,46|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|49|41|47|39|38|37|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|44|43|45|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|35|46|45|46|49|48|49|48|47|46|45,46|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|49|41|47|39|38|37|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|44|43|45|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|35|46|45|46|49|48|49|48|47|46|45,hub_localized:100,expands_far
star,50,0.01,0.03,0.0,0.085,100,200,49.0,0.08,0.0,8.12,13.57,49,46|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|49|41|47|39|38|37|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|46|45|44|43|45|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|35|46|45|46|49|48|49|48|47|46|45,46|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|49|41|47|39|38|37|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|46|45|44|43|45|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|35|46|45|46|49|48|49|48|47|46|45,hub_localized:100,expands_far
random-sparse,50,0.01,0.02,0.0,0.076,100,200,118.45,0.35,0.0,6.6,12.63,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|49|49|48|46|46|45|44|42|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|48|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|49|49|48|46|46|45|44|42|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|48|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,network_wide:100,expands_far
random-sparse,50,0.01,0.02,0.0,0.077,100,200,118.45,0.3,0.0,6.61,12.77,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|49|41|40|39|38|37|36|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|48|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|49|41|40|39|38|37|36|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|48|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,network_wide:100,expands_far
random-sparse,50,0.01,0.02,0.0,0.078,100,200,118.45,0.26,0.0,7.19,12.99,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|49|41|40|39|38|37|36|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|48|48|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|48|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|49|41|40|39|38|37|36|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|48|48|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|48|47|46|49|48|49|48|47|49|48,network_wide:100,expands_far
random-sparse,50,0.01,0.02,0.0,0.079,100,200,118.45,0.25,0.0,7.71,13.2,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|48|47|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|48|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|48|47|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|48|47|46|49|48|49|48|47|49|48,network_wide:100,expands_far
random-sparse,50,0.01,0.02,0.0,0.08,100,200,118.45,0.18,0.0,8.64,13.27,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|47|39|38|44|36|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|45|44|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|48|47|44|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|47|39|38|44|36|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|45|44|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|48|47|44|49|48|49|48|47|49|48,network_wide:100,expands_far
random-sparse,50,0.01,0.02,0.0,0.081,100,200,118.45,0.13,0.0,8.83,13.27,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|47|39|38|44|36|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|46|45|44|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|48|45|44|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|47|39|38|44|36|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|46|45|44|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|48|45|44|49|48|49|48|47|49|48,network_wide:100,expands_far
random-sparse,50,0.01,0.02,0.0,0.082,100,200,118.45,0.06,0.0,9.24,13.39,49,47|45|45|43|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|49|41|47|39|38|44|36|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|46|45|44|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|46|45|44|49|48|49|48|47|49|48,47|45|45|43|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|49|41|47|39|38|44|36|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|46|45|44|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|46|45|44|49|48|49|48|47|49|48,network_wide:100,expands_far
random-sparse,50,0.01,0.02,0.0,0.083,100,200,118.45,0.03,0.0,9.26,13.55,49,47|45|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|49|41|47|39|38|44|36|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|46|45|44|47|42|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|46|45|32|49|48|49|48|47|49|48,47|45|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|49|41|47|39|38|44|36|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|46|45|44|47|42|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|46|45|32|49|48|49|48|47|49|48,network_wide:100,expands_far
random-sparse,50,0.01,0.02,0.0,0.084,100,200,118.45,0.02,0.0,9.82,13.65,49,47|45|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|49|41|40|39|38|44|36|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|44|49|48|49|48|47|46|45|44|47|42|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|46|45|32|49|48|49|48|47|49|48,47|45|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|49|41|40|39|38|44|36|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|44|49|48|49|48|47|46|45|44|47|42|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|46|45|32|49|48|49|48|47|49|48,network_wide:100,expands_far
random-sparse,50,0.01,0.02,0.0,0.085,100,200,118.45,0.02,0.0,10.73,13.87,49,47|45|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|49|41|40|39|38|44|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|44|49|48|49|48|47|46|45|44|47|42|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|46|45|32|49|48|47|46|47|46|48,47|45|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|49|41|40|39|38|44|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|44|49|48|49|48|47|46|45|44|47|42|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|46|45|32|49|48|47|46|47|46|48,network_wide:100,expands_far
