run_index,seed,final_stability,min_stability,max_stability,final_trust,final_disturbance,final_cognitive_distortion,stability_rate,first_breach_step,recovery_step,stable_run,recovered_run,failure_case,failure_reason,avg_intervention_utilization
0,42,0.9595831602560597,0.8909671536387958,0.9928110584603209,0.6289875243212794,0.38694882562236277,0.16781694899959929,1.0,,,1,0,0,,1.1976
1,43,0.7685740448960767,0.7685740448960767,0.9876844868029357,0.3981048185933825,0.6121688196890793,0.22016691290510387,0.99,99,,0,0,1,never_recovered,1.1974674545546051
2,44,0.8519548215520255,0.6915834015966825,0.9915606638959275,0.5735324827955163,0.21073101143731338,0.1394073542300449,0.63,57,94,0,1,0,,1.0900509770013662
3,45,0.922502098969273,0.8647523592779127,0.9911952866838082,0.6130508752253403,0.1662652161191763,0.09577364280862402,1.0,,,1,0,0,,1.1974869958971386
4,46,0.9399734938358141,0.81772493115395,0.9994997990558572,0.5543621714081693,0.18249198011181744,0.1778136911683833,1.0,,,1,0,0,,1.1971839597441305
5,47,0.8733012666622751,0.8280136206623884,0.9822075756138461,0.5045126550227418,0.22801349297171117,0.10607353489183143,1.0,,,1,0,0,,1.194881736333827
6,48,0.8624070197431795,0.8209032740185189,0.9979009092808048,0.5077213977802301,0.23099994481116765,0.15471817868777948,1.0,,,1,0,0,,1.1976
7,49,0.8176457129180973,0.8176457129180973,0.9938317432236377,0.4209006938323112,0.23509066346914828,0.15775832704730425,1.0,,,1,0,0,,1.1971565151896282
8,50,0.9854076153477708,0.8714761511425937,0.9905138005476165,0.6241318592249141,0.1025320510502127,0.14502870770688353,1.0,,,1,0,0,,1.1975118773302922
9,51,0.7700350403984396,0.7685228462809466,0.9613556201361717,0.531690628636468,0.20183513163855615,0.10460405250422741,0.86,50,59,0,1,1,ended_below_threshold,1.167044060830877
10,52,0.9418731225171879,0.8521482916340972,0.9910155986327743,0.5411358673890198,0.2113523661851028,0.14595775473235645,1.0,,,1,0,0,,1.1965585389145463
11,53,0.7072313791969608,0.7072313791969608,0.9853444471762238,0.4253964796576864,0.22947041157709958,0.07902671215128619,0.94,94,,0,0,1,never_recovered,1.187031634248186
12,54,0.8085476532703718,0.8085476532703718,0.987068691323857,0.46482239719429924,0.22323293650639509,0.1834108431091961,1.0,,,1,0,0,,1.1969339210739252
13,55,0.8841745263077566,0.8127121820539523,0.9976141612457992,0.47780989770164817,0.25926198648409404,0.15131001616805362,1.0,,,1,0,0,,1.1971434643866992
14,56,0.8564636719710494,0.8291789909142802,0.9851671636874918,0.4967741192280911,0.23767536886739024,0.1825587319790526,1.0,,,1,0,0,,1.1976
15,57,0.8751830736175292,0.8204881720180068,0.9889899255175928,0.593999772523759,0.27483348404520735,0.22299725585882668,1.0,,,1,0,0,,1.1976
16,58,0.8996664204985605,0.860197813088727,0.9929600932960356,0.5839287766912229,0.20184882166373191,0.10207994597947849,1.0,,,1,0,0,,1.1959964861403296
17,59,0.788128949838589,0.6158272511522614,0.9888569970150358,0.5414991015843379,0.19032053389950762,0.06585656589913971,0.46,46,,0,0,1,never_recovered,0.9659812764240836
18,60,0.8758783827835305,0.8530641376613192,0.9875541753342205,0.5717708835469195,0.23261152568770968,0.2056883285654169,1.0,,,1,0,0,,1.19748520119287
19,61,0.9401194792034993,0.8211562106240746,0.9956925718149096,0.5471054532719781,0.15494153035929722,0.09477508786625417,1.0,,,1,0,0,,1.1976
