topology,chain_length,k_D,k_C,k_T,activation_threshold,propagation_exponent,intrinsic_decay,run_index,seed,failure_rate,affected_share,cascade_depth,sustained_failure_steps,time_to_collapse,propagated,last_affected_node,survival_cluster_sizes,spatial_distribution,edge_count
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,6,48,0.0,0.24489795918367346,47,20,4,1,47,3|5|1|2|4|2|4|1|9|5|2,network_wide,111
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,7,49,0.0,0.2653061224489796,46,20,4,1,46,1|5|1|2|4|2|4|9|5|3,network_wide,116
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,8,50,0.0,0.24489795918367346,45,20,5,1,45,1|5|1|2|4|2|4|1|9|5|4,network_wide,110
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,9,51,0.0,0.22448979591836735,44,20,5,1,44,5|1|2|4|2|4|1|9|5|5,network_wide,132
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,10,52,0.0,0.22448979591836735,43,20,6,1,43,4|1|2|4|2|4|1|9|5|6,network_wide,127
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,11,53,0.0,0.22448979591836735,42,20,5,1,42,3|1|2|4|2|4|1|9|5|7,network_wide,114
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,12,54,0.0,0.20408163265306123,41,20,6,1,41,3|1|7|2|4|1|9|5|8,network_wide,128
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,13,55,0.0,0.22448979591836735,40,20,5,1,40,1|1|7|2|4|9|5|9,network_wide,116
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,14,56,0.0,0.22448979591836735,39,20,5,1,39,1|1|2|4|2|4|1|9|5|10,network_wide,114
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,15,57,0.0,0.20408163265306123,38,20,16,1,38,1|2|4|2|4|9|6|11,network_wide,119
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,16,58,0.0,0.1836734693877551,37,20,16,0,37,1|2|4|2|4|1|10|5|12,network_wide,98
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,17,59,0.0,0.16326530612244897,36,20,16,0,36,2|4|2|4|1|10|5|13,network_wide,120
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,18,60,0.0,0.1836734693877551,35,20,16,0,35,2|4|2|4|10|5|14,network_wide,106
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,19,61,0.0,0.16326530612244897,34,20,16,0,34,6|2|4|10|5|15,network_wide,110
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,20,62,0.0,0.14285714285714285,33,20,16,0,33,4|2|4|1|10|5|16,network_wide,114
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,21,63,0.0,0.14285714285714285,32,20,16,0,32,4|2|4|1|10|5|17,network_wide,114
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,22,64,0.0,0.16326530612244897,49,20,1,0,49,3|2|4|1|10|5|17,network_wide,122
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,23,65,0.0,0.20408163265306123,48,20,3,1,48,2|2|4|9|5|17|1,network_wide,120
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,24,66,0.0,0.16326530612244897,47,20,3,0,47,1|2|6|10|5|16|2,network_wide,103
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,25,67,0.0,0.16326530612244897,46,20,1,0,46,2|4|1|9|5|17|3,network_wide,127
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,26,68,0.0,0.1836734693877551,45,20,1,0,45,1|4|1|9|5|16|4,network_wide,114
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,27,69,0.0,0.1836734693877551,44,20,1,0,44,1|4|1|9|5|16|5,network_wide,105
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,28,70,0.0,0.14285714285714285,43,20,1,0,43,6|9|5|16|6,network_wide,125
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,29,71,0.0,0.16326530612244897,49,20,3,0,49,3|1|10|5|17|5,network_wide,116
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,30,72,0.0,0.1836734693877551,48,20,1,0,48,2|1|10|5|16|5|1,network_wide,108
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,31,73,0.0,0.20408163265306123,47,20,3,1,47,2|1|9|5|16|5|2,network_wide,111
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,32,74,0.0,0.16326530612244897,46,20,1,0,46,1|9|5|17|6|3,network_wide,108
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,33,75,0.0,0.16326530612244897,45,20,1,0,45,1|9|5|17|5|4,network_wide,128
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,34,76,0.0,0.16326530612244897,44,20,1,0,44,10|5|16|5|5,network_wide,111
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,35,77,0.0,0.16326530612244897,43,20,1,0,43,9|5|16|5|6,network_wide,131
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,36,78,0.0,0.14285714285714285,42,20,1,0,42,9|5|16|5|7,network_wide,110
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,37,79,0.0,0.16326530612244897,49,20,1,0,49,9|5|16|5|7,network_wide,111
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,38,80,0.0,0.1836734693877551,48,20,4,0,48,6|5|16|5|7|1,network_wide,110
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,39,81,0.0,0.1836734693877551,47,20,1,0,47,5|5|16|5|7|2,network_wide,117
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,40,82,0.0,0.1836734693877551,46,20,3,0,46,4|5|16|5|7|3,network_wide,108
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,41,83,0.0,0.1836734693877551,45,20,1,0,45,4|5|16|5|7|4,network_wide,105
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,42,84,0.0,0.1836734693877551,44,19,3,0,44,2|5|16|5|7|5,network_wide,131
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,43,85,0.0,0.1836734693877551,43,20,1,0,43,1|5|16|5|7|6,network_wide,110
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,44,86,0.0,0.1836734693877551,42,20,3,0,42,1|5|16|5|7|7,network_wide,124
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,45,87,0.0,0.16326530612244897,41,20,1,0,41,1|5|16|5|7|8,network_wide,126
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,46,88,0.0,0.12244897959183673,40,8,4,0,40,5|17|5|7|9,network_wide,107
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,47,89,0.0,0.12244897959183673,39,10,3,0,39,5|16|5|7|10,network_wide,117
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,48,90,0.0,0.14285714285714285,49,9,1,0,49,4|16|5|7|10,network_wide,124
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.064,49,91,0.0,0.12244897959183673,48,10,1,0,48,3|17|5|7|10|1,network_wide,116
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,0,42,0.0,0.24489795918367346,47,19,4,1,47,3|3|5|1|7|2|4|1|9|2,network_wide,111
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,1,43,0.0,0.2653061224489796,46,19,5,1,46,2|3|5|1|7|2|4|9|3,network_wide,125
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,2,44,0.0,0.2653061224489796,45,19,4,1,45,2|3|5|1|2|4|2|4|1|9|4,network_wide,133
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,3,45,0.0,0.24489795918367346,44,19,4,1,44,1|3|5|1|7|2|4|1|9|5,network_wide,120
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,4,46,0.0,0.24489795918367346,49,19,4,1,49,3|5|1|7|2|4|1|9|5,network_wide,123
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,5,47,0.0,0.22448979591836735,48,19,5,1,48,3|5|1|7|2|4|1|9|5|1,network_wide,125
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,6,48,0.0,0.24489795918367346,47,19,4,1,47,3|5|1|2|4|2|4|1|9|5|2,network_wide,111
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,7,49,0.0,0.24489795918367346,46,19,5,1,46,1|5|1|7|2|4|9|5|3,network_wide,116
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,8,50,0.0,0.22448979591836735,45,19,5,1,45,1|5|1|7|2|4|1|9|5|4,network_wide,110
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,9,51,0.0,0.20408163265306123,44,19,5,1,44,5|1|7|2|4|1|9|5|5,network_wide,132
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,10,52,0.0,0.20408163265306123,43,19,6,1,43,4|1|7|2|4|1|9|5|6,network_wide,127
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,11,53,0.0,0.20408163265306123,42,19,5,1,42,3|1|7|2|4|1|9|5|7,network_wide,114
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,12,54,0.0,0.20408163265306123,41,19,6,1,41,3|1|7|2|4|1|9|5|8,network_wide,128
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,13,55,0.0,0.22448979591836735,40,19,5,1,40,1|1|7|2|4|9|5|9,network_wide,116
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,14,56,0.0,0.20408163265306123,39,19,5,1,39,1|1|7|2|4|1|9|5|10,network_wide,114
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,15,57,0.0,0.20408163265306123,38,19,16,1,38,1|7|2|4|9|5|11,network_wide,119
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,16,58,0.0,0.1836734693877551,37,19,16,0,37,1|7|2|4|1|9|5|12,network_wide,98
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,17,59,0.0,0.16326530612244897,36,19,16,0,36,7|2|4|1|9|5|13,network_wide,120
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,18,60,0.0,0.20408163265306123,35,19,16,1,35,2|4|2|4|9|5|14,network_wide,106
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,19,61,0.0,0.1836734693877551,34,19,16,0,34,6|2|4|9|5|15,network_wide,110
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,20,62,0.0,0.16326530612244897,33,19,16,0,33,5|2|4|1|9|5|16,network_wide,114
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,21,63,0.0,0.1836734693877551,49,19,16,0,49,4|2|4|1|9|5|16,network_wide,114
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,22,64,0.0,0.1836734693877551,49,19,1,0,49,3|2|4|1|9|5|17,network_wide,122
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,23,65,0.0,0.20408163265306123,48,19,3,1,48,2|2|4|9|5|17|1,network_wide,120
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,24,66,0.0,0.16326530612244897,47,19,3,0,47,1|2|6|10|5|16|2,network_wide,103
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,25,67,0.0,0.16326530612244897,46,19,1,0,46,2|4|1|9|5|17|3,network_wide,127
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,26,68,0.0,0.1836734693877551,45,19,1,0,45,1|4|1|9|5|16|4,network_wide,114
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,27,69,0.0,0.1836734693877551,44,19,1,0,44,1|4|1|9|5|16|5,network_wide,105
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,28,70,0.0,0.16326530612244897,43,19,1,0,43,4|1|9|5|16|6,network_wide,125
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,29,71,0.0,0.1836734693877551,49,19,3,0,49,3|1|9|5|17|5,network_wide,116
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,30,72,0.0,0.1836734693877551,48,19,1,0,48,2|1|10|5|16|5|1,network_wide,108
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,31,73,0.0,0.20408163265306123,47,19,3,1,47,2|1|9|5|16|5|2,network_wide,111
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,32,74,0.0,0.16326530612244897,46,19,1,0,46,1|9|5|17|6|3,network_wide,108
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,33,75,0.0,0.16326530612244897,45,19,1,0,45,1|9|5|17|5|4,network_wide,128
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,34,76,0.0,0.16326530612244897,44,19,1,0,44,10|5|16|5|5,network_wide,111
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,35,77,0.0,0.16326530612244897,43,19,1,0,43,9|5|16|5|6,network_wide,131
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,36,78,0.0,0.16326530612244897,42,19,1,0,42,8|5|16|5|7,network_wide,110
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,37,79,0.0,0.16326530612244897,49,19,1,0,49,8|5|17|5|7,network_wide,111
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,38,80,0.0,0.1836734693877551,48,19,4,0,48,6|5|16|5|7|1,network_wide,110
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,39,81,0.0,0.1836734693877551,47,19,1,0,47,5|5|16|5|7|2,network_wide,117
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,40,82,0.0,0.1836734693877551,46,19,3,0,46,4|5|16|5|7|3,network_wide,108
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,41,83,0.0,0.16326530612244897,45,20,1,0,45,4|5|17|5|7|4,network_wide,105
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,42,84,0.0,0.16326530612244897,44,19,3,0,44,3|5|16|5|7|5,network_wide,131
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,43,85,0.0,0.1836734693877551,43,19,1,0,43,1|5|16|5|7|6,network_wide,110
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,44,86,0.0,0.1836734693877551,42,19,3,0,42,1|5|16|5|7|7,network_wide,124
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,45,87,0.0,0.16326530612244897,41,19,1,0,41,1|5|16|5|7|8,network_wide,126
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,46,88,0.0,0.12244897959183673,40,8,4,0,40,5|17|5|7|9,network_wide,107
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,47,89,0.0,0.10204081632653061,39,10,3,0,39,5|17|5|7|10,network_wide,117
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,48,90,0.0,0.14285714285714285,49,10,1,0,49,4|16|5|7|10,network_wide,124
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.066,49,91,0.0,0.12244897959183673,48,10,1,0,48,3|17|5|7|10|1,network_wide,116
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,0,42,0.0,0.24489795918367346,47,19,4,1,47,3|3|5|1|7|2|4|1|9|2,network_wide,111
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,1,43,0.0,0.2653061224489796,46,19,5,1,46,2|3|5|1|7|2|4|9|3,network_wide,125
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,2,44,0.0,0.24489795918367346,45,19,4,1,45,2|3|5|1|7|2|4|1|9|4,network_wide,133
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,3,45,0.0,0.24489795918367346,44,19,4,1,44,1|3|5|1|7|2|4|1|9|5,network_wide,120
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,4,46,0.0,0.2653061224489796,49,19,4,1,49,3|5|1|7|2|4|1|1|7|5,network_wide,123
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,5,47,0.0,0.24489795918367346,48,19,5,1,48,3|5|1|7|2|4|1|1|7|5|1,network_wide,125
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,6,48,0.0,0.22448979591836735,47,19,4,1,47,3|5|1|7|2|4|1|9|5|2,network_wide,111
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,7,49,0.0,0.24489795918367346,46,19,5,1,46,1|5|1|7|2|4|9|5|3,network_wide,116
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,8,50,0.0,0.22448979591836735,45,19,5,1,45,1|5|1|7|2|4|1|9|5|4,network_wide,110
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,9,51,0.0,0.20408163265306123,44,19,5,1,44,5|1|7|2|4|1|9|5|5,network_wide,132
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,10,52,0.0,0.20408163265306123,43,19,6,1,43,4|1|7|2|4|1|9|5|6,network_wide,127
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,11,53,0.0,0.20408163265306123,42,19,5,1,42,3|1|7|2|4|1|9|5|7,network_wide,114
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,12,54,0.0,0.22448979591836735,41,19,6,1,41,3|1|7|2|4|1|1|7|5|8,network_wide,128
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,13,55,0.0,0.22448979591836735,40,19,5,1,40,1|1|7|2|4|9|5|9,network_wide,116
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,14,56,0.0,0.20408163265306123,39,19,5,1,39,1|1|7|2|4|1|9|5|10,network_wide,114
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,15,57,0.0,0.20408163265306123,38,19,16,1,38,1|7|2|4|9|5|11,network_wide,119
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,16,58,0.0,0.1836734693877551,37,19,16,0,37,1|7|2|4|1|9|5|12,network_wide,98
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,17,59,0.0,0.16326530612244897,36,19,16,0,36,7|2|4|1|9|5|13,network_wide,120
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,18,60,0.0,0.16326530612244897,35,19,16,0,35,7|2|4|1|9|5|14,network_wide,106
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,19,61,0.0,0.1836734693877551,34,19,16,0,34,6|2|4|9|5|15,network_wide,110
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,20,62,0.0,0.16326530612244897,33,19,16,0,33,5|2|4|1|9|5|16,network_wide,114
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,21,63,0.0,0.1836734693877551,49,19,16,0,49,4|2|4|1|9|5|16,network_wide,114
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,22,64,0.0,0.1836734693877551,49,19,1,0,49,3|2|4|1|9|5|17,network_wide,122
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,23,65,0.0,0.20408163265306123,48,19,3,1,48,2|2|4|9|5|17|1,network_wide,120
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,24,66,0.0,0.20408163265306123,47,19,3,1,47,1|2|4|1|9|5|16|2,network_wide,103
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,25,67,0.0,0.16326530612244897,46,19,1,0,46,2|4|1|9|5|17|3,network_wide,127
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,26,68,0.0,0.1836734693877551,45,19,1,0,45,1|4|1|9|5|16|4,network_wide,114
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,27,69,0.0,0.16326530612244897,44,19,1,0,44,1|4|1|10|5|16|5,network_wide,105
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,28,70,0.0,0.16326530612244897,43,19,1,0,43,4|1|9|5|16|6,network_wide,125
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,29,71,0.0,0.16326530612244897,49,19,3,0,49,3|1|9|5|17|6,network_wide,116
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,30,72,0.0,0.1836734693877551,48,19,1,0,48,2|1|1|8|5|16|6|1,network_wide,108
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,31,73,0.0,0.1836734693877551,47,19,3,0,47,2|1|9|5|17|5|2,network_wide,111
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,32,74,0.0,0.16326530612244897,46,19,1,0,46,1|9|5|17|6|3,network_wide,108
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,33,75,0.0,0.16326530612244897,45,19,1,0,45,1|1|7|5|17|6|4,network_wide,128
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,34,76,0.0,0.14285714285714285,44,19,1,0,44,10|5|16|6|5,network_wide,111
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,35,77,0.0,0.14285714285714285,43,19,1,0,43,9|5|16|6|6,network_wide,131
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,36,78,0.0,0.1836734693877551,42,19,1,0,42,7|5|16|5|7,network_wide,110
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,37,79,0.0,0.14285714285714285,49,19,1,0,49,8|5|17|6|7,network_wide,111
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,38,80,0.0,0.1836734693877551,48,19,28,0,48,6|5|16|5|7|1,network_wide,110
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,39,81,0.0,0.16326530612244897,47,19,1,0,47,5|5|17|5|7|2,network_wide,117
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,40,82,0.0,0.1836734693877551,46,19,3,0,46,4|5|16|5|7|3,network_wide,108
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,41,83,0.0,0.14285714285714285,45,19,1,0,45,4|5|17|6|7|4,network_wide,105
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,42,84,0.0,0.12244897959183673,44,19,3,0,44,3|5|17|6|7|5,network_wide,131
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,43,85,0.0,0.16326530612244897,43,19,1,0,43,1|5|16|6|7|6,network_wide,110
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,44,86,0.0,0.14285714285714285,42,19,3,0,42,1|5|17|6|7|7,network_wide,124
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,45,87,0.0,0.14285714285714285,41,19,1,0,41,5|16|6|7|8,network_wide,126
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,46,88,0.0,0.10204081632653061,40,8,4,0,40,5|17|6|7|9,network_wide,107
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,47,89,0.0,0.08163265306122448,39,10,3,0,39,5|17|6|7|10,network_wide,117
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,48,90,0.0,0.12244897959183673,49,8,1,0,49,4|17|5|7|10,network_wide,124
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.068,49,91,0.0,0.10204081632653061,48,10,1,0,48,3|17|6|7|10|1,network_wide,116
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,0,42,0.0,0.22448979591836735,47,19,4,1,47,3|4|5|1|7|2|4|1|9|2,network_wide,111
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,1,43,0.0,0.24489795918367346,46,19,5,1,46,2|4|5|1|7|2|4|9|3,network_wide,125
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,2,44,0.0,0.2653061224489796,45,19,4,1,45,2|3|5|1|7|2|4|1|1|7|4,network_wide,133
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,3,45,0.0,0.22448979591836735,44,19,4,1,44,1|4|5|1|7|2|4|1|9|5,network_wide,120
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,4,46,0.0,0.24489795918367346,49,19,4,1,49,3|5|1|7|2|4|1|9|5,network_wide,123
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,5,47,0.0,0.22448979591836735,48,19,5,1,48,3|5|1|7|2|4|1|9|5|1,network_wide,125
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,6,48,0.0,0.24489795918367346,47,19,4,1,47,3|5|1|7|2|4|9|5|2,network_wide,111
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,7,49,0.0,0.24489795918367346,46,19,5,1,46,1|5|1|7|2|4|9|5|3,network_wide,116
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,8,50,0.0,0.20408163265306123,45,19,5,1,45,1|5|1|7|2|4|1|10|5|4,network_wide,110
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,9,51,0.0,0.20408163265306123,44,19,5,1,44,5|1|7|2|4|1|9|5|5,network_wide,132
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,10,52,0.0,0.16326530612244897,43,19,16,0,43,6|7|2|4|1|10|5|6,network_wide,127
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,11,53,0.0,0.20408163265306123,42,19,5,1,42,3|1|7|2|4|1|9|5|7,network_wide,114
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,12,54,0.0,0.20408163265306123,41,19,6,1,41,3|1|7|2|4|1|9|5|8,network_wide,128
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,13,55,0.0,0.22448979591836735,40,19,5,1,40,1|1|7|2|4|9|5|9,network_wide,116
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,14,56,0.0,0.20408163265306123,39,19,5,1,39,1|1|7|2|4|1|9|5|10,network_wide,114
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,15,57,0.0,0.16326530612244897,38,19,16,0,38,1|7|2|4|1|10|5|11,network_wide,119
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,16,58,0.0,0.20408163265306123,37,19,16,1,37,1|7|2|4|9|5|12,network_wide,98
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,17,59,0.0,0.16326530612244897,36,19,47,0,36,7|2|4|1|9|5|13,network_wide,120
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,18,60,0.0,0.16326530612244897,35,19,16,0,35,7|2|4|1|9|5|14,network_wide,106
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,19,61,0.0,0.1836734693877551,34,19,16,0,34,6|2|4|9|5|15,network_wide,110
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,20,62,0.0,0.16326530612244897,33,19,47,0,33,5|2|4|1|9|5|16,network_wide,114
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,21,63,0.0,0.1836734693877551,49,19,16,0,49,4|2|4|1|9|5|16,network_wide,114
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,22,64,0.0,0.1836734693877551,49,19,1,0,49,3|2|4|1|9|5|17,network_wide,122
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,23,65,0.0,0.20408163265306123,48,19,3,1,48,2|2|4|9|5|17|1,network_wide,120
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,24,66,0.0,0.20408163265306123,47,19,3,1,47,1|2|4|1|9|5|16|2,network_wide,103
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,25,67,0.0,0.14285714285714285,46,19,1,0,46,2|4|1|10|5|17|3,network_wide,127
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,26,68,0.0,0.16326530612244897,45,19,1,0,45,1|4|1|9|5|17|4,network_wide,114
random-sparse,50,0.01,0.02,0.0,0.25,2.0,0.07,27,69,0.0,0.16326530612244897,44,19,1,0,44,1|4|1|10|5|16|5,network_wide,105
