disturbance_level,coupling_delay,trust_coupling,run_index,seed,node_a_final_stability,node_b_final_stability,node_a_stability_rate,node_b_stability_rate,node_a_failure,node_b_failure,node_a_recovered,node_b_recovered,node_a_final_trust,node_b_final_trust,propagated_breach,propagated_failure,synchronization_correlation,avg_stability_gap,simultaneous_breach
0.2,0,0.0,0,42,0.9999999999999947,0.8395086880858027,1.0,0.91,0,0,0,1,0.9606083722154325,0.6672198853874326,1,0,-0.41346527480520423,0.1321213564476037,0
0.2,0,0.0,1,43,0.9779712214224479,0.8059218247596397,1.0,0.82,0,0,0,1,0.8478319890982567,0.6626196261416479,1,0,-0.036594371363361126,0.1364729019489608,0
0.2,0,0.0,2,44,0.9982151504125939,0.9197189501094233,1.0,0.8,0,0,0,1,0.8875075203406985,0.777050612932332,1,0,-0.14107801685344123,0.1354977143942782,0
0.2,0,0.0,3,45,0.9999995468236255,0.9837738447105607,1.0,0.65,0,0,0,1,1.0,0.8638375688920906,1,0,-0.142636835765559,0.1401024211816361,0
0.2,0,0.0,4,46,0.9999999942961669,0.8212619795671011,1.0,0.89,0,0,0,1,1.0,0.7047983609850493,1,0,-0.10311799360834542,0.12117700850041033,0
0.2,0,0.0,5,47,0.9999984975132269,0.8113860399147083,1.0,0.68,0,0,0,1,1.0,0.6527402352353852,1,0,-0.6716311322879254,0.14082602235511346,0
0.2,0,0.0,6,48,0.9999999196450997,0.9138130746140342,1.0,0.45,0,0,0,1,0.9555253710393433,0.7556885272093836,1,0,-0.1274515140585412,0.21340054655900167,0
0.2,0,0.0,7,49,0.9999999945719243,0.8439350956903303,1.0,0.84,0,0,0,1,0.9874070312157945,0.7029480415012401,1,0,-0.09646005387203321,0.13627235245862962,0
0.2,0,0.0,8,50,0.9999999998345896,0.5924488523368723,1.0,0.5,0,1,0,1,1.0,0.3660738396422367,1,1,-0.32406654081168107,0.2435077596216143,0
0.2,0,0.0,9,51,0.9806168254559331,0.7382468409639034,1.0,0.41,0,1,0,1,0.8199398895543191,0.5294313476637479,1,1,0.5024754055949647,0.21747119664041603,0
0.2,0,0.0,10,52,0.9999999999999986,0.8573454336925176,1.0,0.78,0,0,0,1,0.9975276681509536,0.7039188463129089,1,0,-0.26123901404100847,0.13226615471459888,0
0.2,0,0.0,11,53,0.999999999999996,0.9763331026687927,1.0,0.83,0,0,0,1,0.9396333097517513,0.854232029725418,1,0,-0.23775617246255112,0.1263028154775935,0
0.2,0,0.0,12,54,0.9959673120929178,0.94329336078203,1.0,0.94,0,0,0,1,0.8646383085569896,0.7911035725164828,1,0,0.09845785826535693,0.06945847180571876,0
0.2,0,0.0,13,55,0.999999960278415,0.934025303433517,1.0,1.0,0,0,0,0,0.9884665696949101,0.8165298808180448,0,0,-0.020628597091895948,0.08030447399967244,0
0.2,0,0.0,14,56,0.9999999999999934,0.8000229366232027,1.0,0.8,0,0,0,1,0.9066282704946192,0.6025159679620504,1,0,-0.13820636605002184,0.13123428757177016,0
0.2,0,0.0,15,57,0.9769003258367188,0.9134174255678625,1.0,1.0,0,0,0,0,0.8261779949853846,0.771581095558958,0,0,-0.16717056946570039,0.07612872111171129,0
0.2,0,0.0,16,58,0.9999999821119834,0.9141935390062609,1.0,0.48,0,0,0,1,1.0,0.8054412759147824,1,0,-0.3905278442261566,0.18483816171514852,0
0.2,0,0.0,17,59,0.9999573172822507,0.9233713092164626,1.0,0.82,0,0,0,1,1.0,0.796193555518655,1,0,-0.06185447101063118,0.11830256323621213,0
0.2,0,0.0,18,60,0.997537124289554,0.652327830322994,1.0,0.55,0,1,0,1,0.86806222239575,0.41552335265932067,1,1,-0.1806213635472934,0.14833165624498929,0
0.2,0,0.0,19,61,0.9999640097150885,0.8905406073107606,1.0,0.7,0,0,0,1,1.0,0.7377143694264252,1,0,-0.3053647585086699,0.14837305448645774,0
0.2,0,0.01,0,42,0.9999999999999961,0.8920797447029225,1.0,1.0,0,0,0,0,0.9680532314446235,0.744817408556288,0,0,-0.0961727317521424,0.08753004218817273,0
0.2,0,0.01,1,43,0.9812102907837631,0.8684674796486287,1.0,0.93,0,0,0,1,0.8732840381207965,0.7519575957387941,1,0,0.09400769024647887,0.09350928395005922,0
0.2,0,0.01,2,44,0.9994947512112178,0.9771742114451483,1.0,1.0,0,0,0,0,0.9334773571096535,0.8805327088638087,0,0,-0.0073072442479376375,0.0888146402979564,0
0.2,0,0.01,3,45,0.999999999999999,0.9998821605858962,1.0,0.95,0,0,0,1,1.0,0.9550206360525353,1,0,-0.0069061502402486905,0.08992321442141488,0
0.2,0,0.01,4,46,0.9999999982596104,0.8852736067455511,1.0,0.93,0,0,0,1,1.0,0.799782284807154,1,0,0.0035402357104417892,0.0747885066566918,0
0.2,0,0.01,5,47,0.9999999999747917,0.8627466769532757,1.0,0.99,0,0,0,1,1.0,0.7317955265877838,1,0,-0.532308378411612,0.10389063203382691,0
0.2,0,0.01,6,48,0.9999999999978623,0.9960156209886569,1.0,0.64,0,0,0,1,1.0,0.9148402533478516,1,0,-0.19404668836876962,0.15969116570001096,0
0.2,0,0.01,7,49,0.9999999989568948,0.8921958416153778,1.0,0.95,0,0,0,1,1.0,0.7754974086813163,1,0,0.024765847245653894,0.08731725244640899,0
0.2,0,0.01,8,50,0.9999999999968275,0.6818780016550369,1.0,0.61,0,1,0,1,1.0,0.5177248996800855,1,1,-0.2384494421801556,0.18958908608299754,0
0.2,0,0.01,9,51,0.9992636146674335,0.7843766801431656,1.0,0.47,0,1,0,1,0.9093021768475,0.6091881638348912,1,1,0.46859696687111824,0.17248907532818555,0
0.2,0,0.01,10,52,0.9999999999999988,0.908729797323521,1.0,1.0,0,0,0,0,1.0,0.7815770062622199,0,0,-0.039927613966261585,0.07842425463549067,0
0.2,0,0.01,11,53,0.9999999999999967,0.9986407064051545,1.0,0.89,0,0,0,1,1.0,0.9940927191868595,1,0,-0.06290846709455565,0.07467408594657114,0
0.2,0,0.01,12,54,0.9996974067668651,0.9997851302821105,1.0,1.0,0,0,0,0,0.9214980449381859,0.9553478317367863,0,0,0.31671325724863764,0.034875907426297335,0
0.2,0,0.01,13,55,0.9999999996082222,0.9929900435709537,1.0,1.0,0,0,0,0,1.0,0.9555467863912752,0,0,0.43311295092867214,0.03153799567067608,0
0.2,0,0.01,14,56,0.9999999999999966,0.8761735705131101,1.0,1.0,0,0,0,0,0.9802861038083491,0.7112963258387822,0,0,0.0852324417064021,0.08130933746010804,0
0.2,0,0.01,15,57,0.9977161116673738,0.9944837269669478,1.0,1.0,0,0,0,0,0.9192076152271671,0.9039179595502325,0,0,0.21374817775095067,0.036036300340068085,0
0.2,0,0.01,16,58,0.999999999999999,0.9736551432707611,1.0,0.79,0,0,0,1,1.0,0.9065157518699661,1,0,-0.24583579742145745,0.13118098754620683,0
0.2,0,0.01,17,59,0.9999828986600192,0.986420396528647,1.0,0.98,0,0,0,1,1.0,0.9079872159214778,1,0,0.24356346992613898,0.07705023172883145,0
0.2,0,0.01,18,60,0.9999999999999567,0.70976116463268,1.0,0.92,0,1,0,1,0.9185285316192445,0.5190585997497564,1,1,-0.1271996818606812,0.10320419134599776,0
0.2,0,0.01,19,61,0.999997039071449,0.9526454479781141,1.0,1.0,0,0,0,0,1.0,0.8392296954329207,0,0,-0.13823685955780454,0.09827621791184442,0
0.2,0,0.02,0,42,0.9999999999999973,0.9834854523907387,1.0,1.0,0,0,0,0,0.9784707466368938,0.9218446668430649,0,0,0.37631270910702697,0.03185971481728769,0
0.2,0,0.02,1,43,0.9829591843431047,0.9194214080792604,1.0,1.0,0,0,0,0,0.8917910537265651,0.831375251295146,0,0,0.3223551925954892,0.04075157487707669,0
0.2,0,0.02,2,44,0.9999999763292301,0.9995981953399334,1.0,1.0,0,0,0,0,0.9880301794769627,1.0,0,0,0.18549010614667805,0.044184738915002686,0
0.2,0,0.02,3,45,0.999999999999999,0.99997965069325,1.0,1.0,0,0,0,0,1.0,0.9932679975028087,0,0,0.15816439936708188,0.04977777554839562,0
0.2,0,0.02,4,46,0.9999999992213585,0.9496431882022285,1.0,1.0,0,0,0,0,1.0,0.8955059982949842,0,0,0.3010897230998309,0.029436996609298872,0
0.2,0,0.02,5,47,0.9999999999999883,0.9349511662712093,1.0,1.0,0,0,0,0,1.0,0.8426201980330851,0,0,0.0010638275468960055,0.05903538096429636,0
0.2,0,0.02,6,48,0.9999999999990232,0.9999737357292153,1.0,0.75,0,0,0,1,1.0,0.9898002113399061,1,0,-0.0957738256968499,0.10668943259850787,0
0.2,0,0.02,7,49,0.999999999999998,0.9612495670290642,1.0,1.0,0,0,0,0,1.0,0.8886524214800722,0,0,0.2651660590914443,0.03905666462504004,0
0.2,0,0.02,8,50,0.9999999999982687,0.7779569041770579,1.0,0.67,0,1,0,0,1.0,0.676055579713245,1,1,-0.12090961600065242,0.12606908008306236,0
0.2,0,0.02,9,51,0.9999999795293262,0.8677480241719026,1.0,0.67,0,0,0,1,1.0,0.727464253426515,1,0,0.2096182362865494,0.12716222019095227,0
0.2,0,0.02,10,52,0.9999999999999989,0.9683529687163728,1.0,1.0,0,0,0,0,1.0,0.8974150757292909,0,0,0.16478038727085423,0.041247433606408083,0
0.2,0,0.02,11,53,0.9999999999999972,0.9999454130859242,1.0,0.97,0,0,0,1,1.0,1.0,1,0,0.1145366440826468,0.03784671197912465,0
0.2,0,0.02,12,54,0.999999999999991,0.999999296735769,1.0,1.0,0,0,0,0,0.9782428224174705,0.9803796622586523,0,0,0.45512031542161363,0.01894868830084017,0
0.2,0,0.02,13,55,0.9999999999999987,0.9994942325405574,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.8609379140861296,0.00686436117921482,0
0.2,0,0.02,14,56,0.9999999999999986,0.9402093066162804,1.0,1.0,0,0,0,0,1.0,0.8402824883229427,0,0,0.2502863709587421,0.041248712516242125,0
0.2,0,0.02,15,57,0.9999129675665895,0.9999837392860931,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9089877846253006,0.006964277167240526,0
0.2,0,0.02,16,58,0.999999999999999,0.9948730940654801,1.0,1.0,0,0,0,0,1.0,1.0,0,0,-0.05548582291378284,0.0794601074098073,0
0.2,0,0.02,17,59,0.9999920035828891,0.9976815885564125,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.49560561582801294,0.04285546342705824,0
0.2,0,0.02,18,60,0.9999999999999988,0.7716352024011633,1.0,0.96,0,1,0,0,0.9650181375595114,0.6252014365022197,1,1,0.007635776746648151,0.06365912821461367,0
0.2,0,0.02,19,61,0.9999983073943864,0.9998763831654988,1.0,1.0,0,0,0,0,1.0,0.9898084949586696,0,0,0.09513410591939725,0.051439449647764805,0
0.2,0,0.05,0,42,0.9999999999999988,0.9885721621907541,1.0,1.0,0,0,0,0,1.0,0.9798957667060506,0,0,0.9265554122645987,0.004610409240598881,0
0.2,0,0.05,1,43,0.9889215391372076,0.9953992864344771,1.0,1.0,0,0,0,0,0.9598370102328304,1.0,0,0,0.6883252693614598,0.009674769618069562,0
0.2,0,0.05,2,44,0.9999999967764128,0.9999917154059856,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.8706455782042463,0.005934283613369018,0
0.2,0,0.05,3,45,0.999999999999999,0.999998966445825,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.6596239031413456,0.011055323727433706,0
0.2,0,0.05,4,46,0.9999999999227137,0.9951350474606386,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.734632191082758,0.006843850656784995,0
0.2,0,0.05,5,47,0.9999999999999987,0.9974630853550663,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.8986329785484654,0.006523737644947568,0
0.2,0,0.05,6,48,0.9999999999997419,0.9999998075158755,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.21444410863147834,0.02751134510816522,0
0.2,0,0.05,7,49,0.9999999999999987,0.9999363682314192,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.5785237953365406,0.009543058900111779,0
0.2,0,0.05,8,50,0.999999999999557,0.9876411234202995,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.25911209079175707,0.03279275306001981,0
0.2,0,0.05,9,51,0.9999999998158491,0.9527024444038545,1.0,1.0,0,0,0,0,1.0,0.9441702319445141,0,0,0.3780430373691921,0.03532014765204877,0
0.2,0,0.05,10,52,0.999999999999999,0.9989692724281279,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9070694977955591,0.005157575901067262,0
0.2,0,0.05,11,53,0.9999999999999984,0.9999944141896455,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.5089151641830392,0.012044587214077005,0
0.2,0,0.05,12,54,0.9999999999999971,0.9999999856845385,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.8630852065011556,0.004009604428828059,0
0.2,0,0.05,13,55,0.9999999999999988,0.999999999999999,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9985488155033123,0.0009364974267260284,0
0.2,0,0.05,14,56,0.9999999999999989,0.9765041797658893,1.0,1.0,0,0,0,0,1.0,0.9804240759857786,0,0,0.9530195907119123,0.0029869469518099987,0
0.2,0,0.05,15,57,0.9999999999999973,0.999999999999999,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9592412937402665,0.004310645265201157,0
0.2,0,0.05,16,58,0.999999999999999,0.9996540693035628,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.5656535602511076,0.015611735070152297,0
0.2,0,0.05,17,59,0.999998859010504,0.9998634221737857,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.922339686256894,0.0073692952448099055,0
0.2,0,0.05,18,60,0.999999999999999,0.9065728340554869,1.0,1.0,0,0,0,0,1.0,0.8816159045456551,0,0,0.5533942486567295,0.01127211640736927,0
0.2,0,0.05,19,61,0.9999999999999989,0.9999948210839567,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.8149377841828364,0.007984936260659964,0
0.2,0,0.1,0,42,0.999999999999999,0.988572329740702,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9569651473999593,0.0032664540711958546,0
0.2,0,0.1,1,43,0.9898710922739603,0.9976893961309168,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.8603657417379613,0.005984790478803014,0
0.2,0,0.1,2,44,0.9999999972853002,0.9999952279127844,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9358748713190046,0.004053006433967736,0
0.2,0,0.1,3,45,0.999999999999999,0.999999396038869,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.8410101197790159,0.006121094404475825,0
0.2,0,0.1,4,46,0.9999999999359851,0.9984293768136573,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.8949664151603841,0.003980402323924865,0
0.2,0,0.1,5,47,0.999999999999999,0.9979999005043247,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9539111551009626,0.0041035586888282195,0
0.2,0,0.1,6,48,0.9999999999997409,0.9999999449358432,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.49878411717907195,0.013261671795109837,0
0.2,0,0.1,7,49,0.999999999999999,0.9999528229245405,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.8401504760296393,0.004086414067647421,0
0.2,0,0.1,8,50,0.999999999999557,0.9934390499691872,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.681573505060305,0.013097167981398466,0
0.2,0,0.1,9,51,0.9999999998122443,0.981644287374026,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.7056818258420012,0.015147964830559557,0
0.2,0,0.1,10,52,0.999999999999999,0.9989930122757256,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.948858049690966,0.00359614294189878,0
0.2,0,0.1,11,53,0.9999999999999989,0.9999965843954797,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.8146159533960005,0.005429744145313458,0
0.2,0,0.1,12,54,0.9999999999999972,0.999999993910045,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9432794690013189,0.0025213935166460244,0
0.2,0,0.1,13,55,0.9999999999999989,0.999999999999999,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9990342560380906,0.000819285522033224,0
0.2,0,0.1,14,56,0.999999999999999,0.9879849043067954,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9694134507216492,0.0024408292253946784,0
0.2,0,0.1,15,57,0.9999999999999984,0.999999999999999,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9931895608254195,0.0023401549487290173,0
