step,avg_cooperation_level,avg_average_trust,avg_ai_capability,avg_governance_capacity,avg_disturbance,avg_effective_disturbance,avg_distortion_trust_damage,avg_effective_info,stable_share
0,0.857575133310616,0.78363307264,0.509817088,0.5217332907264001,0.12,0.072,0.0023327999999999995,0.6422784,1.0
1,0.8630190296621505,0.75633991045369,0.5194414257747255,0.5603715696125944,0.12,0.072,0.0023327999999999995,0.6422784,1.0
2,0.8636744218985367,0.7522141900820825,0.528866988288814,0.5694456217814527,0.18,0.10799999999999998,0.0034991999999999996,0.6409176,1.0
3,0.8686907552343299,0.7513396427715906,0.5381217842277078,0.5887884158717919,0.09,0.05519999999999999,0.0017884799999999996,0.64291344,0.95
4,0.8667104047116654,0.7034961721433165,0.5471971392534595,0.6253327763730312,0.075,0.0462,0.0014968799999999997,0.64325364,0.95
5,0.8729634640539128,0.7178997276638206,0.5560941741680498,0.657624578772409,0.075,0.0462,0.0014968799999999997,0.64325364,0.95
6,0.8715895498173529,0.683865203571616,0.5648163929934011,0.6972067588282426,0.075,0.0462,0.0014968799999999997,0.64325364,0.95
7,0.867436877458424,0.6642251979163022,0.5733694513804674,0.7028287720775466,0.06,0.0372,0.0012052799999999998,0.64359384,0.95
8,0.864541989180427,0.6558439496346661,0.5817494738107193,0.7165272683170016,0.09,0.0576,0.0018662399999999995,0.64282272,0.85
9,0.8610783169907466,0.6604755486810326,0.5899670273278107,0.7250630595370471,0.075,0.0486,0.0015746399999999998,0.64316292,0.85
10,0.8573284516629448,0.6501369284705241,0.5980126645904063,0.7368267184919436,0.15,0.09359999999999999,0.003032639999999999,0.64146192,0.85
11,0.8586184757737145,0.6527250104964001,0.6059017991053721,0.7483807997822437,0.12,0.0876,0.0028382399999999997,0.64168872,0.85
12,0.8635504689940741,0.6573939262263971,0.6136430782965259,0.7695893739409827,0.09,0.05639999999999999,0.0018273599999999997,0.64286808,0.9
13,0.861168557273748,0.6384365564803591,0.6212342668727138,0.7812657697885165,0.075,0.0474,0.0015357599999999997,0.64320828,0.9
14,0.8568330375952768,0.641372570061189,0.6286670253238456,0.7852536900344729,0.13499999999999998,0.09059999999999999,0.0029354399999999992,0.6415753200000001,0.85
15,0.8602714226199764,0.6586056792511543,0.6359627688893754,0.7964295488638977,0.075,0.0486,0.0015746399999999998,0.64316292,0.85
16,0.8563525266075731,0.6242254330729466,0.6431052604558815,0.8087878632165495,0.13499999999999998,0.09659999999999999,0.0031298399999999996,0.64134852,0.85
17,0.8435345084370679,0.5586928045833293,0.6501155085301616,0.8095920106909842,0.09,0.0576,0.0018662399999999995,0.64282272,0.85
18,0.841799683956984,0.5655232453397189,0.6569810367913678,0.82127861670485,0.13499999999999998,0.093,0.0030131999999999997,0.6414846,0.75
19,0.847638917044139,0.5856409980911954,0.663718032339083,0.8436065151709806,0.09,0.0612,0.00198288,0.64268664,0.7
20,0.8484387608931927,0.5814104490865535,0.6703244273056395,0.8523990479647214,0.075,0.0522,0.0016912799999999994,0.64302684,0.7
21,0.8471286808451852,0.5619401584156818,0.676790380795118,0.8754672888750097,0.15,0.10919999999999999,0.003538079999999999,0.64087224,0.7
22,0.844755131253985,0.5680506300115358,0.6831383140365052,0.8772675588697805,0.09,0.0612,0.00198288,0.64268664,0.7
23,0.8413692645344579,0.5745014220760092,0.6893581237311993,0.8750936362211406,0.12,0.0804,0.0026049599999999995,0.64196088,0.65
24,0.8434481125931027,0.581422593216027,0.6954579560447441,0.8825200665012085,0.09,0.06839999999999999,0.0022161599999999996,0.64241448,0.65
25,0.8405571527562652,0.5688064423462349,0.7014359385239629,0.8965393837975757,0.12,0.0804,0.0026049599999999995,0.64196088,0.65
26,0.8427482895016756,0.5878989959253498,0.7072980990395906,0.8942014820591936,0.10500000000000001,0.07139999999999999,0.0023133599999999995,0.64230108,0.65
27,0.8356146596490109,0.5574073160855649,0.7130426699380328,0.8926904442708647,0.12,0.0864,0.0027993599999999994,0.64173408,0.65
28,0.8374965765775901,0.5655806908403601,0.7186786962158086,0.8917352676291761,0.075,0.0606,0.0019634399999999995,0.64270932,0.6
29,0.8424369914830632,0.5723235963790889,0.7241982846165265,0.9118370884337486,0.13499999999999998,0.09659999999999999,0.0031298399999999996,0.64134852,0.6
30,0.8436489345062486,0.5891450280676962,0.7296080746030171,0.9210135514210389,0.13499999999999998,0.1062,0.003440879999999999,0.64098564,0.7
31,0.8330929708705505,0.5361044217559782,0.7349177317733404,0.9178713819002906,0.09,0.0672,0.0021772799999999993,0.64245984,0.7
32,0.8342871829236586,0.516562850323783,0.7401251991880092,0.9302655986841618,0.075,0.0534,0.0017301599999999997,0.64298148,0.65
33,0.8234004958653365,0.4777184388889698,0.7452243550066872,0.9465892033845279,0.13499999999999998,0.09419999999999999,0.0030520799999999996,0.64143924,0.7
34,0.8182174227496363,0.4676085011828371,0.7502306517644084,0.9430164233987585,0.06,0.044399999999999995,0.0014385599999999998,0.6433216799999999,0.65
35,0.8177606992749139,0.4850785910395136,0.7551337336788885,0.9425278807089923,0.10500000000000001,0.07859999999999999,0.0025466399999999993,0.64202892,0.6
36,0.8138328911460995,0.47264498847024505,0.759941813345352,0.9392165584595296,0.09,0.0696,0.0022550399999999994,0.6423691199999999,0.6
37,0.8113171789088517,0.48123249626779857,0.7646509923091248,0.9368635873179171,0.13499999999999998,0.1026,0.003324239999999999,0.64112172,0.6
38,0.8102655533216087,0.4817695700889465,0.7692741980690558,0.9333148606454997,0.075,0.054599999999999996,0.0017690399999999995,0.64293612,0.6
39,0.8069464872130272,0.48360725363685697,0.773800307202082,0.9284453899218867,0.13499999999999998,0.1026,0.003324239999999999,0.64112172,0.6
40,0.8067384520593999,0.5057808608494324,0.7782395519352918,0.9242022459249244,0.12,0.0876,0.0028382399999999997,0.64168872,0.6
41,0.8087715615991463,0.5267562810776745,0.782591673921527,0.9224504639223541,0.12,0.0876,0.0028382399999999997,0.64168872,0.6
42,0.8101576928529793,0.5114866834769147,0.7868594929788502,0.9238148878888598,0.10499999999999998,0.07859999999999999,0.0025466399999999993,0.64202892,0.6
43,0.8084065637755338,0.5086373625426439,0.7910428089268242,0.9212040974226786,0.10500000000000001,0.0846,0.0027410399999999993,0.64180212,0.6
44,0.8088576267290328,0.5191878613513421,0.7951465067510999,0.9179313046677138,0.09,0.0636,0.00206064,0.64259592,0.6
45,0.8114958301348885,0.5048915709635977,0.7991678704154096,0.9217403147808805,0.10500000000000001,0.07859999999999999,0.0025466399999999993,0.64202892,0.6
46,0.8192082967484782,0.5288154365387792,0.8031140498293547,0.9278411036719776,0.06,0.045599999999999995,0.0014774399999999996,0.64327632,0.6
47,0.8185970763295195,0.5256759868855361,0.806979876726308,0.9243559442357128,0.09,0.0708,0.0022939199999999996,0.64232376,0.55
48,0.8162514222103457,0.5102600401025411,0.8107688141165665,0.924760509554172,0.10500000000000001,0.0798,0.0025855199999999996,0.64198356,0.55
49,0.8182591579759786,0.5210901967420074,0.8144859507188554,0.9238706146790738,0.075,0.055799999999999995,0.0018079199999999998,0.64289076,0.55
50,0.8192444384185954,0.5304533987170096,0.8181284924690239,0.9239535101773144,0.09,0.0708,0.0022939199999999996,0.64232376,0.55
51,0.819286949401542,0.5164124912269515,0.8217010604537316,0.9266760581771625,0.075,0.055799999999999995,0.0018079199999999998,0.64289076,0.55
52,0.822676170859804,0.515113356045863,0.825203450875607,0.9314016792018952,0.075,0.055799999999999995,0.0018079199999999998,0.64289076,0.55
53,0.8238844386018226,0.5251949985058897,0.8286356748399575,0.9289559304806717,0.09,0.0696,0.0022550399999999994,0.6423691199999999,0.6
54,0.8216659227088539,0.5198471859159497,0.8319958413094792,0.9289750896170045,0.15,0.1176,0.0038102399999999995,0.64055472,0.6
55,0.8208962998290346,0.5017594840167873,0.835296236052691,0.930916005590827,0.075,0.0534,0.0017301599999999997,0.64298148,0.65
56,0.8110353683685224,0.4775592566954261,0.8385274242468418,0.9297174206875891,0.13499999999999998,0.1002,0.0032464799999999995,0.64121244,0.7
57,0.8160912186178267,0.4903786265230493,0.8416986843840111,0.935683841442119,0.09,0.0624,0.0020217599999999996,0.64264128,0.65
58,0.8068600501200229,0.4539957288791022,0.8448063154720705,0.9314634679879876,0.10500000000000001,0.0774,0.0025077599999999995,0.64207428,0.65
59,0.8005654710476193,0.4673570384463893,0.847852940039646,0.9273864925150047,0.10500000000000001,0.0774,0.0025077599999999995,0.64207428,0.65
60,0.7980983524167118,0.4698508200405069,0.8508376843952362,0.9227196403522282,0.13499999999999998,0.1014,0.0032853599999999998,0.64116708,0.65
61,0.794860137486664,0.4576906211851591,0.8537657032506287,0.9188683395962443,0.10500000000000001,0.0798,0.0025855199999999996,0.64198356,0.55
62,0.795410241188737,0.4601359861549022,0.8566389822964864,0.918436827738857,0.06,0.046799999999999994,0.0015163199999999996,0.64323096,0.55
63,0.7948368726639476,0.4696616119183766,0.8594504890889668,0.9164683925116158,0.13499999999999998,0.1122,0.003635279999999999,0.6407588399999999,0.45
64,0.794619088547434,0.4669136627060689,0.862207098675668,0.9160090283815233,0.12,0.10919999999999999,0.003538079999999999,0.64087224,0.45
65,0.7894880575403784,0.43065886773649176,0.8649118454957578,0.914064960533582,0.10500000000000001,0.08099999999999999,0.0026244,0.6419382,0.5
66,0.7849893823306415,0.4317612233567895,0.8675634081355504,0.910893764860381,0.10500000000000001,0.0822,0.0026632799999999996,0.6418928399999999,0.45
67,0.7780665583156612,0.446328418137905,0.8701628351510406,0.9073023823852694,0.10500000000000001,0.0834,0.0027021599999999995,0.64184748,0.4
68,0.7777958089987054,0.44437414622448934,0.8727092515133515,0.9114580475716763,0.12,0.11039999999999998,0.0035769599999999993,0.64082688,0.4
69,0.7837357995430972,0.45570124811698454,0.8752072440024188,0.9253011398995973,0.10500000000000001,0.08940000000000001,0.0028965599999999994,0.6416206799999999,0.4
70,0.7912239198185098,0.45678042381277306,0.8776580828806422,0.9279599329301123,0.075,0.063,0.0020411999999999995,0.6426185999999999,0.5
71,0.7956955440661289,0.4678228583063267,0.8800587066936105,0.9364042981385297,0.10500000000000001,0.093,0.0030131999999999993,0.6414846,0.5
72,0.8003660399121726,0.4740550911092626,0.8824142662022902,0.9345490317412569,0.075,0.063,0.0020411999999999995,0.6426185999999999,0.5
73,0.8058746874103427,0.46197886541207245,0.8847234843566655,0.9412088424588531,0.075,0.06420000000000001,0.0020800799999999993,0.6425732399999999,0.45
74,0.8038091329532046,0.46172253170710575,0.8869860608139808,0.9386416985521226,0.12,0.08399999999999999,0.0027216,0.6418248,0.5
75,0.7996359305231213,0.4614270434556513,0.8892040334844294,0.9340265844921838,0.10500000000000001,0.087,0.0028187999999999993,0.6417113999999999,0.5
76,0.8043197838473348,0.4730532064916173,0.8913784772666873,0.9402815806347311,0.10499999999999998,0.087,0.002818799999999999,0.6417113999999999,0.5
77,0.8153757630193367,0.48392284905438093,0.8935099513607346,0.9468258663763989,0.10500000000000001,0.09179999999999999,0.0029743199999999995,0.64152996,0.55
78,0.8219926479060471,0.49815881479843627,0.8956025344108914,0.9487974412122966,0.06,0.0432,0.0013996799999999997,0.64336704,0.7
79,0.8193950618534291,0.4983549270613272,0.8976524704954801,0.9444064910344725,0.10500000000000001,0.06899999999999999,0.0022356,0.6423918,0.75
80,0.8183691101855924,0.5094201152820936,0.8996615618878829,0.9398601818956871,0.12,0.07919999999999999,0.0025660799999999997,0.64200624,0.7
81,0.814376645643857,0.49586374008288014,0.9016313175092053,0.9355313363655899,0.10500000000000001,0.0774,0.0025077599999999995,0.64207428,0.65
82,0.8142082190672786,0.4954352478767633,0.903562905861663,0.9330209294229539,0.09,0.06839999999999999,0.0022161599999999996,0.64241448,0.65
83,0.8091155838124088,0.49461775690369614,0.9054535455220666,0.9275342549603882,0.15,0.1236,0.0040046399999999985,0.64032792,0.6
