run_index,seed,final_stability,min_stability,max_stability,final_trust,final_disturbance,final_cognitive_distortion,stability_rate,first_breach_step,recovery_step,stable_run,recovered_run,failure_case,failure_reason,avg_intervention_utilization
0,42,0.6431850451446088,0.6270651162757254,0.9073617250110326,0.3329712380031704,0.41380667488962136,0.20417928199582813,0.06,6,,0,0,1,never_recovered,0.31550559984938836
1,43,0.5428299047788727,0.5428299047788727,0.8607875733126059,0.1961593507697309,0.6723557002207629,0.3016073785131966,0.05,5,,0,0,1,never_recovered,0.31037476593582464
2,44,0.5369606226506266,0.5187714037630385,0.9101236708675361,0.21638571565782166,0.27976364311621077,0.24471327670604592,0.12,12,,0,0,1,never_recovered,0.30261030681202117
3,45,0.6307155009001746,0.569230995566961,0.9305437299653652,0.35297350636484315,0.1756093388161899,0.20151567899907422,0.13,13,,0,0,1,never_recovered,0.3211733732961389
4,46,0.6414184836796617,0.5076436678071748,0.9003367356425058,0.34047826891525385,0.2082696206865533,0.23294521873426025,0.29,29,,0,0,1,never_recovered,0.3234965572833389
5,47,0.5960372476011588,0.5015309908232138,0.8983169578865804,0.27420408705574595,0.26321439227588467,0.162399788245877,0.07,7,,0,0,1,never_recovered,0.31165883205527944
6,48,0.532900750885296,0.508976641494443,0.8985114943315832,0.21237107908301694,0.26672844586827815,0.23722422262505347,0.19,19,,0,0,1,never_recovered,0.30887616474676866
7,49,0.6257713113359281,0.5727653009587584,0.9021386783700459,0.3263098410322066,0.2549471428210616,0.21527731964377989,0.07,7,,0,0,1,never_recovered,0.31785877877532287
8,50,0.6440621598334964,0.5524033557507512,0.898440792378144,0.35318317980973324,0.11345468733055303,0.17273596667151395,0.16,16,,0,0,1,never_recovered,0.3173834386944
9,51,0.5350338748280892,0.4215093224681197,0.9021905539300138,0.25495816867789733,0.24388317072245702,0.2772488582182027,0.08,8,,0,0,1,never_recovered,0.3284354698494025
10,52,0.717209533007872,0.6317600943069913,0.9048375335139783,0.44286373480993807,0.21128594351945862,0.17757049881081755,0.09,9,,0,0,1,never_recovered,0.3000440598130125
11,53,0.5763788948059256,0.5717831059811836,0.884860898813441,0.28808256897255896,0.26498934365046817,0.23956004646737394,0.05,5,,0,0,1,never_recovered,0.30969264961248577
12,54,0.5473885584620302,0.5473885584620302,0.8985581222668028,0.2535760062220864,0.2920023895474055,0.3412213777928247,0.1,10,,0,0,1,never_recovered,0.32585406272
13,55,0.5847566168735081,0.5036855480821425,0.8859114136899421,0.2705236643088758,0.2677201642936816,0.2063947751953211,0.27,27,,0,0,1,never_recovered,0.33449075362421254
14,56,0.5808878330735613,0.5657023950355817,0.8906127179091763,0.28880456708031693,0.29008631421213593,0.25857175296168494,0.07,7,,0,0,1,never_recovered,0.32043541245440005
15,57,0.5057038750027104,0.5029659547330982,0.8622909770554343,0.1800505600931664,0.3030554633334055,0.2593353243505674,0.03,3,,0,0,1,never_recovered,0.31369637118720006
16,58,0.6512998659700652,0.5895679331325703,0.9253603893682175,0.3600876290447123,0.23719224816813433,0.1824734306524873,0.21,21,,0,0,1,never_recovered,0.3268946124544
17,59,0.6626371886871156,0.4642484537838693,0.8793149134527318,0.3731189985206744,0.19147966298420876,0.13547770553697153,0.04,4,,0,0,1,never_recovered,0.27904789547971576
18,60,0.5669980386014661,0.5405241542515459,0.8969798983056235,0.2964655058124869,0.26675995399543995,0.2710943689942452,0.15,15,,0,0,1,never_recovered,0.3317209324672
19,61,0.6170735088232049,0.5034507033143072,0.8941344633606755,0.3125460900735931,0.16637833750796957,0.15509717337148257,0.16,16,,0,0,1,never_recovered,0.32282096446720004
