run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,small-world,500,True,True,0.99,1.0,1.0,0,1,1.0,0.5,2,1,0.05,0.964,0.838,0,0.721,0.676,0.721,100,0,,False,True,0.0,none,0,0,0
2,43,small-world,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.975,0.837,0,0.711,0.664,0.711,100,0,,False,True,0.0,none,0,0,0
3,44,small-world,500,True,True,0.996,1.0,1.0,0,1,1.0,0.0,1,0,0.05,0.961,0.835,0,0.728,0.679,0.73,100,0,,False,True,0.0,none,0,0,0
4,45,small-world,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.05,0.972,0.853,0,0.757,0.702,0.757,100,,200,True,False,0.0,none,0,0,0
5,46,small-world,500,True,True,0.987,1.0,1.0,0,1,1.0,0.0,2,0,0.05,0.969,0.834,0,0.734,0.68,0.737,100,0,,False,True,0.0,none,0,0,0
6,47,small-world,500,True,True,0.992,1.0,1.0,0,1,1.0,0.5,2,1,0.05,0.961,0.835,0,0.727,0.676,0.727,100,0,,False,True,0.0,none,0,0,0
7,48,small-world,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.991,0.881,0,0.755,0.711,0.781,100,,140,True,False,0.0,none,0,0,0
8,49,small-world,500,True,True,0.998,1.0,1.0,0,1,1.0,0.0,2,0,0.05,0.969,0.843,0,0.74,0.684,0.749,100,0,,False,True,0.0,none,0,0,0
9,50,small-world,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,3,0,0.05,0.983,0.856,0,0.75,0.698,0.75,100,0,,False,True,0.0,none,0,0,0
10,51,small-world,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.05,0.979,0.835,0,0.722,0.67,0.722,100,0,,False,True,0.0,none,0,0,0
11,52,small-world,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.989,0.878,0,0.751,0.706,0.762,100,,170,True,False,0.0,none,0,0,0
12,53,small-world,500,True,True,0.99,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.989,0.867,0,0.741,0.694,0.753,100,,200,True,False,0.0,none,0,0,0
13,54,small-world,500,True,True,0.999,1.0,1.0,0,1,1.0,0.0,1,0,0.05,0.979,0.853,0,0.748,0.691,0.752,100,,200,True,False,0.0,none,0,0,0
14,55,small-world,500,True,True,0.993,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.968,0.833,0,0.717,0.662,0.717,100,0,,False,True,0.0,none,0,0,0
15,56,small-world,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.983,0.87,0,0.762,0.71,0.764,100,,170,True,False,0.0,none,0,0,0
16,57,small-world,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.98,0.862,0,0.752,0.696,0.758,100,,180,True,False,0.0,none,0,0,0
17,58,small-world,500,True,True,0.997,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.983,0.85,0,0.724,0.68,0.724,100,0,,False,True,0.0,none,0,0,0
18,59,small-world,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.05,0.975,0.875,0,0.753,0.712,0.78,100,,130,True,False,0.0,none,0,0,0
19,60,small-world,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.985,0.879,0,0.742,0.697,0.763,100,,160,True,False,0.0,none,0,0,0
20,61,small-world,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.05,0.992,0.875,0,0.763,0.705,0.772,100,,170,True,False,0.0,none,0,0,0
