run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,random,500,True,True,0.995,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.995,0,0.744,0.72,0.76,100,,160,True,False,0.0,none,0,0,0
2,43,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,1.0,0.99,0,0.714,0.687,0.727,100,0,,False,True,0.0,none,0,0,0
3,44,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.994,0.985,0,0.725,0.702,0.738,100,,200,True,False,0.0,none,0,0,0
4,45,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.996,0,0.763,0.732,0.773,100,,140,True,False,0.0,none,0,0,0
5,46,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.999,0.995,0,0.736,0.711,0.751,100,,160,True,False,0.0,none,0,0,0
6,47,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,1.0,0.997,0,0.745,0.721,0.767,100,,140,True,False,0.0,none,0,0,0
7,48,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.997,0,0.755,0.743,0.797,100,,110,True,False,0.0,none,0,0,0
8,49,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.995,0.991,0,0.743,0.719,0.757,100,,150,True,False,0.0,none,0,0,0
9,50,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,1.0,0.996,0,0.749,0.73,0.768,100,,150,True,False,0.0,none,0,0,0
10,51,random,500,True,True,0.991,1.0,1.0,0,1,1.0,0.0,0,0,0.2,1.0,0.996,0,0.733,0.714,0.768,100,,140,True,False,0.0,none,0,0,0
11,52,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.996,0,0.748,0.725,0.774,100,,140,True,False,0.0,none,0,0,0
12,53,random,500,True,True,0.99,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.997,0,0.743,0.729,0.775,100,,140,True,False,0.0,none,0,0,0
13,54,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.997,0,0.76,0.742,0.794,100,,120,True,False,0.0,none,0,0,0
14,55,random,500,True,True,1.0,1.0,1.0,0,2,0.984,0.0,0,0,0.2,0.999,0.992,0,0.72,0.701,0.738,100,,180,True,False,0.0,none,0,0,0
15,56,random,500,True,True,0.981,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.996,0.992,0,0.764,0.741,0.77,100,,150,True,False,0.0,none,0,0,0
16,57,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.997,0,0.758,0.743,0.796,100,,110,True,False,0.0,none,0,0,0
17,58,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.999,0.995,0,0.743,0.723,0.781,100,,150,True,False,0.0,none,0,0,0
18,59,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.996,0,0.753,0.738,0.796,100,,110,True,False,0.0,none,0,0,0
19,60,random,500,True,True,0.984,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.999,0.994,0,0.742,0.725,0.776,100,,140,True,False,0.0,none,0,0,0
20,61,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.996,0,0.757,0.724,0.763,100,,150,True,False,0.0,none,0,0,0
21,62,random,500,True,True,1.0,1.0,1.0,0,2,0.983,0.0,0,0,0.2,0.999,0.992,0,0.728,0.695,0.737,100,,190,True,False,0.0,none,0,0,0
22,63,random,500,True,True,1.0,1.0,1.0,0,2,0.984,0.0,0,0,0.2,0.999,0.993,0,0.744,0.721,0.756,100,,170,True,False,0.0,none,0,0,0
23,64,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.998,0.993,0,0.738,0.715,0.762,100,,160,True,False,0.0,none,0,0,0
24,65,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.995,0,0.734,0.711,0.759,100,,160,True,False,0.0,none,0,0,0
25,66,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.998,0.991,0,0.747,0.726,0.778,100,,140,True,False,0.0,none,0,0,0
26,67,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.995,0,0.763,0.747,0.792,100,,120,True,False,0.0,none,0,0,0
27,68,random,500,True,True,0.998,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.997,0.992,0,0.747,0.728,0.775,100,,130,True,False,0.0,none,0,0,0
28,69,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.993,0,0.754,0.732,0.767,100,,160,True,False,0.0,none,0,0,0
29,70,random,500,True,True,0.992,1.0,1.0,0,2,0.983,0.0,0,0,0.2,0.999,0.996,0,0.773,0.755,0.789,100,,120,True,False,0.0,none,0,0,0
30,71,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.997,0.992,0,0.749,0.735,0.779,100,,140,True,False,0.0,none,0,0,0
31,72,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.994,0,0.755,0.735,0.794,100,,110,True,False,0.0,none,0,0,0
32,73,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.996,0,0.744,0.728,0.769,100,,150,True,False,0.0,none,0,0,0
33,74,random,500,True,True,0.993,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.996,0.992,0,0.751,0.738,0.771,100,,150,True,False,0.0,none,0,0,0
34,75,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.2,1.0,0.991,0,0.747,0.719,0.755,100,,190,True,False,0.0,none,0,0,0
35,76,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.996,0,0.716,0.701,0.754,100,,150,True,False,0.0,none,0,0,0
36,77,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.2,1.0,0.992,0,0.726,0.701,0.736,100,,200,True,False,0.0,none,0,0,0
37,78,random,500,True,True,0.999,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.997,0,0.758,0.742,0.789,100,,130,True,False,0.0,none,0,0,0
38,79,random,500,True,True,0.995,1.0,1.0,0,1,1.0,0.333,3,1,0.2,0.999,0.987,0,0.723,0.698,0.723,100,0,,False,True,0.0,none,0,0,0
39,80,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.995,0,0.734,0.718,0.768,100,,150,True,False,0.0,none,0,0,0
40,81,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.996,0,0.739,0.719,0.771,100,,150,True,False,0.0,none,0,0,0
41,82,random,500,True,True,0.999,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.997,0,0.756,0.738,0.798,100,,110,True,False,0.0,none,0,0,0
42,83,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,1.0,0.996,0,0.744,0.726,0.782,100,,130,True,False,0.0,none,0,0,0
43,84,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.996,0,0.744,0.725,0.772,100,,140,True,False,0.0,none,0,0,0
44,85,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.997,0.991,0,0.752,0.72,0.752,100,,160,True,False,0.0,none,0,0,0
45,86,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.999,0.994,0,0.746,0.728,0.765,100,,170,True,False,0.0,none,0,0,0
46,87,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,1.0,0.997,0,0.746,0.725,0.787,100,,120,True,False,0.0,none,0,0,0
47,88,random,500,True,True,1.0,1.0,1.0,0,2,0.984,0.0,1,0,0.2,0.997,0.988,0,0.729,0.705,0.753,100,,180,True,False,0.0,none,0,0,0
48,89,random,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.999,0.993,0,0.733,0.7,0.734,100,,200,True,False,0.0,none,0,0,0
