batch_id,scenario,profile,run_index,seed,step,detect_step,collapse30_event_step,lead_steps,actual_topology,detected_topology,psi_extended,term_t,term_d,term_g,term_s,term_variance,term_regime,collapse_share,s_network,cluster_variance,trigger_A,trigger_A_source
grand_sim_v0_5,async_message_loss,high_stress,6,9716,21,20,32,12,federation,federation,0.325415,0.073806,0.031699,0.079822,0.139594,0.000494,0.0,0.0,0.601161,0.004939,1,C07_PSI_EXTENDED
grand_sim_v0_5,async_message_loss,high_stress,6,9716,22,20,32,12,federation,federation,0.334876,0.078425,0.031813,0.081,0.143015,0.000623,0.0,0.0,0.591386,0.006227,1,C07_PSI_EXTENDED
grand_sim_v0_5,async_message_loss,high_stress,6,9716,23,20,32,12,federation,federation,0.345034,0.082174,0.031834,0.08263,0.147705,0.000691,0.0,0.0,0.577986,0.006908,1,C07_PSI_EXTENDED
grand_sim_v0_5,async_message_loss,high_stress,6,9716,24,20,32,12,federation,federation,0.357837,0.086431,0.031632,0.084621,0.154287,0.000867,0.0,0.016667,0.559181,0.008668,1,C07_PSI_EXTENDED
grand_sim_v0_5,async_message_loss,high_stress,6,9716,25,20,32,12,federation,federation,0.376159,0.090933,0.03141,0.086967,0.165912,0.000938,0.0,0.033333,0.525967,0.009375,1,C07_PSI_EXTENDED
grand_sim_v0_5,async_message_loss,high_stress,7,9717,14,19,32,13,federation,federation,0.25475,0.055372,0.032767,0.064446,0.101963,0.000203,0.0,0.0,0.708677,0.002028,0,
grand_sim_v0_5,async_message_loss,high_stress,7,9717,15,19,32,13,federation,federation,0.26445,0.057293,0.032657,0.066154,0.108105,0.000241,0.0,0.0,0.69113,0.002409,0,
grand_sim_v0_5,async_message_loss,high_stress,7,9717,16,19,32,13,federation,federation,0.273004,0.059645,0.032294,0.06809,0.112681,0.000294,0.0,0.0,0.678055,0.00294,0,
grand_sim_v0_5,async_message_loss,high_stress,7,9717,17,19,32,13,federation,federation,0.284505,0.062125,0.032074,0.070274,0.119678,0.000353,0.0,0.0,0.658062,0.003534,0,
grand_sim_v0_5,async_message_loss,high_stress,7,9717,18,19,32,13,federation,federation,0.291486,0.064775,0.031655,0.072701,0.12195,0.000405,0.0,0.0,0.651572,0.004045,0,
grand_sim_v0_5,async_message_loss,high_stress,7,9717,19,19,32,13,federation,federation,0.300796,0.067147,0.031438,0.075363,0.126336,0.000512,0.0,0.0,0.63904,0.005123,1,C07_PSI_EXTENDED
grand_sim_v0_5,async_message_loss,high_stress,7,9717,20,19,32,13,federation,federation,0.311226,0.070202,0.031119,0.075944,0.133368,0.000593,0.0,0.0,0.618949,0.005933,1,C07_PSI_EXTENDED
grand_sim_v0_5,async_message_loss,high_stress,7,9717,21,19,32,13,federation,federation,0.323544,0.074227,0.030809,0.076892,0.140912,0.000704,0.0,0.0,0.597394,0.007041,1,C07_PSI_EXTENDED
grand_sim_v0_5,async_message_loss,high_stress,7,9717,22,19,32,13,federation,federation,0.334337,0.077803,0.030637,0.078264,0.146823,0.000809,0.0,0.0,0.580506,0.008094,1,C07_PSI_EXTENDED
grand_sim_v0_5,async_message_loss,high_stress,7,9717,23,19,32,13,federation,federation,0.34738,0.081369,0.030511,0.080007,0.154484,0.001009,0.0,0.0,0.558616,0.01009,1,C07_PSI_EXTENDED
grand_sim_v0_5,async_message_loss,high_stress,7,9717,24,19,32,13,federation,federation,0.363444,0.08548,0.030263,0.08209,0.164419,0.001192,0.0,0.033333,0.530231,0.011923,1,C07_PSI_EXTENDED
grand_sim_v0_5,async_message_loss,high_stress,8,9718,13,18,30,12,federation,federation,0.256712,0.054252,0.034079,0.063434,0.104758,0.000188,0.0,0.0,0.70069,0.001883,0,
grand_sim_v0_5,async_message_loss,high_stress,8,9718,14,18,30,12,federation,federation,0.262845,0.056933,0.033965,0.064996,0.10669,0.00026,0.0,0.0,0.695171,0.002605,0,
grand_sim_v0_5,async_message_loss,high_stress,8,9718,15,18,30,12,federation,federation,0.27568,0.059085,0.033727,0.066858,0.115725,0.000285,0.0,0.0,0.669357,0.00285,0,
grand_sim_v0_5,async_message_loss,high_stress,8,9718,16,18,30,12,federation,federation,0.282456,0.061731,0.033643,0.06896,0.117755,0.000367,0.0,0.0,0.663556,0.003669,0,
grand_sim_v0_5,async_message_loss,high_stress,8,9718,17,18,30,12,federation,federation,0.28864,0.063866,0.033578,0.071327,0.119459,0.00041,0.0,0.0,0.658689,0.004102,0,
grand_sim_v0_5,async_message_loss,high_stress,8,9718,18,18,30,12,federation,federation,0.306125,0.067131,0.033513,0.073907,0.131003,0.00057,0.0,0.0,0.625706,0.005705,1,C07_PSI_EXTENDED
grand_sim_v0_5,async_message_loss,high_stress,8,9718,19,18,30,12,federation,federation,0.31173,0.070328,0.033496,0.074482,0.132851,0.000573,0.0,0.0,0.620427,0.005733,1,C07_PSI_EXTENDED
grand_sim_v0_5,async_message_loss,high_stress,8,9718,20,18,30,12,federation,federation,0.318573,0.074141,0.033238,0.075445,0.134973,0.000775,0.0,0.0,0.614362,0.007755,1,C07_PSI_EXTENDED
grand_sim_v0_5,async_message_loss,high_stress,8,9718,21,18,30,12,federation,federation,0.336707,0.077912,0.033326,0.076825,0.14779,0.000854,0.0,0.0,0.577743,0.008538,1,C07_PSI_EXTENDED
grand_sim_v0_5,async_message_loss,high_stress,8,9718,22,18,30,12,federation,federation,0.344811,0.081699,0.033544,0.078598,0.149859,0.00111,0.0,0.033333,0.571831,0.011097,1,C07_PSI_EXTENDED
grand_sim_v0_5,async_message_loss,high_stress,8,9718,23,18,30,12,federation,federation,0.353292,0.08584,0.033336,0.080745,0.152129,0.001242,0.0,0.066667,0.565345,0.012418,1,C07_PSI_EXTENDED
grand_sim_v0_5,async_message_loss,high_stress,9,9719,16,21,33,12,federation,federation,0.26152,0.056314,0.030522,0.066071,0.10842,0.000193,0.0,0.0,0.690228,0.001933,0,
grand_sim_v0_5,async_message_loss,high_stress,9,9719,17,21,33,12,federation,federation,0.267701,0.058544,0.030402,0.067843,0.110667,0.000245,0.0,0.0,0.683809,0.002446,0,
grand_sim_v0_5,async_message_loss,high_stress,9,9719,18,21,33,12,federation,federation,0.275865,0.060842,0.030347,0.069854,0.114554,0.000269,0.0,0.0,0.672703,0.002686,0,
grand_sim_v0_5,async_message_loss,high_stress,9,9719,19,21,33,12,federation,federation,0.286585,0.063538,0.030078,0.072105,0.120562,0.000302,0.0,0.0,0.655536,0.003021,0,
grand_sim_v0_5,async_message_loss,high_stress,9,9719,20,21,33,12,federation,federation,0.297279,0.065041,0.030202,0.074602,0.127105,0.000328,0.0,0.0,0.636844,0.003283,0,
grand_sim_v0_5,async_message_loss,high_stress,9,9719,21,21,33,12,federation,federation,0.306256,0.068138,0.030566,0.07724,0.129878,0.000434,0.0,0.0,0.628921,0.004342,1,C07_PSI_EXTENDED
grand_sim_v0_5,async_message_loss,high_stress,9,9719,22,21,33,12,federation,federation,0.322939,0.071287,0.030829,0.077839,0.142464,0.000521,0.0,0.0,0.592961,0.005211,1,C07_PSI_EXTENDED
grand_sim_v0_5,async_message_loss,high_stress,9,9719,23,21,33,12,federation,federation,0.332298,0.076097,0.030941,0.078817,0.145895,0.000548,0.0,0.0,0.583157,0.005479,1,C07_PSI_EXTENDED
grand_sim_v0_5,async_message_loss,high_stress,9,9719,24,21,33,12,federation,federation,0.342191,0.078489,0.031078,0.080283,0.151696,0.000644,0.0,0.0,0.566583,0.00644,1,C07_PSI_EXTENDED
