batch_id,scenario,scenario_family,profile,run_index,seed,topology_initial,topology_final_detected,steps,a,b,c,lambda_damping,alpha_cognition,mu_cognition,k_D,k_C,k_T,k_b,break_condition_margin,f_min,kappa_min_protected,psi_lambda,psi_weight_profile,psi_threshold,psi_w_t,psi_w_d,psi_w_g,psi_w_s,psi_w_regime,message_loss,final_T_mean,final_T_min,final_D_mean,final_C_mean,final_I_mean,final_S_network,final_G_formal,final_G_effective,collapse_share_peak,sustained_ignition,ignition_onset_step,trigger_A_count,trigger_A_first_step,trigger_A_source,collapse30_event_first_step,collapse40_event_first_step,cluster35_event_first_step,t_mean30_event_first_step,s_network35_event_first_step,trigger_A_lead_to_collapse30,trigger_A_lead_to_collapse40,trigger_A_lead_to_cluster35,trigger_A_lead_to_t_mean30,trigger_A_lead_to_s_network35,trigger_A_before_collapse30,trigger_A_false_positive_no_collapse30,trigger_B_count,trigger_B_first_step,trigger_C_count,trigger_D_count,false_stability_steps,async_false_stability_steps,final_hub1_S,final_hub2_S,final_hub3_S,min_hub1_S,min_hub2_S,min_hub3_S,external_intervention_count,resource_exhaustion_step,max_unmet_recovery_demand,reclassification_latency_steps,star_adjacency_persist_steps
grand_sim_v0_5,federation_cluster_attack,federation,high_stress,0,9350,federation,federation,160,0.14,0.05,0.09,0.26,2.0,0.06,0.13,0.1,0.2,0.012,0.00998,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.09,0.03,0.03,0.120292,1.0,0.0,0.161795,0.0,0.0,1.0,1,28,141,19,C07_PSI_EXTENDED,27,28,27,29,29,8,9,8,10,10,1,0,0,,0,125,0,0,,,,,,,0,,0.0,,0
grand_sim_v0_5,federation_cluster_attack,federation,high_stress,1,9351,federation,federation,160,0.14,0.05,0.09,0.26,2.0,0.06,0.13,0.1,0.2,0.012,0.00998,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.09,0.03,0.03,0.12108,1.0,0.0,0.159267,0.0,0.0,1.0,1,26,142,18,C07_PSI_EXTENDED,25,26,25,27,28,7,8,7,9,10,1,0,0,,0,128,0,0,,,,,,,0,,0.0,,0
grand_sim_v0_5,federation_cluster_attack,federation,high_stress,2,9352,federation,federation,160,0.14,0.05,0.09,0.26,2.0,0.06,0.13,0.1,0.2,0.012,0.00998,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.09,0.03,0.03,0.131623,1.0,0.0,0.158335,0.0,0.0,1.0,1,28,141,19,C07_PSI_EXTENDED,27,28,27,30,30,8,9,8,11,11,1,0,0,,0,126,0,0,,,,,,,0,,0.0,,0
grand_sim_v0_5,federation_cluster_attack,federation,high_stress,3,9353,federation,federation,160,0.14,0.05,0.09,0.26,2.0,0.06,0.13,0.1,0.2,0.012,0.00998,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.09,0.03,0.03,0.125837,1.0,0.0,0.160006,0.0,0.0,1.0,1,27,143,17,C07_PSI_EXTENDED,26,27,24,28,27,9,10,7,11,10,1,0,0,,0,127,0,0,,,,,,,0,,0.0,,0
grand_sim_v0_5,federation_cluster_attack,federation,high_stress,4,9354,federation,federation,160,0.14,0.05,0.09,0.26,2.0,0.06,0.13,0.1,0.2,0.012,0.00998,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.09,0.03,0.03,0.123894,1.0,0.0,0.160879,0.0,0.0,1.0,1,29,141,19,C07_PSI_EXTENDED,27,29,27,30,30,8,10,8,11,11,1,0,0,,0,125,0,0,,,,,,,0,,0.0,,0
grand_sim_v0_5,federation_cluster_attack,federation,high_stress,5,9355,federation,federation,160,0.14,0.05,0.09,0.26,2.0,0.06,0.13,0.1,0.2,0.012,0.00998,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.09,0.03,0.03,0.126487,1.0,0.0,0.159289,0.0,0.0,1.0,1,28,142,18,C07_PSI_EXTENDED,26,28,25,29,27,8,10,7,11,9,1,0,0,,0,126,0,0,,,,,,,0,,0.0,,0
grand_sim_v0_5,federation_cluster_attack,federation,high_stress,6,9356,federation,federation,160,0.14,0.05,0.09,0.26,2.0,0.06,0.13,0.1,0.2,0.012,0.00998,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.09,0.03,0.03,0.126923,1.0,0.0,0.158701,0.0,0.0,1.0,1,28,141,19,C07_PSI_EXTENDED,27,28,26,29,30,8,9,7,10,11,1,0,0,,0,126,0,0,,,,,,,0,,0.0,,0
grand_sim_v0_5,federation_cluster_attack,federation,high_stress,7,9357,federation,federation,160,0.14,0.05,0.09,0.26,2.0,0.06,0.13,0.1,0.2,0.012,0.00998,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.09,0.03,0.03,0.124943,1.0,0.0,0.159108,0.0,0.0,1.0,1,28,142,18,C07_PSI_EXTENDED,27,28,23,29,27,9,10,5,11,9,1,0,0,,0,125,0,0,,,,,,,0,,0.0,,0
grand_sim_v0_5,federation_cluster_attack,federation,high_stress,8,9358,federation,federation,160,0.14,0.05,0.09,0.26,2.0,0.06,0.13,0.1,0.2,0.012,0.00998,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.09,0.03,0.03,0.128925,1.0,0.0,0.160012,0.0,0.0,1.0,1,26,143,17,C07_PSI_EXTENDED,25,26,24,27,27,8,9,7,10,10,1,0,0,,0,128,0,0,,,,,,,0,,0.0,,0
grand_sim_v0_5,federation_cluster_attack,federation,high_stress,9,9359,federation,federation,160,0.14,0.05,0.09,0.26,2.0,0.06,0.13,0.1,0.2,0.012,0.00998,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.09,0.03,0.03,0.130063,1.0,0.0,0.159621,0.0,0.0,1.0,1,29,140,20,C07_PSI_EXTENDED,28,29,28,31,30,8,9,8,11,10,1,0,0,,0,123,0,0,,,,,,,0,,0.0,,0
grand_sim_v0_5,federation_bridge_stress,federation,low_stress,0,9360,federation,federation,160,0.06,0.1,0.04,0.32,1.2,0.2,0.08,0.06,0.12,0.0075,0.006735,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.03,0.904498,0.033385,0.108588,0.0,0.940085,0.97536,1.0,1.0,0.1,0,,0,,,,,,,,,,,,,0,0,0,,0,0,0,0,,,,,,,0,,0.0,,0
grand_sim_v0_5,federation_bridge_stress,federation,low_stress,1,9361,federation,federation,160,0.06,0.1,0.04,0.32,1.2,0.2,0.08,0.06,0.12,0.0075,0.006735,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.03,0.904784,0.030036,0.112019,0.0,0.939714,0.977291,1.0,1.0,0.1,0,,0,,,,,,,,,,,,,0,0,0,,0,0,0,0,,,,,,,0,,0.0,,0
grand_sim_v0_5,federation_bridge_stress,federation,low_stress,2,9362,federation,federation,160,0.06,0.1,0.04,0.32,1.2,0.2,0.08,0.06,0.12,0.0075,0.006735,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.03,0.903,0.03,0.105895,0.0,0.940572,0.976163,1.0,1.0,0.1,0,,0,,,,,,,,,,,,,0,0,0,,0,0,0,0,,,,,,,0,115,0.009961,,0
grand_sim_v0_5,federation_bridge_stress,federation,low_stress,3,9363,federation,federation,160,0.06,0.1,0.04,0.32,1.2,0.2,0.08,0.06,0.12,0.0075,0.006735,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.03,0.903009,0.03,0.100443,0.0,0.940091,0.979104,1.0,1.0,0.1,0,,0,,,,,,,,,,,,,0,0,0,,0,0,0,0,,,,,,,0,122,0.015628,,0
grand_sim_v0_5,federation_bridge_stress,federation,low_stress,4,9364,federation,federation,160,0.06,0.1,0.04,0.32,1.2,0.2,0.08,0.06,0.12,0.0075,0.006735,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.03,0.903,0.03,0.104759,0.0,0.93975,0.9759,1.0,1.0,0.1,0,,0,,,,,,,,,,,,,0,0,0,,0,0,0,0,,,,,,,0,124,0.01411,,0
grand_sim_v0_5,federation_bridge_stress,federation,low_stress,5,9365,federation,federation,160,0.06,0.1,0.04,0.32,1.2,0.2,0.08,0.06,0.12,0.0075,0.006735,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.03,0.903,0.03,0.108303,0.0,0.939845,0.975018,1.0,1.0,0.1,0,,0,,,,,,,,,,,,,0,0,0,,0,0,0,0,,,,,,,0,123,0.010153,,0
grand_sim_v0_5,federation_bridge_stress,federation,low_stress,6,9366,federation,federation,160,0.06,0.1,0.04,0.32,1.2,0.2,0.08,0.06,0.12,0.0075,0.006735,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.03,0.903,0.03,0.113094,0.0,0.938634,0.974645,1.0,1.0,0.1,0,,0,,,,,,,,,,,,,0,0,0,,0,0,0,0,,,,,,,0,121,0.00988,,0
grand_sim_v0_5,federation_bridge_stress,federation,low_stress,7,9367,federation,federation,160,0.06,0.1,0.04,0.32,1.2,0.2,0.08,0.06,0.12,0.0075,0.006735,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.03,0.903,0.03,0.102658,0.0,0.940145,0.977039,1.0,1.0,0.1,0,,0,,,,,,,,,,,,,0,0,0,,0,0,0,0,,,,,,,0,118,0.010285,,0
grand_sim_v0_5,federation_bridge_stress,federation,low_stress,8,9368,federation,federation,160,0.06,0.1,0.04,0.32,1.2,0.2,0.08,0.06,0.12,0.0075,0.006735,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.03,0.903,0.03,0.103241,0.0,0.939673,0.975517,1.0,1.0,0.1,0,,0,,,,,,,,,,,,,0,0,0,,0,0,0,0,,,,,,,0,140,0.009047,,0
grand_sim_v0_5,federation_bridge_stress,federation,low_stress,9,9369,federation,federation,160,0.06,0.1,0.04,0.32,1.2,0.2,0.08,0.06,0.12,0.0075,0.006735,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.03,0.903043,0.03,0.103787,0.0,0.940663,0.976725,1.0,1.0,0.1,0,,0,,,,,,,,,,,,,0,0,0,,0,0,0,0,,,,,,,0,123,0.010155,,0
grand_sim_v0_5,federation_bridge_stress,federation,mid_stress,0,9370,federation,federation,160,0.1,0.08,0.06,0.29,1.6,0.12,0.1,0.08,0.16,0.0095,0.00791,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.06,0.903,0.03,0.119506,0.0,0.932994,0.97374,1.0,1.0,0.1,0,,0,,,,,,,,,,,,,0,0,0,,0,0,0,0,,,,,,,0,67,0.011111,,0
grand_sim_v0_5,federation_bridge_stress,federation,mid_stress,1,9371,federation,federation,160,0.1,0.08,0.06,0.29,1.6,0.12,0.1,0.08,0.16,0.0095,0.00791,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.06,0.903,0.03,0.121228,0.0,0.933821,0.97019,1.0,1.0,0.1,0,,0,,,,,,,,,,,,,0,0,0,,0,0,0,0,,,,,,,0,95,0.009959,,0
grand_sim_v0_5,federation_bridge_stress,federation,mid_stress,2,9372,federation,federation,160,0.1,0.08,0.06,0.29,1.6,0.12,0.1,0.08,0.16,0.0095,0.00791,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.06,0.903,0.03,0.126821,0.00035,0.93269,0.970935,1.0,1.0,0.1,0,,0,,,,,,,,,,,,,0,0,0,,0,0,0,0,,,,,,,0,121,0.012705,,0
grand_sim_v0_5,federation_bridge_stress,federation,mid_stress,3,9373,federation,federation,160,0.1,0.08,0.06,0.29,1.6,0.12,0.1,0.08,0.16,0.0095,0.00791,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.06,0.903,0.03,0.115159,0.0,0.933634,0.972102,1.0,1.0,0.1,0,,0,,,,,,,,,,,,,0,0,0,,0,0,0,0,,,,,,,0,89,0.009977,,0
grand_sim_v0_5,federation_bridge_stress,federation,mid_stress,4,9374,federation,federation,160,0.1,0.08,0.06,0.29,1.6,0.12,0.1,0.08,0.16,0.0095,0.00791,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.06,0.903,0.03,0.113528,0.0,0.934544,0.976592,1.0,1.0,0.1,0,,0,,,,,,,,,,,,,0,0,0,,0,0,0,0,,,,,,,0,88,0.01528,,0
grand_sim_v0_5,federation_bridge_stress,federation,mid_stress,5,9375,federation,federation,160,0.1,0.08,0.06,0.29,1.6,0.12,0.1,0.08,0.16,0.0095,0.00791,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.06,0.903,0.03,0.123033,0.0,0.933913,0.973279,1.0,1.0,0.1,0,,0,,,,,,,,,,,,,0,0,0,,0,0,0,0,,,,,,,0,66,0.01528,,0
grand_sim_v0_5,federation_bridge_stress,federation,mid_stress,6,9376,federation,federation,160,0.1,0.08,0.06,0.29,1.6,0.12,0.1,0.08,0.16,0.0095,0.00791,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.06,0.903,0.03,0.116962,0.0,0.934053,0.974994,1.0,1.0,0.1,0,,0,,,,,,,,,,,,,0,0,0,,0,0,0,0,,,,,,,0,89,0.01133,,0
grand_sim_v0_5,federation_bridge_stress,federation,mid_stress,7,9377,federation,federation,160,0.1,0.08,0.06,0.29,1.6,0.12,0.1,0.08,0.16,0.0095,0.00791,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.06,0.903,0.03,0.119563,0.0,0.933276,0.972884,1.0,1.0,0.1,0,,0,,,,,,,,,,,,,0,0,0,,0,0,0,0,,,,,,,0,89,0.01228,,0
grand_sim_v0_5,federation_bridge_stress,federation,mid_stress,8,9378,federation,federation,160,0.1,0.08,0.06,0.29,1.6,0.12,0.1,0.08,0.16,0.0095,0.00791,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.06,0.903,0.03,0.115997,2.5e-05,0.933414,0.97479,1.0,1.0,0.1,0,,0,,,,,,,,,,,,,0,0,0,,0,0,0,0,,,,,,,0,79,0.01228,,0
grand_sim_v0_5,federation_bridge_stress,federation,mid_stress,9,9379,federation,federation,160,0.1,0.08,0.06,0.29,1.6,0.12,0.1,0.08,0.16,0.0095,0.00791,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.06,0.903,0.03,0.119423,0.00029,0.933156,0.973061,1.0,1.0,0.1,0,,0,,,,,,,,,,,,,0,0,0,,0,0,0,0,,,,,,,0,77,0.011136,,0
grand_sim_v0_5,federation_bridge_stress,federation,high_stress,0,9380,federation,federation,160,0.14,0.05,0.09,0.26,2.0,0.06,0.13,0.1,0.2,0.012,0.00998,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.09,0.03,0.03,0.13648,1.0,0.0,0.156501,0.0,0.0,1.0,1,26,142,18,C07_PSI_EXTENDED,26,26,26,28,28,8,8,8,10,10,1,0,0,,0,128,0,0,,,,,,,0,,0.0,,0
grand_sim_v0_5,federation_bridge_stress,federation,high_stress,1,9381,federation,federation,160,0.14,0.05,0.09,0.26,2.0,0.06,0.13,0.1,0.2,0.012,0.00998,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.09,0.03,0.03,0.139765,1.0,0.0,0.157321,0.0,0.0,1.0,1,26,143,17,C07_PSI_EXTENDED,25,26,23,28,26,8,9,6,11,9,1,0,0,,0,127,0,0,,,,,,,0,,0.0,,0
grand_sim_v0_5,federation_bridge_stress,federation,high_stress,2,9382,federation,federation,160,0.14,0.05,0.09,0.26,2.0,0.06,0.13,0.1,0.2,0.012,0.00998,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.09,0.03,0.03,0.139264,1.0,0.0,0.156033,0.0,0.0,1.0,1,27,142,18,C07_PSI_EXTENDED,25,27,24,28,27,7,9,6,10,9,1,0,0,,0,127,0,0,,,,,,,0,,0.0,,0
grand_sim_v0_5,federation_bridge_stress,federation,high_stress,3,9383,federation,federation,160,0.14,0.05,0.09,0.26,2.0,0.06,0.13,0.1,0.2,0.012,0.00998,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.09,0.03,0.03,0.139548,1.0,0.0,0.157066,0.0,0.0,1.0,1,27,142,18,C07_PSI_EXTENDED,26,27,25,28,27,8,9,7,10,9,1,0,0,,0,127,0,0,,,,,,,0,,0.0,,0
grand_sim_v0_5,federation_bridge_stress,federation,high_stress,4,9384,federation,federation,160,0.14,0.05,0.09,0.26,2.0,0.06,0.13,0.1,0.2,0.012,0.00998,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.09,0.03,0.03,0.13831,1.0,0.0,0.157588,0.0,0.0,1.0,1,25,144,16,C07_PSI_EXTENDED,25,25,23,27,26,9,9,7,11,10,1,0,0,,0,129,0,0,,,,,,,0,,0.0,,0
grand_sim_v0_5,federation_bridge_stress,federation,high_stress,5,9385,federation,federation,160,0.14,0.05,0.09,0.26,2.0,0.06,0.13,0.1,0.2,0.012,0.00998,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.09,0.03,0.03,0.139564,1.0,0.0,0.158258,0.0,0.0,1.0,1,27,143,17,C07_PSI_EXTENDED,26,27,25,28,28,9,10,8,11,11,1,0,0,,0,128,0,0,,,,,,,0,,0.0,,0
grand_sim_v0_5,federation_bridge_stress,federation,high_stress,6,9386,federation,federation,160,0.14,0.05,0.09,0.26,2.0,0.06,0.13,0.1,0.2,0.012,0.00998,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.09,0.03,0.03,0.138794,1.0,0.0,0.156267,0.0,0.0,1.0,1,28,140,20,C07_PSI_EXTENDED,27,28,27,30,30,7,8,7,10,10,1,0,0,,0,125,0,0,,,,,,,0,,0.0,,0
grand_sim_v0_5,federation_bridge_stress,federation,high_stress,7,9387,federation,federation,160,0.14,0.05,0.09,0.26,2.0,0.06,0.13,0.1,0.2,0.012,0.00998,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.09,0.03,0.03,0.137373,1.0,0.0,0.15727,0.0,0.0,1.0,1,27,142,18,C07_PSI_EXTENDED,26,27,23,29,27,8,9,5,11,9,1,0,0,,0,126,0,0,,,,,,,0,,0.0,,0
grand_sim_v0_5,federation_bridge_stress,federation,high_stress,8,9388,federation,federation,160,0.14,0.05,0.09,0.26,2.0,0.06,0.13,0.1,0.2,0.012,0.00998,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.09,0.03,0.03,0.142281,1.0,0.0,0.155899,0.0,0.0,1.0,1,25,143,17,C07_PSI_EXTENDED,24,25,23,27,26,7,8,6,10,9,1,0,0,,0,128,0,0,,,,,,,0,,0.0,,0
grand_sim_v0_5,federation_bridge_stress,federation,high_stress,9,9389,federation,federation,160,0.14,0.05,0.09,0.26,2.0,0.06,0.13,0.1,0.2,0.012,0.00998,0.3,0.25,0.1,stability_heavy_no_regime,0.3,0.2,0.2,0.15,0.35,0.0,0.09,0.03,0.03,0.143046,1.0,0.0,0.154261,0.0,0.0,1.0,1,26,143,17,C07_PSI_EXTENDED,25,26,24,27,27,8,9,7,10,10,1,0,0,,0,127,0,0,,,,,,,0,,0.0,,0
grand_sim_v0_5,star_unsafe_reference,star,low_stress,0,9390,star,star,160,0.06,0.1,0.04,0.32,1.2,0.2,0.08,0.06,0.12,0.0075,0.006735,0.3,0.25,0.1,,0.3,,,,,,0.03,0.812668,0.050649,0.135005,0.0,0.590064,0.41607,1.0,1.0,0.083333,0,,104,56,C04_S_THRESHOLD,,,,,63,,,,,7,0,0,0,,0,0,0,0,0.41607,,,0.200192,,,0,,0.0,,160
grand_sim_v0_5,star_unsafe_reference,star,low_stress,1,9391,star,star,160,0.06,0.1,0.04,0.32,1.2,0.2,0.08,0.06,0.12,0.0075,0.006735,0.3,0.25,0.1,,0.3,,,,,,0.03,0.839248,0.087318,0.137732,0.0,0.59887,0.406246,1.0,1.0,0.083333,0,,101,59,C04_S_THRESHOLD,,,,,66,,,,,7,0,0,0,,0,0,0,0,0.406246,,,0.200254,,,0,,0.0,,160
grand_sim_v0_5,star_unsafe_reference,star,low_stress,2,9392,star,star,160,0.06,0.1,0.04,0.32,1.2,0.2,0.08,0.06,0.12,0.0075,0.006735,0.3,0.25,0.1,,0.3,,,,,,0.03,0.739285,0.034305,0.146944,0.0,0.572725,0.374251,1.0,1.0,0.116667,0,,98,62,C04_S_THRESHOLD,,,,,70,,,,,8,0,0,0,,0,0,0,0,0.374251,,,0.199591,,,0,,0.0,,160
grand_sim_v0_5,star_unsafe_reference,star,low_stress,3,9393,star,star,160,0.06,0.1,0.04,0.32,1.2,0.2,0.08,0.06,0.12,0.0075,0.006735,0.3,0.25,0.1,,0.3,,,,,,0.03,0.754212,0.03,0.140683,0.0,0.581297,0.37998,1.0,1.0,0.166667,0,,104,56,C04_S_THRESHOLD,,,,,63,,,,,7,0,0,0,,0,0,0,0,0.37998,,,0.19968,,,0,153,0.006833,,160
grand_sim_v0_5,star_unsafe_reference,star,low_stress,4,9394,star,star,160,0.06,0.1,0.04,0.32,1.2,0.2,0.08,0.06,0.12,0.0075,0.006735,0.3,0.25,0.1,,0.3,,,,,,0.03,0.843685,0.081321,0.161446,0.0,0.597007,0.389414,1.0,1.0,0.066667,0,,93,67,C04_S_THRESHOLD,,,,,75,,,,,8,0,0,0,,0,0,0,0,0.389414,,,0.19995,,,0,,0.0,,160
grand_sim_v0_5,star_unsafe_reference,star,low_stress,5,9395,star,star,160,0.06,0.1,0.04,0.32,1.2,0.2,0.08,0.06,0.12,0.0075,0.006735,0.3,0.25,0.1,,0.3,,,,,,0.03,0.732993,0.03,0.155631,0.0,0.571654,0.36143,1.0,1.0,0.116667,0,,107,53,C04_S_THRESHOLD,,,,,60,,,,,7,0,0,0,,0,0,0,0,0.36143,,,0.199953,,,0,155,0.005391,,160
grand_sim_v0_5,star_unsafe_reference,star,low_stress,6,9396,star,star,160,0.06,0.1,0.04,0.32,1.2,0.2,0.08,0.06,0.12,0.0075,0.006735,0.3,0.25,0.1,,0.3,,,,,,0.03,0.677392,0.03,0.142535,0.0,0.558567,0.369574,1.0,1.0,0.166667,0,,106,54,C04_S_THRESHOLD,,,,,61,,,,,7,0,0,0,,0,0,0,0,0.369574,,,0.199469,,,0,153,0.004525,,160
grand_sim_v0_5,star_unsafe_reference,star,low_stress,7,9397,star,star,160,0.06,0.1,0.04,0.32,1.2,0.2,0.08,0.06,0.12,0.0075,0.006735,0.3,0.25,0.1,,0.3,,,,,,0.03,0.779408,0.044612,0.164774,0.0,0.581733,0.370492,1.0,1.0,0.083333,0,,104,56,C04_S_THRESHOLD,,,,,63,,,,,7,0,0,0,,0,0,0,0,0.370492,,,0.199428,,,0,,0.0,,160
grand_sim_v0_5,star_unsafe_reference,star,low_stress,8,9398,star,star,160,0.06,0.1,0.04,0.32,1.2,0.2,0.08,0.06,0.12,0.0075,0.006735,0.3,0.25,0.1,,0.3,,,,,,0.03,0.78558,0.054152,0.152845,0.0,0.580708,0.383712,1.0,1.0,0.066667,0,,95,65,C04_S_THRESHOLD,,,,,74,,,,,9,0,0,0,,0,0,0,0,0.383712,,,0.199685,,,0,,0.0,,160
grand_sim_v0_5,star_unsafe_reference,star,low_stress,9,9399,star,star,160,0.06,0.1,0.04,0.32,1.2,0.2,0.08,0.06,0.12,0.0075,0.006735,0.3,0.25,0.1,,0.3,,,,,,0.03,0.746947,0.03,0.154712,3e-06,0.573244,0.372411,1.0,1.0,0.066667,0,,91,69,C04_S_THRESHOLD,,,,,79,,,,,10,0,0,0,,0,0,0,0,0.372411,,,0.199873,,,0,,0.0,,160
grand_sim_v0_5,star_unsafe_reference,star,mid_stress,0,9400,star,star,160,0.1,0.08,0.06,0.29,1.6,0.12,0.1,0.08,0.16,0.0095,0.00791,0.3,0.25,0.1,,0.3,,,,,,0.06,0.03,0.03,0.180395,1.0,0.0,0.143586,0.0,0.0,1.0,1,44,121,39,C04_S_THRESHOLD,44,44,,46,41,5,5,,7,2,1,0,0,,0,108,0,0,0.157165,,,0.048872,,,0,,0.0,,160
grand_sim_v0_5,star_unsafe_reference,star,mid_stress,1,9401,star,star,160,0.1,0.08,0.06,0.29,1.6,0.12,0.1,0.08,0.16,0.0095,0.00791,0.3,0.25,0.1,,0.3,,,,,,0.06,0.03,0.03,0.156355,0.999244,0.0,0.149854,0.0,0.0,1.0,1,38,127,33,C04_S_THRESHOLD,37,38,,39,36,4,5,,6,3,1,0,0,,0,117,0,0,0.172873,,,0.048735,,,0,,0.0,,160
grand_sim_v0_5,star_unsafe_reference,star,mid_stress,2,9402,star,star,160,0.1,0.08,0.06,0.29,1.6,0.12,0.1,0.08,0.16,0.0095,0.00791,0.3,0.25,0.1,,0.3,,,,,,0.06,0.03,0.03,0.182032,1.0,0.0,0.144249,0.0,0.0,1.0,1,43,122,38,C04_S_THRESHOLD,42,43,,45,41,4,5,,7,3,1,0,0,,0,110,0,0,0.156616,,,0.04895,,,0,,0.0,,160
grand_sim_v0_5,star_unsafe_reference,star,mid_stress,3,9403,star,star,160,0.1,0.08,0.06,0.29,1.6,0.12,0.1,0.08,0.16,0.0095,0.00791,0.3,0.25,0.1,,0.3,,,,,,0.06,0.03,0.03,0.184754,0.999753,0.0,0.142849,0.0,0.0,1.0,1,36,129,31,C04_S_THRESHOLD,35,36,,37,34,4,5,,6,3,1,0,0,,0,120,0,0,0.15999,,,0.048755,,,0,40,0.000825,,160
grand_sim_v0_5,star_unsafe_reference,star,mid_stress,4,9404,star,star,160,0.1,0.08,0.06,0.29,1.6,0.12,0.1,0.08,0.16,0.0095,0.00791,0.3,0.25,0.1,,0.3,,,,,,0.06,0.03,0.03,0.173867,0.999959,0.0,0.146032,0.0,0.0,1.0,1,29,136,24,C04_S_THRESHOLD,28,29,,31,28,4,5,,7,4,1,0,0,,0,124,0,0,0.160465,,,0.04885,,,0,,0.0,,160
grand_sim_v0_5,star_unsafe_reference,star,mid_stress,5,9405,star,star,160,0.1,0.08,0.06,0.29,1.6,0.12,0.1,0.08,0.16,0.0095,0.00791,0.3,0.25,0.1,,0.3,,,,,,0.06,0.03,0.03,0.15678,0.9995,0.0,0.148022,0.0,0.0,1.0,1,41,126,34,C04_S_THRESHOLD,39,41,,41,37,5,7,,7,3,1,0,0,,0,115,0,0,0.170429,,,0.048813,,,0,,0.0,,160
