run_index,seed,final_cooperation,min_cooperation,max_cooperation,final_trust,final_ai_capability,final_governance_capacity,first_breach_step,recovery_step,stable_run,recovered_run,fragile_run,max_step_change
0,42,0.8474187012436991,0.7830777747708697,0.9337273210643805,0.5025875263043402,0.9312821294882562,0.9346724577079878,35,44,0,1,0,0.055898108014851844
1,43,0.8880871587248713,0.8266381312792227,0.9868676863040565,0.7351147757187945,0.9312832027544856,0.9105184254489359,,,1,0,0,0.05583299286963728
2,44,0.8089260771321466,0.7421142672264167,0.9511146880511141,0.32959194107968354,0.931223444815179,0.9709065590830973,63,79,0,1,0,0.04941244540728662
3,45,0.9354732748619621,0.6185804564488118,0.9354732748619621,0.8063498742951833,0.9312098409331655,0.9254589219127829,2,87,0,1,0,0.0578699287671578
4,46,0.8621036160742108,0.7621740523621919,0.9650837382102596,0.6156387304646451,0.9312756906281221,0.9495049750099155,66,84,0,1,0,0.05137590578117979
5,47,0.86013828746913,0.6345868638824882,0.8901266186090433,0.5994320386143613,0.9312212966507525,0.9800561509043971,7,12,0,1,0,0.06286981748485354
6,48,0.9491743399328021,0.630283832078392,0.9491743399328021,0.848757117338492,0.9312603077075048,0.9374686422524292,35,77,0,1,0,0.0429498390804437
7,49,0.877589454937514,0.7393026342575107,0.9232320506830207,0.6814687953679466,0.931273187595148,0.9227746164155507,45,55,0,1,0,0.057550228331255115
8,50,0.8888800592262942,0.7684215173251115,0.9356074930756642,0.7182353420205807,0.931272472549822,0.9116472853133424,18,24,0,1,0,0.044397716762696326
9,51,0.7160008686882476,0.6031421249648873,0.890820087805353,0.28522863692201933,0.9312119881789082,0.7914315935029923,17,,0,0,1,0.047553030629022275
10,52,0.891628315358734,0.6254911203249713,0.9224480803072688,0.6490186217588093,0.9312348994592837,0.9900187110595707,21,86,0,1,0,0.04915020299395023
11,53,0.8414770895326673,0.7868583724038583,0.9856859469169088,0.5873297080915012,0.9313010843067672,0.8911828795710651,64,69,0,1,0,0.04870660559398943
12,54,0.8530889153182403,0.6930754162524794,0.9280221378233454,0.6173128057337814,0.9312842754453672,0.9609193582611776,12,50,0,1,0,0.04821067203689933
13,55,0.9815937197096329,0.7809147980493659,0.9815937197096329,0.932632752118406,0.9313078781708709,0.9014578098925045,51,54,0,1,0,0.04117763786157125
14,56,0.7642279863064226,0.7037392170818749,0.9056402764184366,0.4761924421193425,0.931258876447472,0.8604631686939795,13,32,0,1,1,0.04645822748297346
15,57,0.6995188637133876,0.6183774661990498,0.8994833965076081,0.31312909882833007,0.9312259501347718,0.821550406250772,18,57,0,1,1,0.05355323781091814
16,58,0.9188858812590807,0.8094567871475074,0.9596323767644264,0.7111674493987914,0.9313368338158448,0.9670275354502924,,,1,0,0,0.04570813761205239
17,59,0.7961368505741999,0.7276055736008864,0.9688954692091452,0.5762764557649613,0.9312678206215319,0.8840033133545305,62,78,0,1,1,0.04388916001765475
18,60,0.6974615114544446,0.6324228478152085,0.8828354514601191,0.29253873218663345,0.9312384776558178,0.8045039029085063,8,16,0,1,1,0.05504142229488007
19,61,0.8531852207749253,0.8324234872109084,0.9522718274226166,0.42691928459763584,0.9313046602039816,0.9762583779887607,,,1,0,0,0.0519501602141621
