final_cooperation,final_trust,stable_run,fragile_run
0.8495315181772224,0.5057244591075071,0,0
0.8898527312670992,0.7378609635076748,1,0
0.8118624656413993,0.33439720414489743,0,0
0.9376062920709429,0.8102380282182038,0,0
0.8721947981416773,0.6354090834421944,0,0
0.8629703390795551,0.6047525360004861,0,0
0.9511703129246085,0.851623000261944,0,0
0.8832927026256997,0.6921464133360896,0,0
0.8911984902727287,0.7221642023445703,0,0
0.7183369049465089,0.2883199539101743,0,1
0.8939046503761939,0.6527963317856481,0,0
0.8433842980115928,0.5901752443567538,0,0
0.8551606555374522,0.6207046234926081,0,0
0.9834876313268456,0.9353897845881072,0,0
0.7671254410875781,0.4810410831827793,0,1
0.7014874630837609,0.31499051982090676,0,1
0.920468765144735,0.7139082850957664,1,0
0.7990001326462114,0.5812025685614364,0,1
0.6997271945465027,0.29537255249695127,0,1
0.854811258399054,0.4296659586449022,1,0
