run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,final_isolated_infiltrator_count,adversary_isolation_rate,time_to_isolation,defense_edge_cuts,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,small-world,500,True,True,0.885,1.0,1.0,37,38,0.333,0.737,19,14,0.05,0.74,0.63,6,6,1.0,90.0,92,0.325,0.261,0.325,100,0,,False,True,0.0,none,0,0,0
2,43,small-world,500,True,True,0.826,1.0,1.0,36,37,0.261,0.8,20,16,0.05,0.694,0.6,6,6,1.0,98.333,95,0.325,0.267,0.325,100,0,,False,True,0.0,none,0,0,0
3,44,small-world,500,True,True,0.857,1.0,1.0,37,38,0.464,0.538,13,7,0.05,0.729,0.626,6,6,1.0,90.0,98,0.321,0.282,0.321,100,0,,False,True,0.0,none,0,0,0
4,45,small-world,500,True,True,0.893,1.0,1.0,29,30,0.377,0.6,10,6,0.05,0.705,0.596,6,6,1.0,90.0,80,0.389,0.319,0.389,100,0,,False,True,0.0,none,0,0,0
5,46,small-world,500,True,True,0.855,1.0,1.0,43,43,0.231,0.571,14,8,0.05,0.715,0.628,6,6,1.0,90.0,101,0.319,0.279,0.319,100,0,,False,True,0.0,none,0,0,0
6,47,small-world,500,True,True,0.795,1.0,1.0,38,39,0.388,0.611,18,11,0.05,0.623,0.542,6,6,1.0,90.0,100,0.294,0.248,0.294,100,0,,False,True,0.0,none,0,0,0
7,48,small-world,500,True,True,0.898,1.0,1.0,33,34,0.353,0.5,14,7,0.05,0.702,0.589,6,6,1.0,90.0,92,0.363,0.287,0.363,100,0,,False,True,0.0,none,0,0,0
8,49,small-world,500,True,True,0.904,1.0,1.0,34,34,0.246,0.429,14,6,0.05,0.696,0.581,6,6,1.0,90.0,92,0.33,0.264,0.33,100,0,,False,True,0.0,none,0,0,0
9,50,small-world,500,True,True,0.859,1.0,1.0,29,29,0.47,0.467,15,7,0.05,0.697,0.617,6,6,1.0,90.0,74,0.384,0.324,0.384,100,0,,False,True,0.0,none,0,0,0
10,51,small-world,500,True,True,0.786,1.0,1.0,39,39,0.343,0.64,25,16,0.05,0.644,0.57,6,6,1.0,90.0,96,0.295,0.257,0.295,100,0,,False,True,0.0,none,0,0,0
