run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,final_isolated_infiltrator_count,adversary_isolation_rate,time_to_isolation,defense_edge_cuts,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,federation,500,True,True,0.961,1.0,1.0,36,36,0.338,0.444,9,4,0.1,0.814,0.731,6,6,1.0,90.0,111,0.332,0.253,0.332,100,0,,False,True,0.0,none,0,0,0
2,43,federation,500,True,True,0.928,1.0,1.0,39,40,0.377,0.5,12,6,0.1,0.751,0.678,6,6,1.0,90.0,137,0.296,0.218,0.296,100,0,,False,True,0.0,none,0,0,0
3,44,federation,500,True,True,0.932,1.0,1.0,39,40,0.458,0.455,11,5,0.1,0.773,0.696,6,6,1.0,90.0,138,0.312,0.232,0.312,100,0,,False,True,0.0,none,0,0,0
4,45,federation,500,True,True,0.915,1.0,1.0,36,37,0.403,0.6,15,9,0.1,0.718,0.649,6,6,1.0,90.0,124,0.282,0.218,0.282,100,0,,False,True,0.0,none,0,0,0
5,46,federation,500,True,True,0.903,1.0,1.0,35,36,0.388,0.667,12,8,0.1,0.697,0.631,6,6,1.0,90.0,136,0.257,0.204,0.257,100,0,,False,True,0.0,none,0,0,0
6,47,federation,500,True,True,0.936,1.0,1.0,44,45,0.313,0.562,16,9,0.1,0.822,0.75,6,6,1.0,91.667,126,0.289,0.226,0.289,100,0,,False,True,0.0,none,0,0,0
7,48,federation,500,True,True,0.939,1.0,1.0,31,33,0.514,0.125,8,1,0.1,0.781,0.702,6,6,1.0,90.0,100,0.349,0.272,0.349,100,0,,False,True,0.0,none,0,0,0
8,49,federation,500,True,True,0.951,1.0,1.0,36,36,0.258,0.667,12,8,0.1,0.82,0.742,6,6,1.0,90.0,113,0.35,0.266,0.35,100,0,,False,True,0.0,none,0,0,0
9,50,federation,500,True,True,0.931,1.0,1.0,41,41,0.299,0.5,12,6,0.1,0.777,0.699,6,6,1.0,90.0,122,0.317,0.236,0.317,100,0,,False,True,0.0,none,0,0,0
10,51,federation,500,True,True,0.933,1.0,1.0,38,39,0.433,0.636,11,7,0.1,0.756,0.687,6,6,1.0,90.0,124,0.284,0.216,0.284,100,0,,False,True,0.0,none,0,0,0
11,52,federation,500,True,True,0.934,1.0,1.0,36,37,0.455,0.455,11,5,0.1,0.78,0.707,6,6,1.0,90.0,120,0.318,0.239,0.318,100,0,,False,True,0.0,none,0,0,0
12,53,federation,500,True,True,0.914,1.0,1.0,34,34,0.397,0.167,6,1,0.1,0.723,0.655,6,6,1.0,90.0,114,0.32,0.24,0.32,100,0,,False,True,0.0,none,0,0,0
13,54,federation,500,True,True,0.907,1.0,1.0,35,36,0.455,0.429,7,3,0.1,0.718,0.651,6,6,1.0,90.0,132,0.309,0.223,0.309,100,0,,False,True,0.0,none,0,0,0
14,55,federation,500,True,True,0.925,1.0,1.0,35,36,0.485,0.625,8,5,0.1,0.743,0.671,6,6,1.0,90.0,119,0.31,0.232,0.31,100,0,,False,True,0.0,none,0,0,0
15,56,federation,500,True,True,0.925,1.0,1.0,33,34,0.464,0.6,10,6,0.1,0.768,0.69,6,6,1.0,90.0,115,0.325,0.265,0.325,100,0,,False,True,0.0,none,0,0,0
16,57,federation,500,True,True,0.965,1.0,1.0,30,31,0.559,0.25,4,1,0.1,0.845,0.759,6,6,1.0,90.0,104,0.385,0.307,0.385,100,0,,False,True,0.0,none,0,0,0
17,58,federation,500,True,True,0.899,1.0,1.0,42,43,0.382,0.625,16,10,0.1,0.727,0.664,6,6,1.0,90.0,152,0.279,0.204,0.279,100,0,,False,True,0.0,none,0,0,0
18,59,federation,500,True,True,0.947,1.0,1.0,29,30,0.58,0.143,7,1,0.1,0.747,0.664,6,6,1.0,90.0,121,0.335,0.253,0.335,100,0,,False,True,0.0,none,0,0,0
19,60,federation,500,True,True,0.958,1.0,1.0,28,29,0.6,0.25,8,2,0.1,0.791,0.707,6,6,1.0,90.0,118,0.374,0.284,0.374,100,0,,False,True,0.0,none,0,0,0
20,61,federation,500,True,True,0.921,1.0,1.0,36,37,0.455,0.6,5,3,0.1,0.741,0.67,6,6,1.0,90.0,150,0.316,0.236,0.316,100,0,,False,True,0.0,none,0,0,0
21,62,federation,500,True,True,0.945,1.0,1.0,35,36,0.433,0.769,13,10,0.1,0.777,0.7,6,6,1.0,90.0,136,0.314,0.251,0.314,100,0,,False,True,0.0,none,0,0,0
22,63,federation,500,True,True,0.925,1.0,1.0,29,30,0.574,0.444,9,4,0.1,0.739,0.66,6,6,1.0,90.0,109,0.342,0.257,0.342,100,0,,False,True,0.0,none,0,0,0
23,64,federation,500,True,True,0.958,1.0,1.0,33,34,0.542,0.6,10,6,0.1,0.803,0.717,6,6,1.0,90.0,122,0.327,0.256,0.327,100,0,,False,True,0.0,none,0,0,0
24,65,federation,500,True,True,0.938,1.0,1.0,33,35,0.5,0.571,7,4,0.1,0.76,0.678,6,6,1.0,90.0,124,0.336,0.254,0.336,100,0,,False,True,0.0,none,0,0,0
25,66,federation,500,True,True,0.957,1.0,1.0,27,28,0.471,0.333,6,2,0.1,0.752,0.663,6,6,1.0,90.0,106,0.356,0.26,0.356,100,0,,False,True,0.0,none,0,0,0
26,67,federation,500,True,True,0.931,1.0,1.0,37,37,0.455,0.455,11,5,0.1,0.747,0.673,6,6,1.0,90.0,123,0.282,0.214,0.282,100,0,,False,True,0.0,none,0,0,0
27,68,federation,500,True,True,0.954,1.0,1.0,32,32,0.551,0.556,9,5,0.1,0.782,0.698,6,6,1.0,91.667,124,0.355,0.274,0.355,100,0,,False,True,0.0,none,0,0,0
28,69,federation,500,True,True,0.931,1.0,1.0,45,46,0.309,0.579,19,11,0.1,0.753,0.678,6,6,1.0,90.0,134,0.267,0.191,0.267,100,0,,False,True,0.0,none,0,0,0
29,70,federation,500,True,True,0.889,1.0,1.0,38,39,0.418,0.615,13,8,0.1,0.744,0.685,6,6,1.0,91.667,147,0.311,0.243,0.311,100,0,,False,True,0.0,none,0,0,0
