run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,final_isolated_infiltrator_count,adversary_isolation_rate,time_to_isolation,defense_edge_cuts,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
71,112,federation,500,True,True,0.857,1.0,1.0,34,35,0.507,0.85,20,17,0.05,0.698,0.609,6,6,1.0,90.0,114,0.31,0.247,0.31,100,0,,False,True,0.0,none,0,0,0
72,113,federation,500,True,True,0.754,1.0,1.0,46,46,0.288,0.727,22,16,0.05,0.578,0.515,6,6,1.0,90.0,133,0.223,0.177,0.223,100,0,,False,True,0.0,none,0,0,0
73,114,federation,500,True,True,0.787,1.0,1.0,44,42,0.194,0.667,24,16,0.05,0.579,0.504,6,6,1.0,90.0,132,0.19,0.153,0.19,100,0,,False,True,0.0,none,0,0,0
74,115,federation,500,True,True,0.776,1.0,1.0,40,40,0.418,0.588,17,10,0.05,0.548,0.483,6,6,1.0,90.0,151,0.23,0.193,0.23,100,0,,False,True,0.0,none,0,0,0
75,116,federation,500,False,False,0.348,1.0,1.0,62,63,0.059,0.684,38,26,0.05,0.23,0.31,6,6,1.0,90.0,176,0.123,0.108,0.123,100,0,,False,True,0.0,none,0,0,0
76,117,federation,500,True,True,0.889,1.0,1.0,36,38,0.353,0.75,12,9,0.05,0.687,0.584,6,6,1.0,90.0,126,0.308,0.231,0.308,100,0,,False,True,0.0,none,0,0,0
77,118,federation,500,True,True,0.783,1.0,1.0,47,47,0.313,0.692,26,18,0.05,0.631,0.557,6,6,1.0,90.0,143,0.228,0.189,0.228,100,0,,False,True,0.0,none,0,0,0
78,119,federation,500,True,True,0.591,1.0,1.0,53,56,0.134,0.556,27,15,0.05,0.439,0.433,6,6,1.0,90.0,141,0.183,0.16,0.183,100,0,,False,True,0.0,none,0,0,0
79,120,federation,500,True,True,0.851,1.0,1.0,45,46,0.31,0.6,20,12,0.05,0.688,0.597,6,6,1.0,90.0,138,0.258,0.211,0.258,100,0,,False,True,0.0,none,0,0,0
80,121,federation,500,True,True,0.636,1.0,1.0,44,44,0.358,0.692,26,18,0.05,0.46,0.452,6,6,1.0,90.0,160,0.21,0.193,0.21,100,0,,False,True,0.0,none,0,0,0
81,122,federation,500,True,True,0.83,1.0,1.0,45,46,0.269,0.556,18,10,0.05,0.636,0.542,6,6,1.0,90.0,149,0.213,0.177,0.213,100,0,,False,True,0.0,none,0,0,0
82,123,federation,500,True,True,0.785,1.0,1.0,45,44,0.328,0.741,27,20,0.05,0.678,0.597,6,6,1.0,90.0,137,0.23,0.191,0.23,100,0,,False,True,0.0,none,0,0,0
83,124,federation,500,True,True,0.907,1.0,1.0,44,44,0.172,0.538,13,7,0.05,0.673,0.548,6,6,1.0,90.0,133,0.251,0.191,0.251,100,0,,False,True,0.0,none,0,0,0
84,125,federation,500,True,True,0.88,1.0,1.0,46,47,0.242,0.389,18,7,0.05,0.692,0.592,6,6,1.0,90.0,149,0.249,0.21,0.249,100,0,,False,True,0.0,none,0,0,0
85,126,federation,500,True,True,0.663,1.0,1.0,39,40,0.435,0.8,25,20,0.05,0.535,0.509,6,6,1.0,90.0,128,0.261,0.222,0.261,100,0,,False,True,0.0,none,0,0,0
86,127,federation,500,True,True,0.643,1.0,1.0,49,49,0.25,0.852,27,23,0.05,0.5,0.489,6,6,1.0,90.0,155,0.184,0.163,0.184,100,0,,False,True,0.0,none,0,0,0
87,128,federation,500,False,False,0.48,1.0,1.0,47,47,0.277,0.724,29,21,0.05,0.323,0.358,6,6,1.0,90.0,158,0.211,0.175,0.211,100,0,,False,True,0.0,none,0,0,0
88,129,federation,500,True,True,0.874,1.0,1.0,33,34,0.313,0.714,14,10,0.05,0.727,0.628,6,6,1.0,90.0,113,0.354,0.279,0.354,100,0,,False,True,0.0,none,0,0,0
89,130,federation,500,True,True,0.759,1.0,1.0,43,44,0.358,0.654,26,17,0.05,0.63,0.576,6,6,1.0,90.0,148,0.237,0.192,0.237,100,0,,False,True,0.0,none,0,0,0
90,131,federation,500,True,True,0.861,1.0,1.0,40,41,0.42,0.75,20,15,0.05,0.683,0.585,6,6,1.0,90.0,124,0.256,0.206,0.256,100,0,,False,True,0.0,none,0,0,0
91,132,federation,500,True,True,0.704,1.0,1.0,47,48,0.179,0.591,22,13,0.05,0.509,0.468,6,6,1.0,90.0,149,0.189,0.157,0.189,100,0,,False,True,0.0,none,0,0,0
92,133,federation,500,True,True,0.66,1.0,1.0,48,49,0.304,0.643,28,18,0.05,0.498,0.475,6,6,1.0,90.0,163,0.194,0.166,0.194,100,0,,False,True,0.0,none,0,0,0
93,134,federation,500,True,True,0.839,1.0,1.0,46,47,0.194,0.636,22,14,0.05,0.682,0.599,6,6,1.0,90.0,117,0.223,0.174,0.223,100,0,,False,True,0.0,none,0,0,0
94,135,federation,500,True,True,0.712,1.0,1.0,49,50,0.254,0.609,23,14,0.05,0.563,0.51,6,6,1.0,90.0,136,0.213,0.178,0.213,100,0,,False,True,0.0,none,0,0,0
95,136,federation,500,True,True,0.776,1.0,1.0,47,48,0.299,0.8,20,16,0.05,0.65,0.576,6,6,1.0,90.0,146,0.212,0.193,0.212,100,0,,False,True,0.0,none,0,0,0
96,137,federation,500,True,True,0.843,1.0,1.0,48,49,0.29,0.333,18,6,0.05,0.683,0.594,6,6,1.0,90.0,138,0.245,0.196,0.245,100,0,,False,True,0.0,none,0,0,0
97,138,federation,500,True,True,0.897,1.0,1.0,40,42,0.159,0.462,13,6,0.05,0.69,0.572,6,6,1.0,90.0,140,0.272,0.208,0.272,100,0,,False,True,0.0,none,0,0,0
98,139,federation,500,True,True,0.597,1.0,1.0,43,44,0.348,0.774,31,24,0.05,0.487,0.487,6,6,1.0,90.0,134,0.222,0.193,0.222,100,0,,False,True,0.0,none,0,0,0
99,140,federation,500,True,True,0.594,1.0,1.0,54,54,0.09,0.75,28,21,0.05,0.419,0.413,6,6,1.0,90.0,161,0.194,0.16,0.194,100,0,,False,True,0.0,none,0,0,0
100,141,federation,500,True,True,0.825,1.0,1.0,40,40,0.333,0.667,15,10,0.05,0.629,0.532,6,6,1.0,90.0,126,0.241,0.178,0.241,100,0,,False,True,0.0,none,0,0,0
