run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,final_isolated_infiltrator_count,adversary_isolation_rate,time_to_isolation,defense_edge_cuts,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,random,500,True,True,0.816,1.0,1.0,45,44,0.353,0.864,22,19,0.05,0.611,0.533,6,6,1.0,90.0,153,0.233,0.183,0.233,100,0,,False,True,0.0,none,0,0,0
2,43,random,500,False,False,0.277,1.0,1.0,62,62,0.059,0.881,42,37,0.05,0.128,0.192,6,6,1.0,90.0,192,0.105,0.1,0.105,100,0,,False,True,0.0,none,0,0,0
3,44,random,500,True,True,0.581,1.0,1.0,46,46,0.324,0.792,24,19,0.05,0.403,0.404,6,6,1.0,90.0,155,0.176,0.156,0.176,100,0,,False,True,0.0,none,0,0,0
4,45,random,500,True,True,0.752,1.0,1.0,42,42,0.388,0.818,22,18,0.05,0.569,0.502,6,6,1.0,90.0,157,0.228,0.199,0.228,100,0,,False,True,0.0,none,0,0,0
5,46,random,500,True,True,0.597,1.0,1.0,45,46,0.338,0.708,24,17,0.05,0.438,0.426,6,6,1.0,90.0,172,0.197,0.161,0.197,100,0,,False,True,0.0,none,0,0,0
6,47,random,500,True,True,0.846,1.0,1.0,45,46,0.338,0.696,23,16,0.05,0.659,0.571,6,6,1.0,90.0,166,0.203,0.164,0.203,100,0,,False,True,0.0,none,0,0,0
7,48,random,500,True,True,0.717,1.0,1.0,38,38,0.448,0.773,22,17,0.05,0.547,0.502,6,6,1.0,90.0,130,0.241,0.185,0.241,100,0,,False,True,0.0,none,0,0,0
8,49,random,500,True,True,0.664,1.0,1.0,48,49,0.273,0.724,29,21,0.05,0.481,0.461,6,6,1.0,90.0,165,0.155,0.125,0.155,100,0,,False,True,0.0,none,0,0,0
9,50,random,500,True,True,0.563,1.0,1.0,60,61,0.06,0.793,29,23,0.05,0.392,0.401,6,6,1.0,90.0,186,0.137,0.128,0.137,100,0,,False,True,0.0,none,0,0,0
10,51,random,500,True,True,0.807,1.0,1.0,39,40,0.418,0.737,19,14,0.05,0.597,0.525,6,6,1.0,90.0,161,0.254,0.206,0.254,100,0,,False,True,0.0,none,0,0,0
11,52,random,500,True,True,0.848,1.0,1.0,41,42,0.379,0.714,14,10,0.05,0.654,0.561,6,6,1.0,90.0,138,0.238,0.183,0.238,100,0,,False,True,0.0,none,0,0,0
12,53,random,500,True,True,0.841,1.0,1.0,36,36,0.478,0.579,19,11,0.05,0.623,0.534,6,6,1.0,90.0,146,0.252,0.195,0.252,100,0,,False,True,0.0,none,0,0,0
13,54,random,500,True,True,0.745,1.0,1.0,43,43,0.373,0.8,25,20,0.05,0.575,0.525,6,6,1.0,90.0,143,0.217,0.184,0.217,100,0,,False,True,0.0,none,0,0,0
