run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,final_isolated_infiltrator_count,adversary_isolation_rate,time_to_isolation,defense_edge_cuts,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,scale-free,500,True,True,0.924,1.0,1.0,43,43,0.279,0.4,15,6,0.1,0.753,0.681,6,6,1.0,90.0,112,0.234,0.164,0.234,100,0,,False,True,0.0,none,0,0,0
2,43,scale-free,500,True,True,0.868,1.0,1.0,42,43,0.373,0.619,21,13,0.1,0.714,0.665,6,6,1.0,90.0,107,0.239,0.166,0.239,100,0,,False,True,0.0,none,0,0,0
3,44,scale-free,500,True,True,0.872,1.0,1.0,51,52,0.182,0.611,18,11,0.1,0.727,0.673,6,6,1.0,90.0,120,0.239,0.152,0.239,100,0,,False,True,0.0,none,0,0,0
4,45,scale-free,500,True,True,0.956,1.0,1.0,42,43,0.348,0.429,14,6,0.1,0.807,0.725,6,6,1.0,90.0,108,0.278,0.191,0.278,100,0,,False,True,0.0,none,0,0,0
5,46,scale-free,500,True,True,0.885,1.0,1.0,30,31,0.565,0.4,10,4,0.1,0.69,0.622,6,6,1.0,93.333,91,0.297,0.209,0.297,100,0,,False,True,0.0,none,0,0,0
6,47,scale-free,500,True,True,0.899,1.0,1.0,46,46,0.162,0.625,16,10,0.1,0.74,0.671,6,6,1.0,90.0,115,0.231,0.156,0.231,100,0,,False,True,0.0,none,0,0,0
7,48,scale-free,500,True,True,0.917,1.0,1.0,40,41,0.242,0.273,11,3,0.1,0.739,0.659,6,6,1.0,90.0,108,0.278,0.197,0.278,100,0,,False,True,0.0,none,0,0,0
8,49,scale-free,500,True,True,0.93,1.0,1.0,42,43,0.29,0.2,10,2,0.1,0.773,0.709,6,6,1.0,90.0,105,0.315,0.238,0.315,100,0,,False,True,0.0,none,0,0,0
9,50,scale-free,500,True,True,0.93,1.0,1.0,45,46,0.279,0.25,12,3,0.1,0.782,0.71,6,6,1.0,90.0,108,0.264,0.181,0.264,100,0,,False,True,0.0,none,0,0,0
10,51,scale-free,500,True,True,0.926,1.0,1.0,49,50,0.143,0.5,16,8,0.1,0.784,0.713,6,6,1.0,90.0,120,0.247,0.175,0.247,100,0,,False,True,0.0,none,0,0,0
11,52,scale-free,500,True,True,0.959,1.0,1.0,29,30,0.561,0.571,7,4,0.1,0.775,0.69,6,6,1.0,90.0,92,0.331,0.239,0.331,100,0,,False,True,0.0,none,0,0,0
12,53,scale-free,500,True,True,0.934,1.0,1.0,38,39,0.408,0.462,13,6,0.1,0.767,0.694,6,6,1.0,90.0,110,0.281,0.201,0.281,100,0,,False,True,0.0,none,0,0,0
13,54,scale-free,500,True,True,0.953,1.0,1.0,36,37,0.455,0.4,10,4,0.1,0.808,0.732,6,6,1.0,90.0,101,0.339,0.24,0.339,100,0,,False,True,0.0,none,0,0,0
14,55,scale-free,500,True,True,0.941,1.0,1.0,41,41,0.323,0.556,9,5,0.1,0.774,0.701,6,6,1.0,90.0,107,0.255,0.161,0.255,100,0,,False,True,0.0,none,0,0,0
15,56,scale-free,500,True,True,0.928,1.0,1.0,46,47,0.164,0.273,11,3,0.1,0.764,0.694,6,6,1.0,90.0,109,0.274,0.202,0.274,100,0,,False,True,0.0,none,0,0,0
16,57,scale-free,500,True,True,0.961,1.0,1.0,46,47,0.299,0.636,11,7,0.1,0.839,0.767,6,6,1.0,90.0,113,0.273,0.198,0.273,100,0,,False,True,0.0,none,0,0,0
17,58,scale-free,500,True,True,0.928,1.0,1.0,38,39,0.441,0.667,15,10,0.1,0.739,0.671,6,6,1.0,90.0,105,0.261,0.186,0.261,100,0,,False,True,0.0,none,0,0,0
18,59,scale-free,500,True,True,0.966,1.0,1.0,39,40,0.386,0.4,10,4,0.1,0.816,0.73,6,6,1.0,90.0,99,0.295,0.212,0.295,100,0,,False,True,0.0,none,0,0,0
19,60,scale-free,500,True,True,0.944,1.0,1.0,24,25,0.648,0.167,6,1,0.1,0.737,0.649,6,6,1.0,90.0,91,0.359,0.268,0.359,100,0,,False,True,0.0,none,0,0,0
20,61,scale-free,500,True,True,0.913,1.0,1.0,47,48,0.279,0.722,18,13,0.1,0.765,0.708,6,6,1.0,90.0,114,0.229,0.149,0.229,100,0,,False,True,0.0,none,0,0,0
21,62,scale-free,500,True,True,0.965,1.0,1.0,42,43,0.329,0.533,15,8,0.1,0.826,0.733,6,6,1.0,90.0,112,0.284,0.194,0.284,100,0,,False,True,0.0,none,0,0,0
22,63,scale-free,500,True,True,0.882,1.0,1.0,52,52,0.119,0.667,18,12,0.1,0.726,0.68,6,6,1.0,90.0,121,0.204,0.139,0.204,100,0,,False,True,0.0,none,0,0,0
23,64,scale-free,500,True,True,0.889,1.0,1.0,36,37,0.403,0.455,11,5,0.1,0.682,0.618,6,6,1.0,91.667,98,0.259,0.181,0.259,100,0,,False,True,0.0,none,0,0,0
24,65,scale-free,500,True,True,0.922,1.0,1.0,45,46,0.119,0.5,6,3,0.1,0.74,0.675,6,6,1.0,90.0,112,0.265,0.16,0.265,100,0,,False,True,0.0,none,0,0,0
25,66,scale-free,500,True,True,0.936,1.0,1.0,37,38,0.439,0.167,6,1,0.1,0.762,0.694,6,6,1.0,90.0,106,0.317,0.224,0.317,100,0,,False,True,0.0,none,0,0,0
26,67,scale-free,500,True,True,0.964,1.0,1.0,33,34,0.507,0.538,13,7,0.1,0.788,0.707,6,6,1.0,90.0,90,0.296,0.218,0.296,100,0,,False,True,0.0,none,0,0,0
27,68,scale-free,500,True,True,0.891,1.0,1.0,40,41,0.358,0.529,17,9,0.1,0.766,0.701,6,6,1.0,90.0,107,0.282,0.212,0.282,100,0,,False,True,0.0,none,0,0,0
28,69,scale-free,500,True,True,0.89,1.0,1.0,49,50,0.129,0.55,20,11,0.1,0.746,0.689,6,6,1.0,90.0,117,0.239,0.172,0.239,100,0,,False,True,0.0,none,0,0,0
29,70,scale-free,500,True,True,0.925,1.0,1.0,43,44,0.221,0.385,13,5,0.1,0.831,0.763,6,6,1.0,90.0,108,0.306,0.228,0.306,100,0,,False,True,0.0,none,0,0,0
30,71,scale-free,500,True,True,0.918,1.0,1.0,46,47,0.191,0.455,11,5,0.1,0.76,0.689,6,6,1.0,90.0,115,0.264,0.179,0.264,100,0,,False,True,0.0,none,0,0,0
31,72,scale-free,500,True,True,0.954,1.0,1.0,38,39,0.388,0.182,11,2,0.1,0.776,0.696,6,6,1.0,90.0,106,0.322,0.226,0.322,100,0,,False,True,0.0,none,0,0,0
32,73,scale-free,500,True,True,0.9,1.0,1.0,38,39,0.418,0.5,12,6,0.1,0.708,0.637,6,6,1.0,116.667,102,0.278,0.19,0.278,100,0,,False,True,0.0,none,0,0,0
33,74,scale-free,500,True,True,0.94,1.0,1.0,40,40,0.382,0.333,9,3,0.1,0.748,0.678,6,6,1.0,90.0,108,0.277,0.194,0.277,100,0,,False,True,0.0,none,0,0,0
34,75,scale-free,500,True,True,0.922,1.0,1.0,35,36,0.343,0.286,14,4,0.1,0.759,0.685,6,6,1.0,90.0,100,0.325,0.241,0.325,100,0,,False,True,0.0,none,0,0,0
35,76,scale-free,500,True,True,0.939,1.0,1.0,35,36,0.273,0.3,10,3,0.1,0.747,0.663,6,6,1.0,105.0,102,0.311,0.229,0.311,100,0,,False,True,0.0,none,0,0,0
36,77,scale-free,500,True,True,0.922,1.0,1.0,41,41,0.235,0.583,12,7,0.1,0.727,0.653,6,6,1.0,90.0,111,0.253,0.171,0.253,100,0,,False,True,0.0,none,0,0,0
37,78,scale-free,500,True,True,0.916,1.0,1.0,31,32,0.5,0.2,5,1,0.1,0.74,0.667,6,6,1.0,93.333,93,0.326,0.226,0.326,100,0,,False,True,0.0,none,0,0,0
38,79,scale-free,500,True,True,0.883,1.0,1.0,54,55,0.116,0.667,18,12,0.1,0.746,0.687,6,6,1.0,103.333,126,0.225,0.148,0.225,100,0,,False,True,0.0,none,0,0,0
