run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,final_isolated_infiltrator_count,adversary_isolation_rate,time_to_isolation,defense_edge_cuts,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,small-world,500,True,True,0.961,1.0,1.0,21,22,0.676,0.2,5,1,0.2,0.862,0.816,6,6,1.0,91.667,65,0.453,0.381,0.453,100,0,,False,True,0.0,none,0,0,0
2,43,small-world,500,True,True,0.961,1.0,1.0,22,23,0.676,0.5,6,3,0.2,0.879,0.834,6,6,1.0,98.333,70,0.449,0.378,0.449,100,0,,False,True,0.0,none,0,0,0
3,44,small-world,500,True,True,0.958,1.0,1.0,19,20,0.652,0.0,1,0,0.2,0.852,0.81,6,6,1.0,90.0,62,0.466,0.407,0.466,100,0,,False,True,0.0,none,0,0,0
4,45,small-world,500,True,True,0.963,1.0,1.0,16,16,0.779,0.333,3,1,0.2,0.861,0.821,6,6,1.0,93.333,46,0.503,0.428,0.503,100,0,,False,True,0.0,none,0,0,0
5,46,small-world,500,True,True,0.944,1.0,1.0,18,19,0.262,0.625,8,5,0.2,0.806,0.762,6,6,1.0,91.667,53,0.455,0.387,0.455,100,0,,False,True,0.0,none,0,0,0
6,47,small-world,500,True,True,0.944,1.0,1.0,20,21,0.652,0.556,9,5,0.2,0.816,0.765,6,6,1.0,91.667,57,0.43,0.362,0.43,100,0,,False,True,0.0,none,0,0,0
7,48,small-world,500,True,True,0.969,1.0,1.0,18,19,0.731,0.5,2,1,0.2,0.893,0.854,6,6,1.0,91.667,54,0.52,0.428,0.52,100,0,,False,True,0.0,none,0,0,0
8,49,small-world,500,True,True,0.957,1.0,1.0,13,14,0.8,0.0,2,0,0.2,0.865,0.805,6,6,1.0,93.333,45,0.494,0.403,0.494,100,0,,False,True,0.0,none,0,0,0
9,50,small-world,500,True,True,0.967,1.0,1.0,20,21,0.621,0.0,1,0,0.2,0.871,0.834,6,6,1.0,91.667,56,0.493,0.419,0.493,100,0,,False,True,0.0,none,0,0,0
10,51,small-world,500,True,True,0.961,1.0,1.0,21,22,0.574,0.25,4,1,0.2,0.854,0.8,6,6,1.0,90.0,59,0.457,0.394,0.457,100,0,,False,True,0.0,none,0,0,0
11,52,small-world,500,True,True,0.968,1.0,1.0,16,16,0.769,0.0,3,0,0.2,0.889,0.843,6,6,1.0,90.0,52,0.499,0.421,0.499,100,0,,False,True,0.0,none,0,0,0
12,53,small-world,500,True,True,0.949,1.0,1.0,18,18,0.652,0.4,5,2,0.2,0.892,0.844,6,6,1.0,91.667,57,0.492,0.414,0.492,100,0,,False,True,0.0,none,0,0,0
13,54,small-world,500,True,True,0.956,1.0,1.0,20,21,0.448,0.0,4,0,0.2,0.834,0.787,6,6,1.0,91.667,61,0.465,0.385,0.465,100,0,,False,True,0.0,none,0,0,0
14,55,small-world,500,True,True,0.956,1.0,1.0,18,19,0.727,0.333,6,2,0.2,0.817,0.765,6,6,1.0,90.0,60,0.435,0.367,0.435,100,0,,False,True,0.0,none,0,0,0
