run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,small-world,500,True,True,0.843,1.0,1.0,0,1,1.0,0.6,5,3,0.1,0.555,0.443,6,0.555,0.443,0.555,100,0,,False,True,0.0,none,0,0,0
2,43,small-world,500,True,True,0.843,1.0,1.0,0,1,1.0,0.25,4,1,0.1,0.547,0.432,6,0.547,0.432,0.547,100,0,,False,True,0.0,none,0,0,0
3,44,small-world,500,True,True,0.798,1.0,1.0,0,1,1.0,0.667,9,6,0.1,0.677,0.621,6,0.655,0.564,0.655,100,0,,False,True,0.0,none,0,0,0
4,45,small-world,500,True,True,0.796,1.0,1.0,0,1,1.0,0.429,7,3,0.1,0.546,0.467,6,0.546,0.467,0.546,100,0,,False,True,0.0,none,0,0,0
5,46,small-world,500,True,True,0.813,1.0,1.0,0,1,1.0,0.5,8,4,0.1,0.544,0.45,6,0.544,0.45,0.544,100,0,,False,True,0.0,none,0,0,0
6,47,small-world,500,True,True,0.836,1.0,1.0,0,1,1.0,0.571,7,4,0.1,0.562,0.474,6,0.559,0.465,0.559,100,0,,False,True,0.0,none,0,0,0
7,48,small-world,500,True,True,0.87,1.0,1.0,0,1,1.0,0.75,4,3,0.1,0.606,0.502,6,0.606,0.5,0.606,100,0,,False,True,0.0,none,0,0,0
8,49,small-world,500,True,True,0.846,1.0,1.0,0,1,1.0,0.333,6,2,0.1,0.592,0.488,6,0.592,0.488,0.592,100,0,,False,True,0.0,none,0,0,0
9,50,small-world,500,True,True,0.825,1.0,1.0,0,1,1.0,0.5,8,4,0.1,0.617,0.537,6,0.617,0.536,0.617,100,0,,False,True,0.0,none,0,0,0
10,51,small-world,500,True,True,0.886,1.0,1.0,0,1,1.0,0.75,4,3,0.1,0.609,0.497,6,0.609,0.492,0.609,100,0,,False,True,0.0,none,0,0,0
11,52,small-world,500,True,True,0.883,1.0,1.0,0,1,1.0,0.5,4,2,0.1,0.662,0.564,6,0.662,0.564,0.662,100,0,,False,True,0.0,none,0,0,0
12,53,small-world,500,True,True,0.86,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.583,0.466,6,0.583,0.466,0.583,100,0,,False,True,0.0,none,0,0,0
13,54,small-world,500,True,True,0.859,1.0,1.0,0,1,1.0,0.25,4,1,0.1,0.582,0.475,6,0.582,0.475,0.582,100,0,,False,True,0.0,none,0,0,0
14,55,small-world,500,True,True,0.834,1.0,1.0,0,1,1.0,0.6,5,3,0.1,0.591,0.494,6,0.59,0.494,0.59,100,0,,False,True,0.0,none,0,0,0
15,56,small-world,500,True,True,0.871,1.0,1.0,0,1,1.0,0.0,2,0,0.1,0.634,0.527,6,0.634,0.526,0.634,100,0,,False,True,0.0,none,0,0,0
16,57,small-world,500,True,True,0.919,1.0,1.0,0,1,1.0,0.5,2,1,0.1,0.649,0.533,6,0.649,0.533,0.649,100,0,,False,True,0.0,none,0,0,0
17,58,small-world,500,True,True,0.825,1.0,1.0,0,1,1.0,0.4,5,2,0.1,0.609,0.529,6,0.609,0.522,0.609,100,0,,False,True,0.0,none,0,0,0
18,59,small-world,500,True,True,0.896,1.0,1.0,0,1,1.0,0.5,2,1,0.1,0.622,0.505,6,0.622,0.505,0.622,100,0,,False,True,0.0,none,0,0,0
19,60,small-world,500,True,True,0.854,1.0,1.0,0,1,1.0,0.571,7,4,0.1,0.661,0.567,6,0.661,0.565,0.661,100,0,,False,True,0.0,none,0,0,0
20,61,small-world,500,True,True,0.919,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.603,0.48,6,0.603,0.48,0.603,100,0,,False,True,0.0,none,0,0,0
21,62,small-world,500,True,True,0.81,1.0,1.0,0,1,1.0,0.667,6,4,0.1,0.623,0.548,6,0.623,0.543,0.623,100,0,,False,True,0.0,none,0,0,0
22,63,small-world,500,True,True,0.837,1.0,1.0,0,1,1.0,0.667,6,4,0.1,0.706,0.624,6,0.655,0.559,0.655,100,0,,False,True,0.0,none,0,0,0
23,64,small-world,500,True,True,0.829,1.0,1.0,0,1,1.0,0.714,7,5,0.1,0.638,0.56,6,0.638,0.548,0.638,100,0,,False,True,0.0,none,0,0,0
24,65,small-world,500,True,True,0.828,1.0,1.0,0,1,1.0,0.5,4,2,0.1,0.614,0.534,6,0.614,0.534,0.614,100,0,,False,True,0.0,none,0,0,0
25,66,small-world,500,True,True,0.862,1.0,1.0,0,1,1.0,0.5,4,2,0.1,0.644,0.545,6,0.644,0.545,0.644,100,0,,False,True,0.0,none,0,0,0
26,67,small-world,500,True,True,0.862,1.0,1.0,0,1,1.0,0.0,3,0,0.1,0.633,0.554,6,0.633,0.554,0.633,100,0,,False,True,0.0,none,0,0,0
27,68,small-world,500,True,True,0.873,1.0,1.0,0,1,1.0,0.0,2,0,0.1,0.575,0.459,6,0.575,0.459,0.575,100,0,,False,True,0.0,none,0,0,0
28,69,small-world,500,True,True,0.888,1.0,1.0,0,1,1.0,0.0,4,0,0.1,0.611,0.484,6,0.607,0.483,0.607,100,0,,False,True,0.0,none,0,0,0
29,70,small-world,500,True,True,0.806,1.0,1.0,0,1,1.0,0.4,5,2,0.1,0.527,0.436,6,0.527,0.436,0.527,100,0,,False,True,0.0,none,0,0,0
30,71,small-world,500,True,True,0.897,1.0,1.0,0,1,1.0,0.0,2,0,0.1,0.609,0.49,6,0.609,0.489,0.609,100,0,,False,True,0.0,none,0,0,0
31,72,small-world,500,True,True,0.88,1.0,1.0,0,1,1.0,0.5,4,2,0.1,0.643,0.542,6,0.643,0.542,0.643,100,0,,False,True,0.0,none,0,0,0
32,73,small-world,500,True,True,0.835,1.0,1.0,0,1,1.0,0.333,3,1,0.1,0.573,0.47,6,0.573,0.47,0.573,100,0,,False,True,0.0,none,0,0,0
33,74,small-world,500,True,True,0.892,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.642,0.531,6,0.642,0.53,0.642,100,0,,False,True,0.0,none,0,0,0
34,75,small-world,500,True,True,0.836,1.0,1.0,0,1,1.0,0.667,6,4,0.1,0.64,0.555,6,0.64,0.534,0.64,100,0,,False,True,0.0,none,0,0,0
35,76,small-world,500,True,True,0.833,1.0,1.0,0,1,1.0,0.667,6,4,0.1,0.616,0.53,6,0.616,0.529,0.616,100,0,,False,True,0.0,none,0,0,0
36,77,small-world,500,True,True,0.858,1.0,1.0,0,1,1.0,0.375,8,3,0.1,0.63,0.529,6,0.63,0.514,0.63,100,0,,False,True,0.0,none,0,0,0
37,78,small-world,500,True,True,0.928,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.666,0.547,6,0.666,0.547,0.666,120,20,,False,True,0.0,none,0,0,0
38,79,small-world,500,True,True,0.865,1.0,1.0,0,1,1.0,0.667,3,2,0.1,0.59,0.497,6,0.59,0.497,0.59,100,0,,False,True,0.0,none,0,0,0
39,80,small-world,500,True,True,0.903,1.0,1.0,0,1,1.0,0.333,3,1,0.1,0.665,0.548,6,0.66,0.536,0.66,100,0,,False,True,0.0,none,0,0,0
40,81,small-world,500,True,True,0.877,1.0,1.0,0,1,1.0,0.667,3,2,0.1,0.637,0.533,6,0.637,0.528,0.637,100,0,,False,True,0.0,none,0,0,0
41,82,small-world,500,True,True,0.887,1.0,1.0,0,1,1.0,0.5,2,1,0.1,0.623,0.52,6,0.623,0.52,0.623,100,0,,False,True,0.0,none,0,0,0
42,83,small-world,500,True,True,0.85,1.0,1.0,0,1,1.0,0.0,3,0,0.1,0.575,0.472,6,0.575,0.472,0.575,100,0,,False,True,0.0,none,0,0,0
43,84,small-world,500,True,True,0.837,1.0,1.0,0,1,1.0,0.6,5,3,0.1,0.619,0.518,6,0.619,0.515,0.619,100,0,,False,True,0.0,none,0,0,0
44,85,small-world,500,True,True,0.906,1.0,1.0,0,1,1.0,0.5,4,2,0.1,0.695,0.594,6,0.695,0.594,0.695,100,0,,False,True,0.0,none,0,0,0
45,86,small-world,500,True,True,0.832,1.0,1.0,0,1,1.0,0.429,7,3,0.1,0.624,0.537,6,0.624,0.537,0.624,100,0,,False,True,0.0,none,0,0,0
46,87,small-world,500,True,True,0.881,1.0,1.0,0,1,1.0,0.0,3,0,0.1,0.636,0.512,6,0.636,0.512,0.636,100,0,,False,True,0.0,none,0,0,0
47,88,small-world,500,True,True,0.897,1.0,1.0,0,1,1.0,0.4,5,2,0.1,0.729,0.639,6,0.651,0.57,0.651,100,0,,False,True,0.0,none,0,0,0
48,89,small-world,500,True,True,0.826,1.0,1.0,0,1,1.0,0.2,5,1,0.1,0.596,0.515,6,0.596,0.501,0.596,100,0,,False,True,0.0,none,0,0,0
49,90,small-world,500,True,True,0.922,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.647,0.524,6,0.646,0.513,0.646,100,0,,False,True,0.0,none,0,0,0
50,91,small-world,500,True,True,0.803,1.0,1.0,0,1,1.0,0.429,7,3,0.1,0.591,0.507,6,0.591,0.507,0.591,100,0,,False,True,0.0,none,0,0,0
51,92,small-world,500,True,True,0.869,1.0,1.0,0,1,1.0,0.5,4,2,0.1,0.617,0.513,6,0.617,0.513,0.617,120,20,,False,True,0.0,none,0,0,0
52,93,small-world,500,True,True,0.819,1.0,1.0,0,1,1.0,0.667,9,6,0.1,0.649,0.58,6,0.648,0.556,0.648,100,0,,False,True,0.0,none,0,0,0
53,94,small-world,500,True,True,0.84,1.0,1.0,0,1,1.0,0.714,7,5,0.1,0.602,0.512,6,0.602,0.512,0.602,100,0,,False,True,0.0,none,0,0,0
54,95,small-world,500,True,True,0.868,1.0,1.0,0,1,1.0,0.0,2,0,0.1,0.628,0.533,6,0.628,0.533,0.628,100,0,,False,True,0.0,none,0,0,0
55,96,small-world,500,True,True,0.821,1.0,1.0,0,1,1.0,0.571,7,4,0.1,0.592,0.498,6,0.592,0.498,0.592,100,0,,False,True,0.0,none,0,0,0
56,97,small-world,500,True,True,0.816,1.0,1.0,0,1,1.0,0.286,7,2,0.1,0.503,0.398,6,0.503,0.398,0.503,100,0,,False,True,0.0,none,0,0,0
57,98,small-world,500,True,True,0.89,1.0,1.0,0,1,1.0,0.667,3,2,0.1,0.644,0.53,6,0.632,0.519,0.632,100,0,,False,True,0.0,none,0,0,0
58,99,small-world,500,True,True,0.878,1.0,1.0,0,1,1.0,0.667,3,2,0.1,0.602,0.49,6,0.596,0.479,0.596,100,0,,False,True,0.0,none,0,0,0
59,100,small-world,500,True,True,0.87,1.0,1.0,0,1,1.0,0.0,3,0,0.1,0.569,0.446,6,0.569,0.446,0.569,100,0,,False,True,0.0,none,0,0,0
60,101,small-world,500,True,True,0.812,1.0,1.0,0,1,1.0,0.25,4,1,0.1,0.557,0.492,6,0.557,0.48,0.557,100,0,,False,True,0.0,none,0,0,0
61,102,small-world,500,True,True,0.9,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.618,0.501,6,0.618,0.501,0.618,100,0,,False,True,0.0,none,0,0,0
62,103,small-world,500,True,True,0.909,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.669,0.557,6,0.667,0.55,0.667,100,0,,False,True,0.0,none,0,0,0
63,104,small-world,500,True,True,0.871,1.0,1.0,0,1,1.0,0.0,3,0,0.1,0.581,0.472,6,0.581,0.466,0.581,100,0,,False,True,0.0,none,0,0,0
64,105,small-world,500,True,True,0.918,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.685,0.571,6,0.685,0.571,0.685,120,20,,False,True,0.0,none,0,0,0
