run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,small-world,500,True,True,0.902,1.0,1.0,0,1,1.0,0.5,2,1,0.2,0.645,0.553,6,0.645,0.552,0.645,100,0,,False,True,0.0,none,0,0,0
2,43,small-world,500,True,True,0.915,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.658,0.557,6,0.649,0.55,0.649,100,0,,False,True,0.0,none,0,0,0
3,44,small-world,500,True,True,0.847,1.0,1.0,0,1,1.0,0.6,5,3,0.2,0.707,0.672,6,0.682,0.609,0.682,100,0,,False,True,0.0,none,0,0,0
4,45,small-world,500,True,True,0.834,1.0,1.0,0,1,1.0,0.25,4,1,0.2,0.593,0.525,6,0.593,0.525,0.593,100,0,,False,True,0.0,none,0,0,0
5,46,small-world,500,True,True,0.848,1.0,1.0,0,1,1.0,0.667,6,4,0.2,0.613,0.534,6,0.612,0.534,0.612,100,0,,False,True,0.0,none,0,0,0
6,47,small-world,500,True,True,0.9,1.0,1.0,0,1,1.0,0.5,4,2,0.2,0.644,0.564,6,0.642,0.558,0.642,100,0,,False,True,0.0,none,0,0,0
7,48,small-world,500,True,True,0.911,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.681,0.593,6,0.681,0.593,0.681,120,20,,False,True,0.0,none,0,0,0
8,49,small-world,500,True,True,0.912,1.0,1.0,0,1,1.0,0.0,2,0,0.2,0.677,0.591,6,0.673,0.582,0.673,100,0,,False,True,0.0,none,0,0,0
9,50,small-world,500,True,True,0.892,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.672,0.608,6,0.672,0.604,0.672,100,0,,False,True,0.0,none,0,0,0
10,51,small-world,500,True,True,0.928,1.0,1.0,0,1,1.0,0.667,3,2,0.2,0.693,0.608,6,0.665,0.571,0.665,100,0,,False,True,0.0,none,0,0,0
11,52,small-world,500,True,True,0.913,1.0,1.0,0,1,1.0,0.667,3,2,0.2,0.725,0.647,6,0.72,0.629,0.72,100,0,,False,True,0.0,none,0,0,0
12,53,small-world,500,True,True,0.925,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.685,0.587,6,0.683,0.583,0.683,100,0,,False,True,0.0,none,0,0,0
13,54,small-world,500,True,True,0.899,1.0,1.0,0,1,1.0,0.333,3,1,0.2,0.67,0.586,6,0.668,0.58,0.668,100,0,,False,True,0.0,none,0,0,0
