run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
33,74,scale-free,500,True,True,0.877,1.0,1.0,0,1,1.0,0.0,2,0,0.1,0.555,0.428,6,0.555,0.428,0.555,100,0,,False,True,0.0,none,0,0,0
34,75,scale-free,500,True,True,0.862,1.0,1.0,0,1,1.0,0.25,4,1,0.1,0.576,0.463,6,0.575,0.463,0.575,100,0,,False,True,0.0,none,0,0,0
35,76,scale-free,500,True,True,0.864,1.0,1.0,0,1,1.0,0.167,6,1,0.1,0.58,0.463,6,0.58,0.463,0.58,100,0,,False,True,0.0,none,0,0,0
36,77,scale-free,500,True,True,0.815,1.0,1.0,0,1,1.0,0.167,6,1,0.1,0.466,0.347,6,0.466,0.347,0.466,100,0,,False,True,0.0,none,0,0,0
37,78,scale-free,500,True,True,0.919,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.656,0.529,6,0.656,0.529,0.656,100,0,,False,True,0.0,none,0,0,0
38,79,scale-free,500,True,True,0.798,1.0,1.0,0,1,1.0,0.875,8,7,0.1,0.465,0.351,6,0.465,0.351,0.465,100,0,,False,True,0.0,none,0,0,0
39,80,scale-free,500,True,True,0.777,1.0,1.0,0,1,1.0,0.3,10,3,0.1,0.498,0.397,6,0.497,0.397,0.497,100,0,,False,True,0.0,none,0,0,0
40,81,scale-free,500,True,True,0.849,1.0,1.0,0,1,1.0,0.25,4,1,0.1,0.568,0.441,6,0.568,0.441,0.568,100,0,,False,True,0.0,none,0,0,0
41,82,scale-free,500,True,True,0.812,1.0,1.0,0,1,1.0,0.5,6,3,0.1,0.544,0.44,6,0.544,0.44,0.544,100,0,,False,True,0.0,none,0,0,0
42,83,scale-free,500,True,True,0.82,1.0,1.0,1,2,0.985,0.778,9,7,0.1,0.61,0.511,6,0.595,0.483,0.595,100,0,,False,True,0.0,none,0,0,0
43,84,scale-free,500,True,True,0.834,1.0,1.0,0,1,1.0,0.667,6,4,0.1,0.504,0.388,6,0.504,0.388,0.504,100,0,,False,True,0.0,none,0,0,0
44,85,scale-free,500,True,True,0.892,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.643,0.52,6,0.643,0.52,0.643,100,0,,False,True,0.0,none,0,0,0
45,86,scale-free,500,True,True,0.87,1.0,1.0,0,1,1.0,0.25,4,1,0.1,0.619,0.509,6,0.617,0.503,0.617,100,0,,False,True,0.0,none,0,0,0
46,87,scale-free,500,True,True,0.874,1.0,1.0,0,1,1.0,0.333,3,1,0.1,0.675,0.574,6,0.672,0.554,0.672,100,0,,False,True,0.0,none,0,0,0
47,88,scale-free,500,True,True,0.815,1.0,1.0,0,1,1.0,0.4,5,2,0.1,0.466,0.352,6,0.466,0.352,0.466,100,0,,False,True,0.0,none,0,0,0
48,89,scale-free,500,True,True,0.828,1.0,1.0,0,1,1.0,0.0,4,0,0.1,0.521,0.405,6,0.521,0.405,0.521,100,0,,False,True,0.0,none,0,0,0
49,90,scale-free,500,True,True,0.798,1.0,1.0,0,1,1.0,0.667,9,6,0.1,0.574,0.47,6,0.574,0.47,0.574,100,0,,False,True,0.0,none,0,0,0
50,91,scale-free,500,True,True,0.916,1.0,1.0,2,3,0.969,0.0,1,0,0.1,0.648,0.524,6,0.625,0.506,0.625,100,0,,False,True,0.0,none,0,0,0
51,92,scale-free,500,True,True,0.914,1.0,1.0,0,1,1.0,0.333,3,1,0.1,0.678,0.553,6,0.672,0.545,0.672,100,0,,False,True,0.0,none,0,0,0
52,93,scale-free,500,True,True,0.772,1.0,1.0,0,1,1.0,0.4,10,4,0.1,0.493,0.39,6,0.493,0.39,0.493,100,0,,False,True,0.0,none,0,0,0
53,94,scale-free,500,True,True,0.864,1.0,1.0,0,1,1.0,0.333,3,1,0.1,0.611,0.497,6,0.61,0.497,0.61,100,0,,False,True,0.0,none,0,0,0
54,95,scale-free,500,True,True,0.933,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.63,0.485,6,0.63,0.485,0.63,100,0,,False,True,0.0,none,0,0,0
55,96,scale-free,500,True,True,0.841,1.0,1.0,0,1,1.0,0.5,2,1,0.1,0.557,0.44,6,0.557,0.44,0.557,100,0,,False,True,0.0,none,0,0,0
56,97,scale-free,500,True,True,0.751,1.0,1.0,0,1,1.0,0.273,11,3,0.1,0.456,0.357,6,0.456,0.357,0.456,100,0,,False,True,0.0,none,0,0,0
57,98,scale-free,500,True,True,0.798,1.0,1.0,0,1,1.0,0.571,7,4,0.1,0.465,0.345,6,0.465,0.345,0.465,100,0,,False,True,0.0,none,0,0,0
58,99,scale-free,500,True,True,0.872,1.0,1.0,0,1,1.0,0.167,6,1,0.1,0.598,0.476,6,0.598,0.476,0.598,100,0,,False,True,0.0,none,0,0,0
59,100,scale-free,500,True,True,0.869,1.0,1.0,0,1,1.0,0.5,2,1,0.1,0.598,0.48,6,0.594,0.477,0.594,100,0,,False,True,0.0,none,0,0,0
60,101,scale-free,500,True,True,0.847,1.0,1.0,0,1,1.0,0.286,7,2,0.1,0.608,0.494,6,0.6,0.491,0.6,100,0,,False,True,0.0,none,0,0,0
61,102,scale-free,500,True,True,0.808,1.0,1.0,0,1,1.0,0.5,6,3,0.1,0.532,0.42,6,0.532,0.42,0.532,100,0,,False,True,0.0,none,0,0,0
62,103,scale-free,500,True,True,0.859,1.0,1.0,0,1,1.0,0.0,3,0,0.1,0.591,0.465,6,0.591,0.465,0.591,100,0,,False,True,0.0,none,0,0,0
63,104,scale-free,500,True,True,0.837,1.0,1.0,0,1,1.0,0.6,5,3,0.1,0.55,0.431,6,0.55,0.431,0.55,100,0,,False,True,0.0,none,0,0,0
64,105,scale-free,500,True,True,0.891,1.0,1.0,0,1,1.0,0.0,3,0,0.1,0.697,0.597,6,0.697,0.597,0.697,120,20,,False,True,0.0,none,0,0,0
65,106,scale-free,500,True,True,0.84,1.0,1.0,0,1,1.0,0.375,8,3,0.1,0.593,0.484,6,0.593,0.484,0.593,100,0,,False,True,0.0,none,0,0,0
66,107,scale-free,500,True,True,0.852,1.0,1.0,0,1,1.0,0.6,5,3,0.1,0.591,0.482,6,0.591,0.482,0.591,100,0,,False,True,0.0,none,0,0,0
67,108,scale-free,500,True,True,0.854,1.0,1.0,0,1,1.0,0.0,3,0,0.1,0.486,0.351,6,0.486,0.351,0.486,100,0,,False,True,0.0,none,0,0,0
68,109,scale-free,500,True,True,0.9,1.0,1.0,0,1,1.0,0.0,2,0,0.1,0.608,0.478,6,0.608,0.477,0.608,100,0,,False,True,0.0,none,0,0,0
69,110,scale-free,500,True,True,0.709,1.0,1.0,0,1,1.0,0.727,11,8,0.1,0.354,0.259,6,0.354,0.259,0.354,100,0,,False,True,0.0,none,0,0,0
70,111,scale-free,500,True,True,0.894,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.592,0.466,6,0.592,0.466,0.592,120,20,,False,True,0.0,none,0,0,0
71,112,scale-free,500,True,True,0.854,1.0,1.0,0,1,1.0,0.333,3,1,0.1,0.566,0.441,6,0.566,0.441,0.566,100,0,,False,True,0.0,none,0,0,0
72,113,scale-free,500,True,True,0.761,1.0,1.0,0,1,1.0,0.2,10,2,0.1,0.459,0.362,6,0.459,0.362,0.459,100,0,,False,True,0.0,none,0,0,0
73,114,scale-free,500,True,True,0.841,1.0,1.0,0,1,1.0,0.5,6,3,0.1,0.647,0.545,6,0.644,0.536,0.644,100,0,,False,True,0.0,none,0,0,0
74,115,scale-free,500,True,True,0.847,1.0,1.0,0,1,1.0,0.2,5,1,0.1,0.617,0.512,6,0.617,0.512,0.617,100,0,,False,True,0.0,none,0,0,0
75,116,scale-free,500,True,True,0.885,1.0,1.0,0,1,1.0,0.333,3,1,0.1,0.632,0.517,6,0.623,0.511,0.623,100,0,,False,True,0.0,none,0,0,0
76,117,scale-free,500,True,True,0.896,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.592,0.468,6,0.592,0.468,0.592,100,0,,False,True,0.0,none,0,0,0
77,118,scale-free,500,True,True,0.918,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.655,0.526,6,0.655,0.526,0.655,100,0,,False,True,0.0,none,0,0,0
78,119,scale-free,500,True,True,0.785,1.0,1.0,0,1,1.0,0.625,8,5,0.1,0.514,0.41,6,0.514,0.41,0.514,100,0,,False,True,0.0,none,0,0,0
79,120,scale-free,500,True,True,0.86,1.0,1.0,0,1,1.0,0.0,3,0,0.1,0.619,0.506,6,0.619,0.506,0.619,100,0,,False,True,0.0,none,0,0,0
80,121,scale-free,500,True,True,0.741,1.0,1.0,0,1,1.0,0.444,9,4,0.1,0.393,0.302,6,0.393,0.302,0.393,100,0,,False,True,0.0,none,0,0,0
81,122,scale-free,500,True,True,0.883,1.0,1.0,0,1,1.0,0.5,2,1,0.1,0.578,0.458,6,0.578,0.458,0.578,100,0,,False,True,0.0,none,0,0,0
82,123,scale-free,500,True,True,0.892,1.0,1.0,0,1,1.0,0.667,3,2,0.1,0.675,0.559,6,0.674,0.559,0.674,100,0,,False,True,0.0,none,0,0,0
83,124,scale-free,500,True,True,0.851,1.0,1.0,0,1,1.0,0.6,5,3,0.1,0.563,0.452,6,0.563,0.452,0.563,100,0,,False,True,0.0,none,0,0,0
84,125,scale-free,500,True,True,0.873,1.0,1.0,0,1,1.0,0.25,4,1,0.1,0.543,0.415,6,0.543,0.415,0.543,100,0,,False,True,0.0,none,0,0,0
85,126,scale-free,500,True,True,0.875,1.0,1.0,0,1,1.0,0.5,4,2,0.1,0.648,0.529,6,0.64,0.525,0.64,100,0,,False,True,0.0,none,0,0,0
86,127,scale-free,500,True,True,0.818,1.0,1.0,0,1,1.0,0.25,4,1,0.1,0.506,0.395,6,0.506,0.395,0.506,100,0,,False,True,0.0,none,0,0,0
87,128,scale-free,500,True,True,0.937,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.659,0.523,6,0.659,0.523,0.659,100,0,,False,True,0.0,none,0,0,0
88,129,scale-free,500,True,True,0.869,1.0,1.0,0,1,1.0,0.333,3,1,0.1,0.609,0.481,6,0.608,0.48,0.608,100,0,,False,True,0.0,none,0,0,0
89,130,scale-free,500,True,True,0.885,1.0,1.0,0,1,1.0,0.0,2,0,0.1,0.565,0.432,6,0.565,0.432,0.565,100,0,,False,True,0.0,none,0,0,0
90,131,scale-free,500,True,True,0.85,1.0,1.0,0,1,1.0,0.0,3,0,0.1,0.567,0.458,6,0.567,0.458,0.567,100,0,,False,True,0.0,none,0,0,0
91,132,scale-free,500,True,True,0.737,1.0,1.0,0,1,1.0,0.333,9,3,0.1,0.434,0.344,6,0.434,0.344,0.434,100,0,,False,True,0.0,none,0,0,0
92,133,scale-free,500,True,True,0.825,1.0,1.0,0,1,1.0,0.333,6,2,0.1,0.513,0.409,6,0.513,0.409,0.513,100,0,,False,True,0.0,none,0,0,0
93,134,scale-free,500,True,True,0.789,1.0,1.0,0,1,1.0,0.286,7,2,0.1,0.499,0.403,6,0.499,0.403,0.499,100,0,,False,True,0.0,none,0,0,0
94,135,scale-free,500,True,True,0.888,1.0,1.0,0,1,1.0,0.0,2,0,0.1,0.548,0.417,6,0.548,0.417,0.548,100,0,,False,True,0.0,none,0,0,0
95,136,scale-free,500,True,True,0.867,1.0,1.0,0,1,1.0,0.25,4,1,0.1,0.584,0.471,6,0.583,0.464,0.583,100,0,,False,True,0.0,none,0,0,0
96,137,scale-free,500,True,True,0.88,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.598,0.48,6,0.598,0.48,0.598,100,0,,False,True,0.0,none,0,0,0
97,138,scale-free,500,True,True,0.888,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.55,0.417,6,0.55,0.417,0.55,100,0,,False,True,0.0,none,0,0,0
98,139,scale-free,500,True,True,0.772,1.0,1.0,0,1,1.0,0.5,10,5,0.1,0.481,0.387,6,0.479,0.387,0.479,100,0,,False,True,0.0,none,0,0,0
99,140,scale-free,500,True,True,0.868,1.0,1.0,0,1,1.0,0.333,6,2,0.1,0.643,0.532,6,0.626,0.519,0.626,100,0,,False,True,0.0,none,0,0,0
100,141,scale-free,500,True,True,0.864,1.0,1.0,0,1,1.0,0.5,2,1,0.1,0.557,0.442,6,0.557,0.441,0.557,100,0,,False,True,0.0,none,0,0,0
