run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,random,500,True,True,0.922,1.0,1.0,0,1,1.0,0.5,2,1,0.1,0.701,0.576,6,0.666,0.557,0.666,100,0,,False,True,0.0,none,0,0,0
2,43,random,500,True,True,0.84,1.0,1.0,0,1,1.0,0.0,3,0,0.1,0.501,0.383,6,0.501,0.383,0.501,100,0,,False,True,0.0,none,0,0,0
3,44,random,500,True,True,0.926,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.591,0.451,6,0.583,0.445,0.583,100,0,,False,True,0.0,none,0,0,0
4,45,random,500,True,True,0.85,1.0,1.0,0,1,1.0,0.333,3,1,0.1,0.591,0.468,6,0.591,0.468,0.591,100,0,,False,True,0.0,none,0,0,0
5,46,random,500,True,True,0.86,1.0,1.0,0,1,1.0,0.4,5,2,0.1,0.583,0.462,6,0.583,0.462,0.583,100,0,,False,True,0.0,none,0,0,0
6,47,random,500,True,True,0.943,1.0,1.0,0,1,1.0,0.0,2,0,0.1,0.69,0.549,6,0.679,0.546,0.679,100,0,,False,True,0.0,none,0,0,0
7,48,random,500,True,True,0.929,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.646,0.51,6,0.646,0.51,0.646,100,0,,False,True,0.0,none,0,0,0
8,49,random,500,True,True,0.933,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.623,0.491,6,0.623,0.491,0.623,100,0,,False,True,0.0,none,0,0,0
9,50,random,500,True,True,0.897,1.0,1.0,0,1,1.0,0.0,2,0,0.1,0.557,0.425,6,0.557,0.425,0.557,100,0,,False,True,0.0,none,0,0,0
10,51,random,500,True,True,0.902,1.0,1.0,0,1,1.0,0.667,3,2,0.1,0.716,0.602,6,0.678,0.578,0.678,100,0,,False,True,0.0,none,0,0,0
