run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,small-world,500,False,False,0.174,1.0,1.0,0,1,1.0,0.848,46,39,0.0,0.001,0.002,6,0.001,0.002,0.001,100,0,,False,True,0.0,none,0,0,0
2,43,small-world,500,False,False,0.168,1.0,1.0,0,1,1.0,0.9,50,45,0.0,0.011,0.01,6,0.011,0.01,0.011,100,0,,False,True,0.0,none,0,0,0
3,44,small-world,500,True,True,0.62,1.0,1.0,0,1,1.0,0.684,19,13,0.0,0.358,0.336,6,0.358,0.336,0.358,100,0,,False,True,0.0,none,0,0,0
4,45,small-world,500,False,False,0.396,1.0,1.0,0,1,1.0,0.861,36,31,0.0,0.149,0.132,6,0.149,0.132,0.149,100,0,,False,True,0.0,none,0,0,0
5,46,small-world,500,False,False,0.288,1.0,1.0,0,1,1.0,0.814,43,35,0.0,0.119,0.11,6,0.119,0.11,0.119,100,0,,False,True,0.0,none,0,0,0
6,47,small-world,500,False,False,0.286,1.0,1.0,0,1,1.0,0.881,42,37,0.0,0.089,0.082,6,0.089,0.082,0.089,100,0,,False,True,0.0,none,0,0,0
7,48,small-world,500,False,False,0.371,1.0,1.0,0,1,1.0,0.861,36,31,0.0,0.127,0.118,6,0.127,0.118,0.127,100,0,,False,True,0.0,none,0,0,0
8,49,small-world,500,False,False,0.312,1.0,1.0,0,1,1.0,0.784,37,29,0.0,0.058,0.048,6,0.058,0.048,0.058,100,0,,False,True,0.0,none,0,0,0
9,50,small-world,500,False,False,0.494,1.0,1.0,0,1,1.0,0.806,31,25,0.0,0.274,0.248,6,0.274,0.248,0.274,100,0,,False,True,0.0,none,0,0,0
10,51,small-world,500,False,False,0.325,1.0,1.0,0,1,1.0,0.85,40,34,0.0,0.106,0.098,6,0.106,0.098,0.106,100,0,,False,True,0.0,none,0,0,0
11,52,small-world,500,False,False,0.398,1.0,1.0,0,1,1.0,0.848,33,28,0.0,0.13,0.115,6,0.13,0.115,0.13,100,0,,False,True,0.0,none,0,0,0
12,53,small-world,500,False,False,0.226,1.0,1.0,0,1,1.0,0.837,43,36,0.0,0.009,0.009,6,0.009,0.009,0.009,100,0,,False,True,0.0,none,0,0,0
13,54,small-world,500,False,False,0.264,1.0,1.0,0,1,1.0,0.889,45,40,0.0,0.082,0.075,6,0.082,0.075,0.082,100,0,,False,True,0.0,none,0,0,0
14,55,small-world,500,False,False,0.333,1.0,1.0,0,1,1.0,0.865,37,32,0.0,0.096,0.087,6,0.096,0.087,0.096,100,0,,False,True,0.0,none,0,0,0
15,56,small-world,500,False,False,0.263,1.0,1.0,0,1,1.0,0.814,43,35,0.0,0.024,0.022,6,0.024,0.022,0.024,100,0,,False,True,0.0,none,0,0,0
16,57,small-world,500,False,False,0.232,1.0,1.0,0,1,1.0,0.804,46,37,0.0,0.067,0.061,6,0.067,0.061,0.067,100,0,,False,True,0.0,none,0,0,0
17,58,small-world,500,False,False,0.372,1.0,1.0,0,1,1.0,0.838,37,31,0.0,0.169,0.155,6,0.169,0.155,0.169,100,0,,False,True,0.0,none,0,0,0
18,59,small-world,500,False,False,0.275,1.0,1.0,0,1,1.0,0.844,45,38,0.0,0.088,0.083,6,0.088,0.083,0.088,100,0,,False,True,0.0,none,0,0,0
19,60,small-world,500,False,False,0.383,1.0,1.0,0,1,1.0,0.833,36,30,0.0,0.16,0.147,6,0.16,0.147,0.16,100,0,,False,True,0.0,none,0,0,0
20,61,small-world,500,False,False,0.268,1.0,1.0,0,1,1.0,0.837,43,36,0.0,0.106,0.095,6,0.106,0.095,0.106,100,0,,False,True,0.0,none,0,0,0
21,62,small-world,500,False,False,0.479,1.0,1.0,0,1,1.0,0.933,30,28,0.0,0.209,0.186,6,0.209,0.186,0.209,100,0,,False,True,0.0,none,0,0,0
22,63,small-world,500,False,False,0.477,1.0,1.0,0,1,1.0,0.793,29,23,0.0,0.175,0.16,6,0.175,0.16,0.175,100,0,,False,True,0.0,none,0,0,0
23,64,small-world,500,False,False,0.29,1.0,1.0,0,1,1.0,0.844,45,38,0.0,0.114,0.105,6,0.114,0.105,0.114,100,0,,False,True,0.0,none,0,0,0
24,65,small-world,500,False,False,0.472,1.0,1.0,0,1,1.0,0.833,30,25,0.0,0.196,0.185,6,0.196,0.185,0.196,100,0,,False,True,0.0,none,0,0,0
25,66,small-world,500,False,False,0.377,1.0,1.0,0,1,1.0,0.921,38,35,0.0,0.158,0.143,6,0.158,0.143,0.158,100,0,,False,True,0.0,none,0,0,0
26,67,small-world,500,False,False,0.335,1.0,1.0,0,1,1.0,0.778,36,28,0.0,0.088,0.079,6,0.088,0.079,0.088,100,0,,False,True,0.0,none,0,0,0
27,68,small-world,500,False,False,0.218,1.0,1.0,0,1,1.0,0.84,50,42,0.0,0.071,0.065,6,0.071,0.065,0.071,100,0,,False,True,0.0,none,0,0,0
28,69,small-world,500,False,False,0.204,1.0,1.0,0,1,1.0,0.816,49,40,0.0,0.052,0.048,6,0.052,0.048,0.052,100,0,,False,True,0.0,none,0,0,0
29,70,small-world,500,False,False,0.331,1.0,1.0,0,1,1.0,0.868,38,33,0.0,0.123,0.11,6,0.123,0.11,0.123,100,0,,False,True,0.0,none,0,0,0
30,71,small-world,500,False,False,0.107,1.0,1.0,0,1,1.0,0.86,57,49,0.0,0.0,0.0,6,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
31,72,small-world,500,False,False,0.346,1.0,1.0,0,1,1.0,0.825,40,33,0.0,0.181,0.164,6,0.181,0.164,0.181,100,0,,False,True,0.0,none,0,0,0
32,73,small-world,500,False,False,0.243,1.0,1.0,0,1,1.0,0.822,45,37,0.0,0.08,0.072,6,0.08,0.072,0.08,100,0,,False,True,0.0,none,0,0,0
33,74,small-world,500,False,False,0.312,1.0,1.0,0,1,1.0,0.85,40,34,0.0,0.096,0.09,6,0.096,0.09,0.096,100,0,,False,True,0.0,none,0,0,0
34,75,small-world,500,False,False,0.497,1.0,1.0,0,1,1.0,0.833,30,25,0.0,0.248,0.229,6,0.248,0.229,0.248,100,0,,False,True,0.0,none,0,0,0
35,76,small-world,500,True,True,0.516,1.0,1.0,0,1,1.0,0.778,27,21,0.0,0.202,0.196,6,0.202,0.196,0.202,100,0,,False,True,0.0,none,0,0,0
36,77,small-world,500,False,False,0.339,1.0,1.0,0,1,1.0,0.854,41,35,0.0,0.099,0.089,6,0.099,0.089,0.099,100,0,,False,True,0.0,none,0,0,0
37,78,small-world,500,False,False,0.419,1.0,1.0,0,1,1.0,0.853,34,29,0.0,0.144,0.128,6,0.144,0.128,0.144,100,0,,False,True,0.0,none,0,0,0
38,79,small-world,500,False,False,0.413,1.0,1.0,0,1,1.0,0.889,36,32,0.0,0.194,0.18,6,0.194,0.18,0.194,100,0,,False,True,0.0,none,0,0,0
39,80,small-world,500,False,False,0.339,1.0,1.0,0,1,1.0,0.795,39,31,0.0,0.094,0.082,6,0.094,0.082,0.094,100,0,,False,True,0.0,none,0,0,0
40,81,small-world,500,False,False,0.338,1.0,1.0,0,1,1.0,0.811,37,30,0.0,0.097,0.087,6,0.097,0.087,0.097,100,0,,False,True,0.0,none,0,0,0
41,82,small-world,500,False,False,0.383,1.0,1.0,0,1,1.0,0.846,39,33,0.0,0.16,0.153,6,0.16,0.153,0.16,100,0,,False,True,0.0,none,0,0,0
42,83,small-world,500,False,False,0.301,1.0,1.0,0,1,1.0,0.86,43,37,0.0,0.111,0.105,6,0.111,0.105,0.111,100,0,,False,True,0.0,none,0,0,0
43,84,small-world,500,False,False,0.289,1.0,1.0,0,1,1.0,0.81,42,34,0.0,0.064,0.053,6,0.064,0.053,0.064,100,0,,False,True,0.0,none,0,0,0
44,85,small-world,500,False,False,0.436,1.0,1.0,0,1,1.0,0.8,30,24,0.0,0.12,0.112,6,0.12,0.112,0.12,100,0,,False,True,0.0,none,0,0,0
45,86,small-world,500,False,False,0.28,1.0,1.0,0,1,1.0,0.818,44,36,0.0,0.075,0.068,6,0.075,0.068,0.075,100,0,,False,True,0.0,none,0,0,0
46,87,small-world,500,False,False,0.237,1.0,1.0,0,1,1.0,0.851,47,40,0.0,0.051,0.043,6,0.051,0.043,0.051,100,0,,False,True,0.0,none,0,0,0
47,88,small-world,500,False,False,0.469,1.0,1.0,0,1,1.0,0.844,32,27,0.0,0.213,0.199,6,0.213,0.199,0.213,100,0,,False,True,0.0,none,0,0,0
48,89,small-world,500,False,False,0.337,1.0,1.0,0,1,1.0,0.829,35,29,0.0,0.063,0.06,6,0.063,0.06,0.063,100,0,,False,True,0.0,none,0,0,0
49,90,small-world,500,False,False,0.146,1.0,1.0,0,1,1.0,0.836,55,46,0.0,0.006,0.007,6,0.006,0.007,0.006,100,0,,False,True,0.0,none,0,0,0
50,91,small-world,500,False,False,0.304,1.0,1.0,0,1,1.0,0.9,40,36,0.0,0.085,0.075,6,0.085,0.075,0.085,100,0,,False,True,0.0,none,0,0,0
51,92,small-world,500,False,False,0.316,1.0,1.0,0,1,1.0,0.846,39,33,0.0,0.102,0.092,6,0.102,0.092,0.102,100,0,,False,True,0.0,none,0,0,0
52,93,small-world,500,False,False,0.435,1.0,1.0,0,1,1.0,0.909,33,30,0.0,0.198,0.18,6,0.198,0.18,0.198,100,0,,False,True,0.0,none,0,0,0
53,94,small-world,500,False,False,0.397,1.0,1.0,0,1,1.0,0.861,36,31,0.0,0.172,0.153,6,0.172,0.153,0.172,100,0,,False,True,0.0,none,0,0,0
54,95,small-world,500,False,False,0.368,1.0,1.0,0,1,1.0,0.811,37,30,0.0,0.092,0.084,6,0.092,0.084,0.092,100,0,,False,True,0.0,none,0,0,0
55,96,small-world,500,False,False,0.226,1.0,1.0,0,1,1.0,0.881,42,37,0.0,0.023,0.023,6,0.018,0.017,0.018,100,0,,False,True,0.0,none,0,0,0
56,97,small-world,500,False,False,0.179,1.0,1.0,0,1,1.0,0.837,49,41,0.0,0.022,0.019,6,0.022,0.019,0.022,100,0,,False,True,0.0,none,0,0,0
57,98,small-world,500,False,False,0.317,1.0,1.0,0,1,1.0,0.75,36,27,0.0,0.054,0.041,6,0.054,0.041,0.054,100,0,,False,True,0.0,none,0,0,0
58,99,small-world,500,False,False,0.237,1.0,1.0,0,1,1.0,0.884,43,38,0.0,0.013,0.012,6,0.013,0.012,0.013,100,0,,False,True,0.0,none,0,0,0
59,100,small-world,500,False,False,0.169,1.0,1.0,0,1,1.0,0.82,50,41,0.0,0.002,0.002,6,0.002,0.002,0.002,100,0,,False,True,0.0,none,0,0,0
60,101,small-world,500,False,False,0.449,1.0,1.0,0,1,1.0,0.75,32,24,0.0,0.266,0.245,6,0.266,0.245,0.266,100,0,,False,True,0.0,none,0,0,0
61,102,small-world,500,False,False,0.375,1.0,1.0,0,1,1.0,0.829,35,29,0.0,0.133,0.12,6,0.133,0.12,0.133,100,0,,False,True,0.0,none,0,0,0
