run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,scale-free,500,False,False,0.06,1.0,1.0,0,1,1.0,0.839,62,52,0.0,0.005,0.001,6,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
2,43,scale-free,500,False,False,0.141,1.0,1.0,0,1,1.0,0.836,55,46,0.0,0.02,0.014,6,0.02,0.014,0.02,100,0,,False,True,0.0,none,0,0,0
3,44,scale-free,500,False,False,0.07,1.0,1.0,0,1,1.0,0.867,60,52,0.0,0.001,0.0,6,0.001,0.0,0.001,100,0,,False,True,0.0,none,0,0,0
4,45,scale-free,500,False,False,0.133,1.0,1.0,0,1,1.0,0.906,53,48,0.0,0.0,0.0,6,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
5,46,scale-free,500,False,False,0.112,1.0,1.0,0,1,1.0,0.81,58,47,0.0,0.005,0.001,6,0.005,0.001,0.005,100,0,,False,True,0.0,none,0,0,0
6,47,scale-free,500,False,False,0.093,1.0,1.0,0,1,1.0,0.914,58,53,0.0,0.0,0.0,6,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
7,48,scale-free,500,False,False,0.146,1.0,1.0,0,1,1.0,0.828,58,48,0.0,0.019,0.01,6,0.019,0.01,0.019,100,0,,False,True,0.0,none,0,0,0
8,49,scale-free,500,False,False,0.207,1.0,1.0,0,1,1.0,0.812,48,39,0.0,0.014,0.008,6,0.014,0.008,0.014,100,0,,False,True,0.0,none,0,0,0
9,50,scale-free,500,False,False,0.078,1.0,1.0,0,1,1.0,0.881,59,52,0.0,0.0,0.0,6,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
10,51,scale-free,500,False,False,0.11,1.0,1.0,0,1,1.0,0.877,57,50,0.0,0.0,0.0,6,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
