run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,federation,500,True,True,0.838,1.0,1.0,0,1,1.0,0.6,5,3,0.1,0.573,0.464,6,0.573,0.464,0.573,100,0,,False,True,0.0,none,0,0,0
2,43,federation,500,True,True,0.885,1.0,1.0,0,1,1.0,0.333,3,1,0.1,0.61,0.486,6,0.607,0.486,0.607,100,0,,False,True,0.0,none,0,0,0
3,44,federation,500,True,True,0.853,1.0,1.0,0,1,1.0,0.25,4,1,0.1,0.523,0.393,6,0.523,0.393,0.523,100,0,,False,True,0.0,none,0,0,0
4,45,federation,500,True,True,0.843,1.0,1.0,0,1,1.0,0.5,6,3,0.1,0.597,0.489,6,0.597,0.489,0.597,100,0,,False,True,0.0,none,0,0,0
5,46,federation,500,True,True,0.888,1.0,1.0,0,1,1.0,0.4,5,2,0.1,0.665,0.542,6,0.627,0.525,0.627,100,0,,False,True,0.0,none,0,0,0
6,47,federation,500,True,True,0.89,1.0,1.0,0,1,1.0,0.0,2,0,0.1,0.584,0.468,6,0.584,0.468,0.584,100,0,,False,True,0.0,none,0,0,0
7,48,federation,500,True,True,0.889,1.0,1.0,0,2,0.986,0.4,5,2,0.1,0.678,0.585,6,0.678,0.575,0.678,100,0,,False,True,0.0,none,0,0,0
8,49,federation,500,True,True,0.903,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.63,0.511,6,0.63,0.511,0.63,100,0,,False,True,0.0,none,0,0,0
9,50,federation,500,True,True,0.916,1.0,1.0,0,1,1.0,0.0,2,0,0.1,0.616,0.485,6,0.616,0.485,0.616,100,0,,False,True,0.0,none,0,0,0
10,51,federation,500,True,True,0.86,1.0,1.0,0,1,1.0,0.333,3,1,0.1,0.635,0.52,6,0.631,0.517,0.631,100,0,,False,True,0.0,none,0,0,0
11,52,federation,500,True,True,0.88,1.0,1.0,0,1,1.0,0.6,5,3,0.1,0.616,0.503,6,0.616,0.503,0.616,100,0,,False,True,0.0,none,0,0,0
12,53,federation,500,True,True,0.923,1.0,1.0,0,1,1.0,0.333,3,1,0.1,0.622,0.499,6,0.622,0.496,0.622,100,0,,False,True,0.0,none,0,0,0
13,54,federation,500,True,True,0.874,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.596,0.465,6,0.596,0.465,0.596,100,0,,False,True,0.0,none,0,0,0
14,55,federation,500,True,True,0.847,1.0,1.0,0,1,1.0,0.667,6,4,0.1,0.627,0.521,6,0.621,0.519,0.621,100,0,,False,True,0.0,none,0,0,0
15,56,federation,500,True,True,0.904,1.0,1.0,0,1,1.0,0.5,2,1,0.1,0.693,0.569,6,0.667,0.554,0.667,100,0,,False,True,0.0,none,0,0,0
16,57,federation,500,True,True,0.923,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.683,0.56,6,0.683,0.554,0.683,100,0,,False,True,0.0,none,0,0,0
17,58,federation,500,True,True,0.858,1.0,1.0,0,1,1.0,0.6,5,3,0.1,0.541,0.421,6,0.541,0.421,0.541,100,0,,False,True,0.0,none,0,0,0
18,59,federation,500,True,True,0.906,1.0,1.0,0,1,1.0,0.4,5,2,0.1,0.716,0.608,6,0.694,0.589,0.694,100,0,,False,True,0.0,none,0,0,0
19,60,federation,500,True,True,0.913,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.647,0.524,6,0.647,0.524,0.647,100,0,,False,True,0.0,none,0,0,0
