run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,federation,500,True,True,0.907,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.674,0.581,6,0.674,0.581,0.674,100,0,,False,True,0.0,none,0,0,0
2,43,federation,500,True,True,0.94,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.719,0.621,6,0.686,0.591,0.686,100,0,,False,True,0.0,none,0,0,0
3,44,federation,500,True,True,0.924,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.677,0.57,6,0.657,0.554,0.657,100,0,,False,True,0.0,none,0,0,0
4,45,federation,500,True,True,0.895,1.0,1.0,0,1,1.0,0.333,3,1,0.2,0.678,0.601,6,0.662,0.575,0.662,100,0,,False,True,0.0,none,0,0,0
5,46,federation,500,True,True,0.927,1.0,1.0,0,1,1.0,0.0,2,0,0.2,0.759,0.67,6,0.661,0.583,0.661,100,0,,False,True,0.0,none,0,0,0
6,47,federation,500,True,True,0.921,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.685,0.589,6,0.675,0.575,0.675,100,0,,False,True,0.0,none,0,0,0
7,48,federation,500,True,True,0.928,1.0,1.0,0,2,0.986,0.0,2,0,0.2,0.747,0.669,6,0.713,0.632,0.713,100,0,,False,True,0.0,none,0,0,0
8,49,federation,500,True,True,0.955,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.735,0.634,6,0.705,0.612,0.705,100,0,,False,True,0.0,none,0,0,0
9,50,federation,500,True,True,0.955,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.734,0.626,6,0.705,0.604,0.705,100,0,,False,True,0.0,none,0,0,0
10,51,federation,500,True,True,0.92,1.0,1.0,0,1,1.0,0.0,2,0,0.2,0.752,0.656,6,0.681,0.602,0.681,100,0,,False,True,0.0,none,0,0,0
11,52,federation,500,True,True,0.934,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.718,0.622,6,0.692,0.598,0.692,100,0,,False,True,0.0,none,0,0,0
12,53,federation,500,True,True,0.941,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.712,0.613,6,0.694,0.598,0.694,100,0,,False,True,0.0,none,0,0,0
13,54,federation,500,True,True,0.958,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.73,0.618,6,0.705,0.599,0.705,100,0,,False,True,0.0,none,0,0,0
14,55,federation,500,True,True,0.933,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.731,0.65,6,0.673,0.585,0.673,100,0,,False,True,0.0,none,0,0,0
15,56,federation,500,True,True,0.934,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.762,0.672,6,0.701,0.613,0.701,100,0,,False,True,0.0,none,0,0,0
16,57,federation,500,True,True,0.949,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.759,0.663,6,0.729,0.632,0.729,100,0,,False,True,0.0,none,0,0,0
17,58,federation,500,True,True,0.94,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.688,0.582,6,0.669,0.57,0.669,100,0,,False,True,0.0,none,0,0,0
18,59,federation,500,True,True,0.934,1.0,1.0,0,1,1.0,0.333,3,1,0.2,0.788,0.714,6,0.719,0.637,0.719,100,0,,False,True,0.0,none,0,0,0
19,60,federation,500,True,True,0.951,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.75,0.65,6,0.715,0.633,0.715,100,0,,False,True,0.0,none,0,0,0
20,61,federation,500,True,True,0.96,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.759,0.648,6,0.709,0.614,0.709,100,0,,False,True,0.0,none,0,0,0
21,62,federation,500,True,True,0.968,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.778,0.679,6,0.674,0.589,0.674,100,0,,False,True,0.0,none,0,0,0
22,63,federation,500,True,True,0.957,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.772,0.68,6,0.714,0.626,0.714,100,0,,False,True,0.0,none,0,0,0
23,64,federation,500,True,True,0.932,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.723,0.629,6,0.679,0.586,0.679,100,0,,False,True,0.0,none,0,0,0
24,65,federation,500,True,True,0.935,1.0,1.0,0,2,0.985,0.0,0,0,0.2,0.753,0.654,6,0.708,0.615,0.708,100,0,,False,True,0.0,none,0,0,0
25,66,federation,500,True,True,0.959,1.0,1.0,0,2,0.985,0.0,1,0,0.2,0.768,0.668,6,0.721,0.62,0.721,100,0,,False,True,0.0,none,0,0,0
26,67,federation,500,True,True,0.937,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.714,0.601,6,0.67,0.573,0.67,100,0,,False,True,0.0,none,0,0,0
27,68,federation,500,True,True,0.961,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.779,0.693,6,0.706,0.624,0.706,100,0,,False,True,0.0,none,0,0,0
28,69,federation,500,True,True,0.893,1.0,1.0,0,1,1.0,0.333,3,1,0.2,0.63,0.527,6,0.626,0.526,0.626,100,0,,False,True,0.0,none,0,0,0
29,70,federation,500,True,True,0.947,1.0,1.0,0,2,0.985,0.0,1,0,0.2,0.748,0.661,6,0.711,0.628,0.711,100,0,,False,True,0.0,none,0,0,0
30,71,federation,500,True,True,0.962,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.752,0.645,6,0.717,0.625,0.717,100,0,,False,True,0.0,none,0,0,0
31,72,federation,500,True,True,0.959,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.757,0.655,6,0.747,0.653,0.747,120,20,,False,True,0.0,none,0,0,0
32,73,federation,500,True,True,0.96,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.748,0.647,6,0.71,0.617,0.71,100,0,,False,True,0.0,none,0,0,0
33,74,federation,500,True,True,0.962,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.721,0.616,6,0.704,0.601,0.704,100,0,,False,True,0.0,none,0,0,0
34,75,federation,500,True,True,0.929,1.0,1.0,0,1,1.0,0.25,4,1,0.2,0.666,0.578,6,0.626,0.531,0.626,100,0,,False,True,0.0,none,0,0,0
