run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,federation,500,False,False,0.313,1.0,1.0,0,1,1.0,0.889,45,40,0.0,0.147,0.138,6,0.147,0.135,0.147,100,0,,False,True,0.0,none,0,0,0
2,43,federation,500,False,False,0.115,1.0,1.0,0,1,1.0,0.93,57,53,0.0,0.011,0.006,6,0.006,0.002,0.006,100,0,,False,True,0.0,none,0,0,0
3,44,federation,500,False,False,0.077,1.0,1.0,0,1,1.0,0.903,62,56,0.0,0.004,0.001,6,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
4,45,federation,500,False,False,0.176,1.0,1.0,0,1,1.0,0.857,49,42,0.0,0.005,0.004,6,0.005,0.004,0.005,100,0,,False,True,0.0,none,0,0,0
5,46,federation,500,False,False,0.077,1.0,1.0,0,1,1.0,0.887,62,55,0.0,0.0,0.0,6,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
6,47,federation,500,False,False,0.181,1.0,1.0,0,1,1.0,0.88,50,44,0.0,0.015,0.009,6,0.015,0.009,0.015,100,0,,False,True,0.0,none,0,0,0
7,48,federation,500,False,False,0.439,1.0,1.0,0,2,0.986,0.806,36,29,0.0,0.203,0.189,6,0.203,0.189,0.203,100,0,,False,True,0.0,none,0,0,0
8,49,federation,500,False,False,0.247,1.0,1.0,0,1,1.0,0.891,46,41,0.0,0.068,0.056,6,0.068,0.056,0.068,100,0,,False,True,0.0,none,0,0,0
9,50,federation,500,False,False,0.106,1.0,1.0,0,1,1.0,0.877,57,50,0.0,0.0,0.0,6,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
10,51,federation,500,False,False,0.088,1.0,1.0,0,1,1.0,0.915,59,54,0.0,0.0,0.0,6,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
11,52,federation,500,False,False,0.125,1.0,1.0,0,1,1.0,0.911,56,51,0.0,0.0,0.0,6,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
12,53,federation,500,False,False,0.208,1.0,1.0,0,1,1.0,0.875,48,42,0.0,0.028,0.017,6,0.028,0.017,0.028,100,0,,False,True,0.0,none,0,0,0
13,54,federation,500,False,False,0.112,1.0,1.0,0,1,1.0,0.857,56,48,0.0,0.0,0.0,6,0.0,0.0,0.0,100,0,,False,True,0.0,none,0,0,0
14,55,federation,500,False,False,0.298,1.0,1.0,0,1,1.0,0.878,41,36,0.0,0.082,0.066,6,0.082,0.066,0.082,100,0,,False,True,0.0,none,0,0,0
15,56,federation,500,False,False,0.278,1.0,1.0,0,1,1.0,0.867,45,39,0.0,0.129,0.118,6,0.129,0.118,0.129,100,0,,False,True,0.0,none,0,0,0
