run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,final_isolated_infiltrator_count,adversary_isolation_rate,reconnection_rate,time_to_isolation,defense_edge_cuts,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,time_to_recovery,recovered_network_size,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,scale-free,500,True,True,0.966,1.0,1.0,37,8,0.9,0.0,9,0,0.2,0.871,0.807,6,6,1.0,0.524,90.0,105,0.342,0.27,0.342,100,0,,340,59,False,True,0.0,none,0,0,0
2,43,scale-free,500,True,True,0.933,1.0,1.0,30,12,0.794,0.429,7,3,0.2,0.775,0.709,6,6,1.0,0.352,91.667,91,0.349,0.278,0.349,100,0,,,0,False,True,0.0,none,0,0,0
3,44,scale-free,500,True,True,0.921,1.0,1.0,27,8,0.896,0.25,4,1,0.2,0.751,0.681,6,6,1.0,0.323,90.0,93,0.349,0.264,0.349,100,0,,,0,False,True,0.0,none,0,0,0
4,45,scale-free,500,True,True,0.956,1.0,1.0,28,11,0.838,0.4,5,2,0.2,0.837,0.775,6,6,1.0,0.443,90.0,90,0.38,0.296,0.38,100,0,,370,57,False,True,0.0,none,0,0,0
5,46,scale-free,500,True,True,0.956,1.0,1.0,23,7,0.912,0.2,5,1,0.2,0.825,0.75,6,6,1.0,0.447,93.333,76,0.388,0.297,0.388,100,0,,380,61,False,True,0.0,none,0,0,0
6,47,scale-free,500,True,True,0.945,1.0,1.0,31,8,0.896,0.0,7,0,0.2,0.792,0.732,6,6,1.0,0.531,91.667,96,0.314,0.237,0.314,100,0,,,0,False,True,0.0,none,0,0,0
7,48,scale-free,500,True,True,0.947,1.0,1.0,19,8,0.896,0.25,4,1,0.2,0.76,0.693,6,6,1.0,0.333,90.0,72,0.388,0.307,0.388,100,0,,,0,False,True,0.0,none,0,0,0
8,49,scale-free,500,True,True,0.966,1.0,1.0,17,7,0.912,0.0,3,0,0.2,0.813,0.733,6,6,1.0,0.383,90.0,53,0.414,0.334,0.414,100,0,,390,62,False,True,0.0,none,0,0,0
9,50,scale-free,500,True,True,0.956,1.0,1.0,27,7,0.91,0.0,5,0,0.2,0.794,0.726,6,6,1.0,0.5,90.0,82,0.369,0.283,0.369,100,0,,,0,False,True,0.0,none,0,0,0
10,51,scale-free,500,True,True,0.927,1.0,1.0,33,11,0.771,0.455,11,5,0.2,0.796,0.744,6,6,1.0,0.375,90.0,96,0.321,0.246,0.321,100,0,,,0,False,True,0.0,none,0,0,0
