run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,final_isolated_infiltrator_count,adversary_isolation_rate,reconnection_rate,time_to_isolation,defense_edge_cuts,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,time_to_recovery,recovered_network_size,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
12,53,small-world,500,True,True,0.949,1.0,1.0,29,10,0.866,0.333,6,2,0.1,0.832,0.727,6,6,1.0,0.39,91.667,82,0.431,0.352,0.431,100,0,,370,58,False,True,0.0,none,0,0,0
13,54,small-world,500,True,True,0.925,1.0,1.0,33,9,0.879,0.333,9,3,0.1,0.754,0.664,6,6,1.0,0.353,91.667,89,0.375,0.303,0.375,100,0,,,0,False,True,0.0,none,0,0,0
14,55,small-world,500,True,True,0.913,1.0,1.0,40,14,0.606,0.455,11,5,0.1,0.776,0.693,6,6,1.0,0.348,90.0,97,0.348,0.283,0.348,100,0,,,0,False,True,0.0,none,0,0,0
15,56,small-world,500,True,True,0.947,1.0,1.0,24,8,0.818,0.0,3,0,0.1,0.786,0.684,6,6,1.0,0.426,90.0,69,0.421,0.342,0.421,100,0,,,0,False,True,0.0,none,0,0,0
16,57,small-world,500,True,True,0.927,1.0,1.0,19,7,0.909,0.0,1,0,0.1,0.723,0.626,6,6,1.0,0.393,90.0,62,0.421,0.333,0.421,100,0,,,0,False,True,0.0,none,0,0,0
17,58,small-world,500,True,True,0.952,1.0,1.0,34,12,0.826,0.167,6,1,0.1,0.779,0.673,6,6,1.0,0.382,90.0,89,0.388,0.311,0.388,100,0,,,0,False,True,0.0,none,0,0,0
18,59,small-world,500,True,True,0.943,1.0,1.0,21,8,0.87,0.333,6,2,0.1,0.815,0.725,6,6,1.0,0.373,91.667,67,0.471,0.389,0.471,100,0,,380,59,False,True,0.0,none,0,0,0
19,60,small-world,500,True,True,0.951,1.0,1.0,28,13,0.725,0.5,4,2,0.1,0.762,0.677,6,6,1.0,0.325,90.0,83,0.416,0.342,0.416,100,0,,,0,False,True,0.0,none,0,0,0
20,61,small-world,500,True,True,0.957,1.0,1.0,27,7,0.909,0.429,7,3,0.1,0.824,0.721,6,6,1.0,0.447,91.667,76,0.425,0.344,0.425,100,0,,380,60,False,True,0.0,none,0,0,0
21,62,small-world,500,True,True,0.903,1.0,1.0,34,15,0.765,0.286,7,2,0.1,0.745,0.67,6,6,1.0,0.309,90.0,97,0.403,0.322,0.403,100,0,,,0,False,True,0.0,none,0,0,0
22,63,small-world,500,True,True,0.955,1.0,1.0,23,9,0.882,0.444,9,4,0.1,0.798,0.698,6,6,1.0,0.382,100.0,70,0.42,0.363,0.42,100,0,,,0,False,True,0.0,none,0,0,0
23,64,small-world,500,True,True,0.943,1.0,1.0,29,10,0.821,0.143,7,1,0.1,0.761,0.668,6,6,1.0,0.345,90.0,84,0.383,0.319,0.383,100,0,,,0,False,True,0.0,none,0,0,0
24,65,small-world,500,True,True,0.954,1.0,1.0,24,9,0.826,0.25,8,2,0.1,0.795,0.688,6,6,1.0,0.397,108.333,73,0.433,0.343,0.433,100,0,,,0,False,True,0.0,none,0,0,0
25,66,small-world,500,True,True,0.958,1.0,1.0,28,9,0.868,0.2,5,1,0.1,0.84,0.75,6,6,1.0,0.439,90.0,82,0.464,0.372,0.464,100,0,,340,59,False,True,0.0,none,0,0,0
26,67,small-world,500,True,True,0.933,1.0,1.0,25,9,0.866,0.5,6,3,0.1,0.752,0.654,6,6,1.0,0.351,93.333,74,0.423,0.341,0.423,100,0,,,0,False,True,0.0,none,0,0,0
27,68,small-world,500,True,True,0.936,1.0,1.0,32,15,0.348,0.333,9,3,0.1,0.792,0.697,6,6,1.0,0.241,90.0,83,0.384,0.311,0.384,100,0,,,0,False,True,0.0,none,0,0,0
28,69,small-world,500,True,True,0.937,1.0,1.0,27,9,0.853,0.5,10,5,0.1,0.76,0.651,6,6,1.0,0.319,90.0,72,0.394,0.328,0.394,100,0,,,0,False,True,0.0,none,0,0,0
29,70,small-world,500,True,True,0.942,1.0,1.0,33,12,0.806,0.444,9,4,0.1,0.805,0.711,6,6,1.0,0.326,91.667,86,0.39,0.316,0.39,100,0,,400,54,False,True,0.0,none,0,0,0
30,71,small-world,500,True,True,0.947,1.0,1.0,28,7,0.914,0.5,8,4,0.1,0.807,0.704,6,6,1.0,0.461,95.0,76,0.409,0.33,0.409,100,0,,400,64,False,True,0.0,none,0,0,0
31,72,small-world,500,True,True,0.96,1.0,1.0,19,7,0.909,0.5,4,2,0.1,0.788,0.677,6,6,1.0,0.348,91.667,66,0.449,0.364,0.449,100,0,,,0,False,True,0.0,none,0,0,0
32,73,small-world,500,True,True,0.938,1.0,1.0,29,8,0.896,0.556,9,5,0.1,0.76,0.656,6,6,1.0,0.4,91.667,80,0.397,0.319,0.397,100,0,,,0,False,True,0.0,none,0,0,0
33,74,small-world,500,True,True,0.941,1.0,1.0,29,9,0.884,0.4,5,2,0.1,0.78,0.681,6,6,1.0,0.395,93.333,81,0.411,0.334,0.411,100,0,,,0,False,True,0.0,none,0,0,0
34,75,small-world,500,True,True,0.946,1.0,1.0,27,7,0.906,0.5,10,5,0.1,0.779,0.668,6,6,1.0,0.389,90.0,77,0.39,0.328,0.39,100,0,,,0,False,True,0.0,none,0,0,0
35,76,small-world,500,True,True,0.955,1.0,1.0,25,12,0.789,0.4,5,2,0.1,0.832,0.726,6,6,1.0,0.329,90.0,73,0.439,0.359,0.439,100,0,,370,56,False,True,0.0,none,0,0,0
36,77,small-world,500,True,True,0.928,1.0,1.0,30,10,0.706,0.4,10,4,0.1,0.766,0.666,6,6,1.0,0.345,90.0,84,0.359,0.295,0.359,100,0,,,0,False,True,0.0,none,0,0,0
37,78,small-world,500,True,True,0.95,1.0,1.0,25,10,0.492,0.5,2,1,0.1,0.823,0.724,6,6,1.0,0.348,91.667,76,0.47,0.378,0.47,100,0,,370,31,False,True,0.0,none,0,0,0
38,79,small-world,500,True,True,0.947,1.0,1.0,22,10,0.846,0.5,6,3,0.1,0.811,0.71,6,6,1.0,0.345,91.667,65,0.445,0.374,0.445,100,0,,390,55,False,True,0.0,none,0,0,0
39,80,small-world,500,True,True,0.935,1.0,1.0,28,10,0.87,0.167,6,1,0.1,0.755,0.66,6,6,1.0,0.379,90.0,87,0.396,0.313,0.396,100,0,,,0,False,True,0.0,none,0,0,0
40,81,small-world,500,True,True,0.93,1.0,1.0,29,8,0.818,0.0,3,0,0.1,0.756,0.659,6,6,1.0,0.481,90.0,85,0.407,0.322,0.407,100,0,,,0,False,True,0.0,none,0,0,0
41,82,small-world,500,True,True,0.932,1.0,1.0,26,13,0.768,0.0,2,0,0.1,0.755,0.66,6,6,1.0,0.27,90.0,74,0.423,0.346,0.423,100,0,,,0,False,True,0.0,none,0,0,0
42,83,small-world,500,True,True,0.963,1.0,1.0,24,8,0.881,0.429,7,3,0.1,0.811,0.696,6,6,1.0,0.516,90.0,72,0.416,0.346,0.416,100,0,,400,59,False,True,0.0,none,0,0,0
43,84,small-world,500,True,True,0.952,1.0,1.0,32,8,0.896,0.143,7,1,0.1,0.787,0.679,6,6,1.0,0.429,91.667,84,0.379,0.309,0.379,100,0,,,0,False,True,0.0,none,0,0,0
44,85,small-world,500,True,True,0.955,1.0,1.0,31,8,0.881,0.333,9,3,0.1,0.856,0.765,6,6,1.0,0.521,95.0,80,0.452,0.379,0.452,100,0,,330,51,False,True,0.0,none,0,0,0
45,86,small-world,500,True,True,0.923,1.0,1.0,35,12,0.806,0.444,9,4,0.1,0.78,0.697,6,6,1.0,0.396,90.0,91,0.396,0.32,0.396,100,0,,,0,False,True,0.0,none,0,0,0
46,87,small-world,500,True,True,0.949,1.0,1.0,27,9,0.882,0.2,5,1,0.1,0.794,0.689,6,6,1.0,0.407,90.0,86,0.418,0.328,0.418,100,0,,,0,False,True,0.0,none,0,0,0
47,88,small-world,500,True,True,0.952,1.0,1.0,30,11,0.851,0.444,9,4,0.1,0.815,0.727,6,6,1.0,0.375,90.0,88,0.408,0.355,0.408,100,0,,380,35,False,True,0.0,none,0,0,0
48,89,small-world,500,True,True,0.954,1.0,1.0,35,13,0.818,0.667,9,6,0.1,0.821,0.717,6,6,1.0,0.359,90.0,92,0.344,0.28,0.344,100,0,,390,54,False,True,0.0,none,0,0,0
49,90,small-world,500,True,True,0.915,1.0,1.0,30,12,0.806,0.25,8,2,0.1,0.737,0.646,6,6,1.0,0.24,91.667,81,0.364,0.299,0.364,100,0,,,0,False,True,0.0,none,0,0,0
50,91,small-world,500,True,True,0.934,1.0,1.0,25,8,0.864,0.625,8,5,0.1,0.783,0.689,6,6,1.0,0.347,90.0,72,0.403,0.329,0.403,100,0,,,0,False,True,0.0,none,0,0,0
51,92,small-world,500,True,True,0.958,1.0,1.0,23,7,0.91,0.0,3,0,0.1,0.828,0.723,6,6,1.0,0.493,103.333,69,0.462,0.375,0.462,100,0,,370,60,False,True,0.0,none,0,0,0
52,93,small-world,500,True,True,0.953,1.0,1.0,32,8,0.881,0.333,12,4,0.1,0.816,0.722,6,6,1.0,0.444,90.0,86,0.401,0.337,0.401,100,0,,390,49,False,True,0.0,none,0,0,0
53,94,small-world,500,True,True,0.955,1.0,1.0,32,9,0.853,0.25,8,2,0.1,0.825,0.734,6,6,1.0,0.357,91.667,84,0.406,0.338,0.406,100,0,,370,53,False,True,0.0,none,0,0,0
54,95,small-world,500,True,True,0.947,1.0,1.0,29,11,0.841,0.4,5,2,0.1,0.826,0.732,6,6,1.0,0.329,90.0,82,0.429,0.346,0.429,100,0,,380,58,False,True,0.0,none,0,0,0
55,96,small-world,500,True,True,0.925,1.0,1.0,30,9,0.853,0.667,12,8,0.1,0.756,0.666,6,6,1.0,0.357,90.0,84,0.377,0.301,0.377,100,0,,,0,False,True,0.0,none,0,0,0
56,97,small-world,500,True,True,0.88,1.0,1.0,41,23,0.222,0.556,18,10,0.1,0.699,0.633,6,6,1.0,0.236,90.0,97,0.334,0.284,0.334,100,0,,,0,False,True,0.0,none,0,0,0
57,98,small-world,500,True,True,0.927,1.0,1.0,32,11,0.803,0.25,8,2,0.1,0.783,0.669,6,6,1.0,0.337,90.0,89,0.361,0.291,0.361,100,0,,,0,False,True,0.0,none,0,0,0
58,99,small-world,500,True,True,0.962,1.0,1.0,28,7,0.91,0.5,12,6,0.1,0.792,0.683,6,6,1.0,0.397,90.0,79,0.384,0.317,0.384,100,0,,,0,False,True,0.0,none,0,0,0
59,100,small-world,500,True,True,0.952,1.0,1.0,26,10,0.864,0.429,7,3,0.1,0.738,0.639,6,6,1.0,0.296,91.667,81,0.376,0.302,0.376,100,0,,,0,False,True,0.0,none,0,0,0
60,101,small-world,500,True,True,0.934,1.0,1.0,30,8,0.877,0.444,9,4,0.1,0.766,0.674,6,6,1.0,0.425,91.667,78,0.374,0.3,0.374,100,0,,,0,False,True,0.0,none,0,0,0
61,102,small-world,500,True,True,0.965,1.0,1.0,20,7,0.908,0.4,5,2,0.1,0.861,0.763,6,6,1.0,0.451,90.0,58,0.49,0.4,0.49,100,0,,330,30,False,True,0.0,none,0,0,0
62,103,small-world,500,True,True,0.955,1.0,1.0,22,8,0.894,0.0,2,0,0.1,0.811,0.707,6,6,1.0,0.458,95.0,64,0.443,0.351,0.443,100,0,,380,58,False,True,0.0,none,0,0,0
63,104,small-world,500,True,True,0.941,1.0,1.0,35,11,0.727,0.455,11,5,0.1,0.779,0.683,6,6,1.0,0.452,90.0,90,0.362,0.296,0.362,100,0,,,0,False,True,0.0,none,0,0,0
64,105,small-world,500,True,True,0.955,1.0,1.0,24,10,0.829,0.0,1,0,0.1,0.813,0.712,6,6,1.0,0.292,91.667,72,0.458,0.37,0.458,100,0,,390,58,False,True,0.0,none,0,0,0
65,106,small-world,500,True,True,0.943,1.0,1.0,33,11,0.831,0.5,10,5,0.1,0.789,0.69,6,6,1.0,0.355,90.0,93,0.392,0.316,0.392,100,0,,,0,False,True,0.0,none,0,0,0
66,107,small-world,500,True,True,0.947,1.0,1.0,27,9,0.884,0.5,4,2,0.1,0.801,0.711,6,6,1.0,0.346,101.667,81,0.416,0.34,0.416,100,0,,400,61,False,True,0.0,none,0,0,0
67,108,small-world,500,True,True,0.942,1.0,1.0,27,11,0.783,0.0,5,0,0.1,0.763,0.665,6,6,1.0,0.293,93.333,75,0.393,0.326,0.393,100,0,,,0,False,True,0.0,none,0,0,0
68,109,small-world,500,True,True,0.927,1.0,1.0,20,9,0.621,0.0,2,0,0.1,0.742,0.639,6,6,1.0,0.305,95.0,59,0.427,0.349,0.427,100,0,,,0,False,True,0.0,none,0,0,0
69,110,small-world,500,True,True,0.953,1.0,1.0,24,7,0.91,0.429,7,3,0.1,0.819,0.717,6,6,1.0,0.385,91.667,65,0.436,0.367,0.436,100,0,,380,58,False,True,0.0,none,0,0,0
70,111,small-world,500,True,True,0.965,1.0,1.0,23,9,0.875,0.0,3,0,0.1,0.844,0.744,6,6,1.0,0.426,91.667,65,0.473,0.374,0.473,100,0,,350,49,False,True,0.0,none,0,0,0
71,112,small-world,500,True,True,0.962,1.0,1.0,28,8,0.897,0.5,4,2,0.1,0.824,0.723,6,6,1.0,0.455,90.0,77,0.435,0.367,0.435,100,0,,370,59,False,True,0.0,none,0,0,0
72,113,small-world,500,True,True,0.94,1.0,1.0,37,14,0.712,0.333,9,3,0.1,0.784,0.691,6,6,1.0,0.362,91.667,94,0.356,0.288,0.356,100,0,,,0,False,True,0.0,none,0,0,0
73,114,small-world,500,True,True,0.936,1.0,1.0,28,9,0.821,0.0,5,0,0.1,0.807,0.709,6,6,1.0,0.468,95.0,86,0.44,0.349,0.44,100,0,,400,55,False,True,0.0,none,0,0,0
74,115,small-world,500,True,True,0.939,1.0,1.0,25,10,0.746,0.0,4,0,0.1,0.731,0.634,6,6,1.0,0.39,93.333,77,0.413,0.333,0.413,100,0,,,0,False,True,0.0,none,0,0,0
75,116,small-world,500,True,True,0.959,1.0,1.0,40,12,0.771,0.5,14,7,0.1,0.828,0.727,6,6,1.0,0.33,90.0,94,0.344,0.29,0.344,100,0,,380,53,False,True,0.0,none,0,0,0
76,117,small-world,500,True,True,0.966,1.0,1.0,20,8,0.896,0.333,3,1,0.1,0.789,0.683,6,6,1.0,0.375,91.667,66,0.418,0.331,0.418,100,0,,,0,False,True,0.0,none,0,0,0
77,118,small-world,500,True,True,0.94,1.0,1.0,26,8,0.899,0.2,5,1,0.1,0.827,0.719,6,6,1.0,0.392,90.0,79,0.414,0.339,0.414,100,0,,370,58,False,True,0.0,none,0,0,0
78,119,small-world,500,True,True,0.95,1.0,1.0,31,7,0.912,0.286,7,2,0.1,0.837,0.747,6,6,1.0,0.449,90.0,89,0.444,0.359,0.444,100,0,,360,42,False,True,0.0,none,0,0,0
79,120,small-world,500,True,True,0.965,1.0,1.0,29,7,0.91,0.571,7,4,0.1,0.815,0.705,6,6,1.0,0.493,91.667,81,0.404,0.32,0.404,100,0,,390,61,False,True,0.0,none,0,0,0
80,121,small-world,500,True,True,0.926,1.0,1.0,32,13,0.391,0.125,8,1,0.1,0.731,0.633,6,6,1.0,0.337,91.667,92,0.371,0.295,0.371,100,0,,,0,False,True,0.0,none,0,0,0
81,122,small-world,500,True,True,0.949,1.0,1.0,23,7,0.913,0.0,4,0,0.1,0.783,0.677,6,6,1.0,0.39,90.0,80,0.427,0.341,0.427,100,0,,,0,False,True,0.0,none,0,0,0
82,123,small-world,500,True,True,0.937,1.0,1.0,24,9,0.758,0.5,8,4,0.1,0.795,0.707,6,6,1.0,0.3,91.667,70,0.435,0.349,0.435,100,0,,,0,False,True,0.0,none,0,0,0
83,124,small-world,500,True,True,0.959,1.0,1.0,24,8,0.643,0.25,4,1,0.1,0.779,0.674,6,6,1.0,0.361,93.333,72,0.422,0.333,0.422,100,0,,,0,False,True,0.0,none,0,0,0
84,125,small-world,500,True,True,0.951,1.0,1.0,26,10,0.851,0.0,4,0,0.1,0.813,0.711,6,6,1.0,0.358,93.333,79,0.434,0.362,0.434,100,0,,390,57,False,True,0.0,none,0,0,0
85,126,small-world,500,True,True,0.953,1.0,1.0,29,7,0.912,0.25,4,1,0.1,0.794,0.687,6,6,1.0,0.436,91.667,78,0.407,0.333,0.407,100,0,,,0,False,True,0.0,none,0,0,0
86,127,small-world,500,True,True,0.91,1.0,1.0,36,14,0.612,0.429,14,6,0.1,0.729,0.646,6,6,1.0,0.303,90.0,90,0.336,0.284,0.336,100,0,,,0,False,True,0.0,none,0,0,0
87,128,small-world,500,True,True,0.922,1.0,1.0,26,13,0.591,0.2,5,1,0.1,0.752,0.669,6,6,1.0,0.307,95.0,77,0.424,0.341,0.424,100,0,,,0,False,True,0.0,none,0,0,0
88,129,small-world,500,True,True,0.952,1.0,1.0,25,8,0.899,0.25,4,1,0.1,0.797,0.695,6,6,1.0,0.324,90.0,74,0.401,0.326,0.401,100,0,,,0,False,True,0.0,none,0,0,0
89,130,small-world,500,True,True,0.942,1.0,1.0,31,9,0.833,0.5,8,4,0.1,0.792,0.701,6,6,1.0,0.451,90.0,82,0.415,0.329,0.415,100,0,,,0,False,True,0.0,none,0,0,0
90,131,small-world,500,True,True,0.964,1.0,1.0,23,8,0.894,0.5,4,2,0.1,0.754,0.638,6,6,1.0,0.38,90.0,79,0.385,0.304,0.385,100,0,,,0,False,True,0.0,none,0,0,0
91,132,small-world,500,True,True,0.954,1.0,1.0,32,11,0.574,0.6,10,6,0.1,0.829,0.726,6,6,1.0,0.333,100.0,87,0.395,0.328,0.395,100,0,,380,37,False,True,0.0,none,0,0,0
92,133,small-world,500,True,True,0.933,1.0,1.0,31,9,0.769,0.444,9,4,0.1,0.78,0.673,6,6,1.0,0.395,90.0,86,0.382,0.3,0.382,100,0,,,0,False,True,0.0,none,0,0,0
93,134,small-world,500,True,True,0.946,1.0,1.0,22,7,0.909,0.667,3,2,0.1,0.794,0.695,6,6,1.0,0.406,90.0,65,0.455,0.364,0.455,100,0,,,0,False,True,0.0,none,0,0,0
94,135,small-world,500,True,True,0.909,1.0,1.0,27,10,0.754,0.333,9,3,0.1,0.721,0.636,6,6,1.0,0.304,90.0,79,0.363,0.318,0.363,100,0,,,0,False,True,0.0,none,0,0,0
95,136,small-world,500,True,True,0.915,1.0,1.0,26,13,0.727,0.333,6,2,0.1,0.747,0.656,6,6,1.0,0.338,90.0,80,0.404,0.325,0.404,100,0,,,0,False,True,0.0,none,0,0,0
96,137,small-world,500,True,True,0.962,1.0,1.0,26,12,0.838,0.5,6,3,0.1,0.787,0.679,6,6,1.0,0.301,90.0,77,0.4,0.318,0.4,100,0,,,0,False,True,0.0,none,0,0,0
97,138,small-world,500,True,True,0.963,1.0,1.0,18,7,0.909,0.333,3,1,0.1,0.809,0.691,6,6,1.0,0.455,91.667,55,0.461,0.372,0.461,100,0,,400,60,False,True,0.0,none,0,0,0
98,139,small-world,500,True,True,0.962,1.0,1.0,38,13,0.727,0.417,12,5,0.1,0.755,0.652,6,6,1.0,0.323,90.0,99,0.317,0.258,0.317,100,0,,,0,False,True,0.0,none,0,0,0
99,140,small-world,500,True,True,0.933,1.0,1.0,33,11,0.831,0.571,14,8,0.1,0.797,0.715,6,6,1.0,0.303,90.0,89,0.37,0.302,0.37,100,0,,,0,False,True,0.0,none,0,0,0
100,141,small-world,500,True,True,0.941,1.0,1.0,21,8,0.846,0.2,5,1,0.1,0.768,0.671,6,6,1.0,0.385,91.667,61,0.42,0.348,0.42,100,0,,,0,False,True,0.0,none,0,0,0
