run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,final_isolated_infiltrator_count,adversary_isolation_rate,reconnection_rate,time_to_isolation,defense_edge_cuts,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,time_to_recovery,recovered_network_size,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,federation,500,True,True,0.932,1.0,1.0,36,8,0.899,0.556,9,5,0.1,0.765,0.671,6,6,1.0,0.43,90.0,111,0.332,0.253,0.332,100,0,,,0,False,True,0.0,none,0,0,0
2,43,federation,500,True,True,0.905,1.0,1.0,39,13,0.765,0.5,12,6,0.1,0.704,0.622,6,6,1.0,0.299,90.0,137,0.296,0.218,0.296,100,0,,,0,False,True,0.0,none,0,0,0
3,44,federation,500,True,True,0.917,1.0,1.0,39,12,0.714,0.5,12,6,0.1,0.726,0.643,6,6,1.0,0.29,90.0,138,0.312,0.232,0.312,100,0,,,0,False,True,0.0,none,0,0,0
4,45,federation,500,True,True,0.878,1.0,1.0,36,10,0.719,0.643,14,9,0.1,0.672,0.584,6,6,1.0,0.296,90.0,124,0.282,0.218,0.282,100,0,,,0,False,True,0.0,none,0,0,0
5,46,federation,500,True,True,0.906,1.0,1.0,37,13,0.721,0.667,12,8,0.1,0.694,0.611,6,6,1.0,0.229,90.0,140,0.257,0.204,0.257,100,0,,,0,False,True,0.0,none,0,0,0
6,47,federation,500,True,True,0.942,1.0,1.0,43,10,0.855,0.533,15,8,0.1,0.775,0.676,6,6,1.0,0.403,91.667,126,0.289,0.226,0.289,100,0,,,0,False,True,0.0,none,0,0,0
7,48,federation,500,True,True,0.936,1.0,1.0,31,10,0.855,0.125,8,1,0.1,0.765,0.665,6,6,1.0,0.39,90.0,100,0.349,0.272,0.349,100,0,,,0,False,True,0.0,none,0,0,0
8,49,federation,500,True,True,0.944,1.0,1.0,35,7,0.906,0.667,12,8,0.1,0.784,0.681,6,6,1.0,0.51,90.0,110,0.35,0.266,0.35,100,0,,,0,False,True,0.0,none,0,0,0
9,50,federation,500,True,True,0.905,1.0,1.0,38,13,0.791,0.5,10,5,0.1,0.723,0.638,6,6,1.0,0.345,90.0,119,0.317,0.236,0.317,100,0,,,0,False,True,0.0,none,0,0,0
10,51,federation,500,True,True,0.917,1.0,1.0,37,13,0.815,0.583,12,7,0.1,0.701,0.613,6,6,1.0,0.333,90.0,123,0.284,0.216,0.284,100,0,,,0,False,True,0.0,none,0,0,0
11,52,federation,500,True,True,0.95,1.0,1.0,37,13,0.821,0.455,11,5,0.1,0.775,0.667,6,6,1.0,0.413,90.0,121,0.318,0.239,0.318,100,0,,,0,False,True,0.0,none,0,0,0
12,53,federation,500,True,True,0.894,1.0,1.0,32,9,0.886,0.2,5,1,0.1,0.693,0.604,6,6,1.0,0.295,90.0,112,0.32,0.24,0.32,100,0,,,0,False,True,0.0,none,0,0,0
13,54,federation,500,True,True,0.886,1.0,1.0,34,11,0.818,0.429,7,3,0.1,0.656,0.578,6,6,1.0,0.264,90.0,131,0.309,0.223,0.309,100,0,,,0,False,True,0.0,none,0,0,0
14,55,federation,500,True,True,0.902,1.0,1.0,35,9,0.871,0.667,9,6,0.1,0.695,0.615,6,6,1.0,0.328,90.0,119,0.31,0.232,0.31,100,0,,,0,False,True,0.0,none,0,0,0
