run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,final_isolated_infiltrator_count,adversary_isolation_rate,reconnection_rate,time_to_isolation,defense_edge_cuts,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,time_to_recovery,recovered_network_size,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,random,500,True,True,0.796,1.0,1.0,46,27,0.478,0.87,23,20,0.05,0.576,0.506,6,6,1.0,0.132,90.0,154,0.233,0.183,0.233,100,0,,,0,False,True,0.0,none,0,0,0
2,43,random,500,False,False,0.277,1.0,1.0,62,62,0.059,0.881,42,37,0.05,0.128,0.192,6,6,1.0,0.0,90.0,192,0.105,0.1,0.105,100,0,,,0,False,True,0.0,none,0,0,0
3,44,random,500,True,True,0.581,1.0,1.0,46,46,0.324,0.792,24,19,0.05,0.403,0.404,6,6,1.0,0.0,90.0,155,0.176,0.156,0.176,100,0,,,0,False,True,0.0,none,0,0,0
4,45,random,500,True,True,0.736,1.0,1.0,41,31,0.507,0.818,22,18,0.05,0.549,0.491,6,6,1.0,0.069,90.0,157,0.228,0.199,0.228,100,0,,,0,False,True,0.0,none,0,0,0
5,46,random,500,True,True,0.617,1.0,1.0,45,45,0.338,0.708,24,17,0.05,0.443,0.429,6,6,1.0,0.006,90.0,172,0.197,0.161,0.197,100,0,,,0,False,True,0.0,none,0,0,0
6,47,random,500,True,True,0.843,1.0,1.0,45,25,0.606,0.696,23,16,0.05,0.635,0.547,6,6,1.0,0.138,90.0,166,0.203,0.164,0.203,100,0,,,0,False,True,0.0,none,0,0,0
7,48,random,500,True,True,0.718,1.0,1.0,38,33,0.485,0.773,22,17,0.05,0.547,0.498,6,6,1.0,0.033,90.0,130,0.241,0.185,0.241,100,0,,,0,False,True,0.0,none,0,0,0
8,49,random,500,True,True,0.662,1.0,1.0,48,48,0.262,0.724,29,21,0.05,0.49,0.465,6,6,1.0,0.006,90.0,165,0.155,0.125,0.155,100,0,,,0,False,True,0.0,none,0,0,0
9,50,random,500,True,True,0.563,1.0,1.0,60,61,0.06,0.793,29,23,0.05,0.392,0.401,6,6,1.0,0.0,90.0,186,0.137,0.128,0.137,100,0,,,0,False,True,0.0,none,0,0,0
10,51,random,500,True,True,0.811,1.0,1.0,39,29,0.537,0.737,19,14,0.05,0.597,0.515,6,6,1.0,0.072,90.0,161,0.254,0.206,0.254,100,0,,,0,False,True,0.0,none,0,0,0
11,52,random,500,True,True,0.841,1.0,1.0,41,27,0.507,0.714,14,10,0.05,0.626,0.542,6,6,1.0,0.13,90.0,138,0.238,0.183,0.238,100,0,,,0,False,True,0.0,none,0,0,0
12,53,random,500,True,True,0.843,1.0,1.0,36,20,0.667,0.579,19,11,0.05,0.619,0.528,6,6,1.0,0.123,90.0,146,0.252,0.195,0.252,100,0,,,0,False,True,0.0,none,0,0,0
13,54,random,500,True,True,0.756,1.0,1.0,43,38,0.4,0.792,24,19,0.05,0.574,0.526,6,6,1.0,0.038,90.0,143,0.217,0.184,0.217,100,0,,,0,False,True,0.0,none,0,0,0
14,55,random,500,True,True,0.749,1.0,1.0,46,45,0.333,0.7,30,21,0.05,0.59,0.536,6,6,1.0,0.016,90.0,132,0.207,0.172,0.207,100,0,,,0,False,True,0.0,none,0,0,0
15,56,random,500,True,True,0.613,1.0,1.0,50,50,0.29,0.778,27,21,0.05,0.491,0.476,6,6,1.0,0.005,90.0,188,0.178,0.162,0.178,100,0,,,0,False,True,0.0,none,0,0,0
16,57,random,500,True,True,0.837,1.0,1.0,39,24,0.638,0.812,16,13,0.05,0.61,0.527,6,6,1.0,0.105,90.0,162,0.242,0.181,0.242,100,0,,,0,False,True,0.0,none,0,0,0
17,58,random,500,False,False,0.41,1.0,1.0,54,55,0.194,0.765,34,26,0.05,0.294,0.343,6,6,1.0,0.0,90.0,175,0.163,0.14,0.163,100,0,,,0,False,True,0.0,none,0,0,0
