run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,final_isolated_infiltrator_count,adversary_isolation_rate,reconnection_rate,time_to_isolation,defense_edge_cuts,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,time_to_recovery,recovered_network_size,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,random,500,True,True,0.948,1.0,1.0,30,7,0.915,0.75,8,6,0.1,0.699,0.6,6,6,1.0,0.371,90.0,124,0.326,0.245,0.326,100,0,,,0,False,True,0.0,none,0,0,0
2,43,random,500,True,True,0.68,1.0,1.0,47,48,0.309,0.773,22,17,0.1,0.512,0.492,6,6,1.0,0.0,90.0,172,0.226,0.157,0.226,100,0,,,0,False,True,0.0,none,0,0,0
3,44,random,500,True,True,0.863,1.0,1.0,37,12,0.818,0.667,15,10,0.1,0.65,0.574,6,6,1.0,0.252,90.0,138,0.268,0.196,0.268,100,0,,,0,False,True,0.0,none,0,0,0
4,45,random,500,True,True,0.914,1.0,1.0,32,8,0.896,0.6,10,6,0.1,0.717,0.612,6,6,1.0,0.346,90.0,136,0.329,0.251,0.329,100,0,,,0,False,True,0.0,none,0,0,0
5,46,random,500,True,True,0.887,1.0,1.0,32,9,0.884,0.364,11,4,0.1,0.646,0.571,6,6,1.0,0.221,90.0,149,0.287,0.212,0.287,100,0,,,0,False,True,0.0,none,0,0,0
6,47,random,500,True,True,0.942,1.0,1.0,34,9,0.879,0.0,7,0,0.1,0.741,0.631,6,6,1.0,0.39,90.0,145,0.302,0.221,0.302,100,0,,,0,False,True,0.0,none,0,0,0
7,48,random,500,True,True,0.939,1.0,1.0,29,9,0.882,0.5,10,5,0.1,0.716,0.617,6,6,1.0,0.349,91.667,115,0.317,0.232,0.317,100,0,,,0,False,True,0.0,none,0,0,0
8,49,random,500,True,True,0.952,1.0,1.0,40,8,0.899,0.375,8,3,0.1,0.732,0.623,6,6,1.0,0.42,90.0,150,0.256,0.174,0.256,100,0,,,0,False,True,0.0,none,0,0,0
9,50,random,500,True,True,0.889,1.0,1.0,43,14,0.746,0.625,16,10,0.1,0.669,0.588,6,6,1.0,0.222,90.0,165,0.248,0.172,0.248,100,0,,,0,False,True,0.0,none,0,0,0
10,51,random,500,True,True,0.919,1.0,1.0,30,7,0.913,0.636,11,7,0.1,0.699,0.603,6,6,1.0,0.355,90.0,141,0.33,0.259,0.33,100,0,,,0,False,True,0.0,none,0,0,0
11,52,random,500,True,True,0.928,1.0,1.0,33,11,0.855,0.375,8,3,0.1,0.701,0.61,6,6,1.0,0.347,90.0,121,0.327,0.241,0.327,100,0,,,0,False,True,0.0,none,0,0,0
12,53,random,500,True,True,0.939,1.0,1.0,31,10,0.87,0.727,11,8,0.1,0.715,0.61,6,6,1.0,0.372,90.0,137,0.318,0.246,0.318,100,0,,,0,False,True,0.0,none,0,0,0
13,54,random,500,True,True,0.915,1.0,1.0,32,10,0.864,0.667,9,6,0.1,0.711,0.62,6,6,1.0,0.416,90.0,125,0.311,0.23,0.311,100,0,,,0,False,True,0.0,none,0,0,0
14,55,random,500,True,True,0.887,1.0,1.0,35,14,0.797,0.286,14,4,0.1,0.692,0.614,6,6,1.0,0.287,90.0,115,0.291,0.223,0.291,100,0,,,0,False,True,0.0,none,0,0,0
15,56,random,500,True,True,0.908,1.0,1.0,41,10,0.855,0.5,14,7,0.1,0.697,0.611,6,6,1.0,0.304,90.0,168,0.278,0.214,0.278,100,0,,,0,False,True,0.0,none,0,0,0
