run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,final_isolated_infiltrator_count,adversary_isolation_rate,reconnection_rate,time_to_isolation,defense_edge_cuts,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,time_to_recovery,recovered_network_size,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,small-world,500,True,True,0.881,1.0,1.0,37,24,0.42,0.737,19,14,0.05,0.711,0.613,6,6,1.0,0.174,90.0,92,0.325,0.261,0.325,100,0,,,0,False,True,0.0,none,0,0,0
2,43,small-world,500,True,True,0.83,1.0,1.0,36,28,0.294,0.8,20,16,0.05,0.678,0.592,6,6,1.0,0.111,98.333,95,0.325,0.267,0.325,100,0,,,0,False,True,0.0,none,0,0,0
3,44,small-world,500,True,True,0.875,1.0,1.0,36,22,0.629,0.5,14,7,0.05,0.691,0.596,6,6,1.0,0.184,90.0,98,0.321,0.282,0.321,100,0,,,0,False,True,0.0,none,0,0,0
4,45,small-world,500,True,True,0.875,1.0,1.0,29,15,0.441,0.6,10,6,0.05,0.668,0.569,6,6,1.0,0.25,90.0,80,0.389,0.319,0.389,100,0,,,0,False,True,0.0,none,0,0,0
5,46,small-world,500,True,True,0.836,1.0,1.0,42,27,0.273,0.562,16,9,0.05,0.686,0.606,6,6,1.0,0.19,90.0,100,0.319,0.279,0.319,100,0,,,0,False,True,0.0,none,0,0,0
6,47,small-world,500,True,True,0.807,1.0,1.0,36,29,0.515,0.611,18,11,0.05,0.622,0.543,6,6,1.0,0.102,90.0,98,0.294,0.248,0.294,100,0,,,0,False,True,0.0,none,0,0,0
7,48,small-world,500,True,True,0.901,1.0,1.0,33,17,0.691,0.5,14,7,0.05,0.702,0.581,6,6,1.0,0.233,90.0,92,0.363,0.287,0.363,100,0,,,0,False,True,0.0,none,0,0,0
8,49,small-world,500,True,True,0.897,1.0,1.0,34,16,0.313,0.429,14,6,0.05,0.672,0.562,6,6,1.0,0.228,90.0,92,0.33,0.264,0.33,100,0,,,0,False,True,0.0,none,0,0,0
9,50,small-world,500,True,True,0.854,1.0,1.0,29,24,0.478,0.467,15,7,0.05,0.692,0.61,6,6,1.0,0.108,90.0,74,0.384,0.324,0.384,100,0,,,0,False,True,0.0,none,0,0,0
10,51,small-world,500,True,True,0.772,1.0,1.0,39,34,0.373,0.64,25,16,0.05,0.631,0.564,6,6,1.0,0.054,90.0,96,0.295,0.257,0.295,100,0,,,0,False,True,0.0,none,0,0,0
