run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,final_isolated_infiltrator_count,adversary_isolation_rate,reconnection_rate,time_to_isolation,defense_edge_cuts,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,time_to_recovery,recovered_network_size,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,random,500,True,True,0.959,1.0,1.0,17,7,0.914,0.0,1,0,0.2,0.801,0.727,6,6,1.0,0.435,90.0,85,0.414,0.335,0.414,100,0,,400,64,False,True,0.0,none,0,0,0
2,43,random,500,True,True,0.91,1.0,1.0,32,11,0.857,0.692,13,9,0.2,0.724,0.656,6,6,1.0,0.265,90.0,147,0.297,0.227,0.297,100,0,,,0,False,True,0.0,none,0,0,0
3,44,random,500,True,True,0.931,1.0,1.0,23,7,0.91,0.5,6,3,0.2,0.742,0.673,6,6,1.0,0.377,90.0,106,0.352,0.283,0.352,100,0,,,0,False,True,0.0,none,0,0,0
4,45,random,500,True,True,0.933,1.0,1.0,20,7,0.91,0.5,6,3,0.2,0.795,0.722,6,6,1.0,0.463,90.0,95,0.41,0.333,0.41,100,0,,,0,False,True,0.0,none,0,0,0
5,46,random,500,True,True,0.957,1.0,1.0,23,7,0.913,0.286,7,2,0.2,0.807,0.73,6,6,1.0,0.549,90.0,113,0.377,0.298,0.377,100,0,,400,63,False,True,0.0,none,0,0,0
6,47,random,500,True,True,0.96,1.0,1.0,15,7,0.909,0.0,1,0,0.2,0.799,0.724,6,6,1.0,0.375,90.0,88,0.402,0.319,0.402,100,0,,,0,False,True,0.0,none,0,0,0
7,48,random,500,True,True,0.965,1.0,1.0,21,7,0.912,0.2,5,1,0.2,0.857,0.782,6,6,1.0,0.449,91.667,89,0.413,0.334,0.413,100,0,,360,62,False,True,0.0,none,0,0,0
8,49,random,500,True,True,0.944,1.0,1.0,24,7,0.908,0.0,3,0,0.2,0.792,0.722,6,6,1.0,0.532,90.0,119,0.35,0.27,0.35,100,0,,,0,False,True,0.0,none,0,0,0
9,50,random,500,True,True,0.943,1.0,1.0,26,7,0.91,0.4,10,4,0.2,0.739,0.664,6,6,1.0,0.441,90.0,127,0.328,0.258,0.328,100,0,,,0,False,True,0.0,none,0,0,0
10,51,random,500,True,True,0.967,1.0,1.0,16,7,0.91,0.0,1,0,0.2,0.858,0.778,6,6,1.0,0.522,90.0,94,0.421,0.352,0.421,100,0,,360,61,False,True,0.0,none,0,0,0
11,52,random,500,True,True,0.948,1.0,1.0,18,7,0.912,0.0,3,0,0.2,0.83,0.76,6,6,1.0,0.41,90.0,83,0.421,0.335,0.421,100,0,,380,61,False,True,0.0,none,0,0,0
12,53,random,500,True,True,0.959,1.0,1.0,18,8,0.9,0.2,5,1,0.2,0.802,0.727,6,6,1.0,0.449,90.0,89,0.408,0.339,0.408,100,0,,400,63,False,True,0.0,none,0,0,0
13,54,random,500,True,True,0.95,1.0,1.0,20,7,0.909,0.0,2,0,0.2,0.823,0.752,6,6,1.0,0.49,91.667,98,0.403,0.324,0.403,100,0,,390,60,False,True,0.0,none,0,0,0
14,55,random,500,True,True,0.948,1.0,1.0,27,11,0.859,0.25,4,1,0.2,0.823,0.755,6,6,1.0,0.427,90.0,103,0.381,0.307,0.381,100,0,,380,61,False,True,0.0,none,0,0,0
15,56,random,500,True,True,0.948,1.0,1.0,23,7,0.91,0.0,3,0,0.2,0.8,0.728,6,6,1.0,0.457,93.333,129,0.381,0.314,0.381,100,0,,400,61,False,True,0.0,none,0,0,0
16,57,random,500,True,True,0.97,1.0,1.0,22,8,0.9,0.0,3,0,0.2,0.86,0.784,6,6,1.0,0.552,90.0,118,0.4,0.315,0.4,100,0,,360,64,False,True,0.0,none,0,0,0
17,58,random,500,True,True,0.923,1.0,1.0,19,8,0.9,0.0,5,0,0.2,0.706,0.64,6,6,1.0,0.383,90.0,94,0.377,0.302,0.377,100,0,,,0,False,True,0.0,none,0,0,0
18,59,random,500,True,True,0.97,1.0,1.0,16,7,0.915,0.0,1,0,0.2,0.859,0.777,6,6,1.0,0.519,90.0,77,0.442,0.359,0.442,100,0,,360,65,False,True,0.0,none,0,0,0
19,60,random,500,True,True,0.954,1.0,1.0,14,7,0.914,0.333,3,1,0.2,0.836,0.754,6,6,1.0,0.481,90.0,79,0.435,0.343,0.435,100,0,,380,64,False,True,0.0,none,0,0,0
20,61,random,500,True,True,0.968,1.0,1.0,19,7,0.913,0.0,0,0,0.2,0.819,0.741,6,6,1.0,0.49,103.333,104,0.414,0.329,0.414,100,0,,390,63,False,True,0.0,none,0,0,0
21,62,random,500,True,True,0.952,1.0,1.0,21,9,0.879,0.5,2,1,0.2,0.785,0.713,6,6,1.0,0.476,90.0,103,0.372,0.3,0.372,100,0,,,0,False,True,0.0,none,0,0,0
22,63,random,500,True,True,0.914,1.0,1.0,30,11,0.853,0.0,6,0,0.2,0.721,0.669,6,6,1.0,0.357,90.0,143,0.344,0.269,0.344,100,0,,,0,False,True,0.0,none,0,0,0
23,64,random,500,True,True,0.961,1.0,1.0,20,7,0.913,0.0,2,0,0.2,0.834,0.757,6,6,1.0,0.469,91.667,99,0.414,0.336,0.414,100,0,,380,63,False,True,0.0,none,0,0,0
24,65,random,500,True,True,0.947,1.0,1.0,17,8,0.894,0.0,3,0,0.2,0.76,0.686,6,6,1.0,0.467,90.0,104,0.415,0.327,0.415,100,0,,,0,False,True,0.0,none,0,0,0
25,66,random,500,True,True,0.968,1.0,1.0,19,7,0.909,0.333,3,1,0.2,0.842,0.759,6,6,1.0,0.484,90.0,102,0.406,0.324,0.406,100,0,,370,60,False,True,0.0,none,0,0,0
26,67,random,500,True,True,0.959,1.0,1.0,17,7,0.91,0.5,2,1,0.2,0.813,0.732,6,6,1.0,0.476,90.0,82,0.426,0.339,0.426,100,0,,390,61,False,True,0.0,none,0,0,0
27,68,random,500,True,True,0.964,1.0,1.0,14,7,0.912,0.0,1,0,0.2,0.762,0.682,6,6,1.0,0.437,90.0,87,0.41,0.334,0.41,100,0,,,0,False,True,0.0,none,0,0,0
28,69,random,500,True,True,0.926,1.0,1.0,19,7,0.909,0.25,4,1,0.2,0.691,0.623,6,6,1.0,0.389,90.0,95,0.375,0.301,0.375,100,0,,,0,False,True,0.0,none,0,0,0
29,70,random,500,True,True,0.954,1.0,1.0,19,8,0.896,0.2,5,1,0.2,0.805,0.731,6,6,1.0,0.434,90.0,99,0.428,0.35,0.428,100,0,,400,60,False,True,0.0,none,0,0,0
30,71,random,500,True,True,0.968,1.0,1.0,21,8,0.904,0.0,2,0,0.2,0.866,0.791,6,6,1.0,0.484,90.0,96,0.427,0.34,0.427,100,0,,350,65,False,True,0.0,none,0,0,0
31,72,random,500,True,True,0.961,1.0,1.0,19,7,0.91,0.5,2,1,0.2,0.862,0.782,6,6,1.0,0.543,93.333,105,0.424,0.336,0.424,100,0,,360,61,False,True,0.0,none,0,0,0
32,73,random,500,True,True,0.961,1.0,1.0,17,8,0.896,0.0,0,0,0.2,0.789,0.714,6,6,1.0,0.4,90.0,75,0.419,0.342,0.419,100,0,,,0,False,True,0.0,none,0,0,0
33,74,random,500,True,True,0.954,1.0,1.0,23,7,0.915,0.0,6,0,0.2,0.84,0.764,6,6,1.0,0.435,91.667,92,0.412,0.33,0.412,100,0,,370,65,False,True,0.0,none,0,0,0
34,75,random,500,True,True,0.927,1.0,1.0,30,8,0.894,0.562,16,9,0.2,0.71,0.646,6,6,1.0,0.358,90.0,139,0.313,0.26,0.313,100,0,,,0,False,True,0.0,none,0,0,0
35,76,random,500,True,True,0.966,1.0,1.0,18,7,0.909,0.0,1,0,0.2,0.813,0.73,6,6,1.0,0.5,90.0,111,0.409,0.324,0.409,100,0,,400,60,False,True,0.0,none,0,0,0
36,77,random,500,True,True,0.94,1.0,1.0,22,7,0.913,0.571,7,4,0.2,0.735,0.662,6,6,1.0,0.434,90.0,109,0.335,0.267,0.335,100,0,,,0,False,True,0.0,none,0,0,0
37,78,random,500,True,True,0.968,1.0,1.0,16,7,0.914,0.6,5,3,0.2,0.869,0.792,6,6,1.0,0.519,90.0,79,0.465,0.384,0.465,100,0,,350,64,False,True,0.0,none,0,0,0
38,79,random,500,True,True,0.903,1.0,1.0,35,9,0.881,0.545,11,6,0.2,0.742,0.693,6,6,1.0,0.282,90.0,150,0.316,0.257,0.316,100,0,,,0,False,True,0.0,none,0,0,0
