run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,final_infiltrator_count,final_isolated_infiltrator_count,adversary_isolation_rate,reconnection_rate,time_to_isolation,defense_edge_cuts,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,time_to_recovery,recovered_network_size,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,small-world,500,False,False,0.16,1.0,1.0,62,61,0.091,0.8,55,44,0.0,0.04,0.072,6,6,1.0,0.0,90.0,133,0.04,0.072,0.04,100,0,,,0,False,True,0.0,none,0,0,0
2,43,small-world,500,False,False,0.138,1.0,1.0,61,62,0.088,0.842,57,48,0.0,0.037,0.062,6,6,1.0,0.0,98.333,135,0.037,0.062,0.037,100,0,,,0,False,True,0.0,none,0,0,0
3,44,small-world,500,False,False,0.059,1.0,1.0,67,67,0.015,0.774,62,48,0.0,0.0,0.028,6,6,1.0,0.0,90.0,144,0.0,0.028,0.0,100,0,,,0,False,True,0.0,none,0,0,0
4,45,small-world,500,False,False,0.074,1.0,1.0,65,66,0.03,0.65,60,39,0.0,0.005,0.033,6,6,1.0,0.0,90.0,137,0.0,0.033,0.0,100,0,,,0,False,True,0.0,none,0,0,0
5,46,small-world,500,False,False,0.189,1.0,1.0,57,58,0.136,0.745,51,38,0.0,0.075,0.095,6,6,1.0,0.0,90.0,123,0.075,0.095,0.075,100,0,,,0,False,True,0.0,none,0,0,0
6,47,small-world,500,False,False,0.057,1.0,1.0,68,69,0.014,0.714,63,45,0.0,0.0,0.017,6,6,1.0,0.0,90.0,147,0.0,0.017,0.0,100,0,,,0,False,True,0.0,none,0,0,0
7,48,small-world,500,False,False,0.066,1.0,1.0,65,66,0.058,0.746,63,47,0.0,0.0,0.024,6,6,1.0,0.0,90.0,144,0.0,0.024,0.0,100,0,,,0,False,True,0.0,none,0,0,0
8,49,small-world,500,False,False,0.058,1.0,1.0,66,67,0.015,0.689,61,42,0.0,0.0,0.025,6,6,1.0,0.0,90.0,141,0.0,0.025,0.0,100,0,,,0,False,True,0.0,none,0,0,0
9,50,small-world,500,False,False,0.117,1.0,1.0,62,62,0.062,0.741,54,40,0.0,0.005,0.035,6,6,1.0,0.0,90.0,133,0.005,0.035,0.005,100,0,,,0,False,True,0.0,none,0,0,0
10,51,small-world,500,False,False,0.122,1.0,1.0,62,63,0.075,0.768,56,43,0.0,0.032,0.055,6,6,1.0,0.0,90.0,134,0.032,0.055,0.032,100,0,,,0,False,True,0.0,none,0,0,0
11,52,small-world,500,False,False,0.213,1.0,1.0,57,57,0.091,0.771,48,37,0.0,0.062,0.104,6,6,1.0,0.0,90.0,124,0.062,0.104,0.062,100,0,,,0,False,True,0.0,none,0,0,0
12,53,small-world,500,False,False,0.094,1.0,1.0,63,63,0.061,0.75,60,45,0.0,0.0,0.052,6,6,1.0,0.0,90.0,141,0.0,0.052,0.0,100,0,,,0,False,True,0.0,none,0,0,0
13,54,small-world,500,False,False,0.059,1.0,1.0,65,65,0.03,0.806,62,50,0.0,0.009,0.026,6,6,1.0,0.0,90.0,139,0.0,0.021,0.0,100,0,,,0,False,True,0.0,none,0,0,0
14,55,small-world,500,False,False,0.186,1.0,1.0,57,58,0.162,0.824,51,42,0.0,0.043,0.06,6,6,1.0,0.0,90.0,125,0.043,0.06,0.043,100,0,,,0,False,True,0.0,none,0,0,0
15,56,small-world,500,False,False,0.071,1.0,1.0,65,64,0.031,0.738,61,45,0.0,0.011,0.036,6,6,1.0,0.0,90.0,138,0.0,0.026,0.0,100,0,,,0,False,True,0.0,none,0,0,0
16,57,small-world,500,False,False,0.058,1.0,1.0,66,66,0.03,0.726,62,45,0.0,0.0,0.015,6,6,1.0,0.0,90.0,141,0.0,0.015,0.0,100,0,,,0,False,True,0.0,none,0,0,0
17,58,small-world,500,False,False,0.063,1.0,1.0,66,67,0.029,0.746,63,47,0.0,0.0,0.022,6,6,1.0,0.0,90.0,144,0.0,0.022,0.0,100,0,,,0,False,True,0.0,none,0,0,0
18,59,small-world,500,False,False,0.272,1.0,1.0,58,58,0.118,0.636,44,28,0.0,0.038,0.095,6,6,1.0,0.0,90.0,131,0.038,0.095,0.038,100,0,,,0,False,True,0.0,none,0,0,0
19,60,small-world,500,False,False,0.251,1.0,1.0,53,54,0.221,0.787,47,37,0.0,0.097,0.115,6,6,1.0,0.0,90.0,116,0.088,0.105,0.088,100,0,,,0,False,True,0.0,none,0,0,0
20,61,small-world,500,False,False,0.173,1.0,1.0,58,58,0.123,0.736,53,39,0.0,0.054,0.089,6,6,1.0,0.0,90.0,128,0.054,0.089,0.054,100,0,,,0,False,True,0.0,none,0,0,0
21,62,small-world,500,False,False,0.161,1.0,1.0,60,59,0.121,0.722,54,39,0.0,0.035,0.051,6,6,1.0,0.0,90.0,130,0.035,0.051,0.035,100,0,,,0,False,True,0.0,none,0,0,0
22,63,small-world,500,False,False,0.067,1.0,1.0,66,66,0.015,0.717,60,43,0.0,0.0,0.036,6,6,1.0,0.0,100.0,141,0.0,0.036,0.0,100,0,,,0,False,True,0.0,none,0,0,0
23,64,small-world,500,False,False,0.063,1.0,1.0,66,67,0.015,0.689,61,42,0.0,0.0,0.022,6,6,1.0,0.0,90.0,140,0.0,0.022,0.0,100,0,,,0,False,True,0.0,none,0,0,0
24,65,small-world,500,False,False,0.079,1.0,1.0,65,66,0.044,0.7,60,42,0.0,0.0,0.029,6,6,1.0,0.0,90.0,141,0.0,0.029,0.0,100,0,,,0,False,True,0.0,none,0,0,0
25,66,small-world,500,False,False,0.187,1.0,1.0,56,57,0.09,0.66,47,31,0.0,0.018,0.072,6,6,1.0,0.0,90.0,126,0.018,0.072,0.018,100,0,,,0,False,True,0.0,none,0,0,0
26,67,small-world,500,False,False,0.079,1.0,1.0,65,65,0.015,0.638,58,37,0.0,0.0,0.018,6,6,1.0,0.0,90.0,137,0.0,0.018,0.0,100,0,,,0,False,True,0.0,none,0,0,0
27,68,small-world,500,False,False,0.195,1.0,1.0,58,59,0.118,0.8,50,40,0.0,0.05,0.073,6,6,1.0,0.0,90.0,128,0.05,0.073,0.05,100,0,,,0,False,True,0.0,none,0,0,0
28,69,small-world,500,False,False,0.063,1.0,1.0,64,64,0.016,0.733,60,44,0.0,0.0,0.023,6,6,1.0,0.0,90.0,138,0.0,0.022,0.0,100,0,,,0,False,True,0.0,none,0,0,0
29,70,small-world,500,False,False,0.16,1.0,1.0,57,58,0.091,0.717,53,38,0.0,0.031,0.068,6,6,1.0,0.0,90.0,132,0.031,0.068,0.031,100,0,,,0,False,True,0.0,none,0,0,0
30,71,small-world,500,False,False,0.114,1.0,1.0,64,64,0.087,0.737,57,42,0.0,0.008,0.043,6,6,1.0,0.0,90.0,142,0.008,0.043,0.008,100,0,,,0,False,True,0.0,none,0,0,0
31,72,small-world,500,False,False,0.175,1.0,1.0,57,57,0.125,0.7,50,35,0.0,0.054,0.08,6,6,1.0,0.0,90.0,123,0.054,0.08,0.054,100,0,,,0,False,True,0.0,none,0,0,0
32,73,small-world,500,False,False,0.059,1.0,1.0,66,66,0.015,0.77,61,47,0.0,0.0,0.016,6,6,1.0,0.0,90.0,141,0.0,0.016,0.0,100,0,,,0,False,True,0.0,none,0,0,0
33,74,small-world,500,False,False,0.099,1.0,1.0,61,60,0.106,0.719,57,41,0.0,0.0,0.024,6,6,1.0,0.0,90.0,136,0.0,0.024,0.0,100,0,,,0,False,True,0.0,none,0,0,0
34,75,small-world,500,False,False,0.069,1.0,1.0,63,63,0.016,0.695,59,41,0.0,0.0,0.03,6,6,1.0,0.0,90.0,127,0.0,0.03,0.0,100,0,,,0,False,True,0.0,none,0,0,0
35,76,small-world,500,False,False,0.138,1.0,1.0,62,62,0.09,0.786,56,44,0.0,0.027,0.061,6,6,1.0,0.0,90.0,132,0.027,0.061,0.027,100,0,,,0,False,True,0.0,none,0,0,0
