run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_recovered_node_rate,final_trust_memory,final_infiltrator_count,final_isolated_infiltrator_count,adversary_isolation_rate,reconnection_rate,signal_propagation_rate,time_to_isolation,defense_edge_cuts,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,time_to_recovery,recovered_network_size,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,random,500,False,False,0.076,1.0,1.0,66,67,0.015,0.903,62,56,0.0,0.0,0.0,0.016,6,6,1.0,0.0,1.0,90.0,173,0.0,0.016,0.0,100,0,,,0,False,True,0.0,none,0,0,0
2,43,random,500,False,False,0.067,1.0,1.0,67,68,0.015,0.889,63,56,0.0,0.0,0.0,0.032,6,6,1.0,0.0,0.968,90.0,191,0.0,0.032,0.0,100,0,,,0,False,True,0.0,none,0,0,0
3,44,random,500,False,False,0.104,1.0,1.0,59,60,0.132,0.902,61,55,0.0,0.0,0.0,0.061,6,6,1.0,0.0,0.984,90.0,184,0.0,0.061,0.0,100,0,,,0,False,True,0.0,none,0,0,0
4,45,random,500,False,False,0.093,1.0,1.0,64,65,0.059,0.903,62,56,0.0,0.005,0.0,0.019,6,6,1.0,0.0,0.984,90.0,190,0.0,0.019,0.0,100,0,,,0,False,True,0.0,none,0,0,0
5,46,random,500,False,False,0.071,1.0,1.0,66,67,0.015,0.885,61,54,0.0,0.0,0.0,0.01,6,6,1.0,0.0,0.984,90.0,202,0.0,0.01,0.0,100,0,,,0,False,True,0.0,none,0,0,0
6,47,random,500,False,False,0.077,1.0,1.0,63,64,0.031,0.867,60,52,0.0,0.007,0.0,0.013,6,6,1.0,0.0,0.983,90.0,183,0.0,0.01,0.0,100,0,,,0,False,True,0.0,none,0,0,0
7,48,random,500,False,False,0.098,1.0,1.0,66,67,0.015,0.803,61,49,0.0,0.0,0.0,0.062,6,6,1.0,0.0,1.0,90.0,178,0.0,0.062,0.0,100,0,,,0,False,True,0.0,none,0,0,0
8,49,random,500,False,False,0.101,1.0,1.0,68,69,0.014,0.903,62,56,0.0,0.0,0.0,0.055,6,6,1.0,0.0,0.968,90.0,193,0.0,0.055,0.0,100,0,,,0,False,True,0.0,none,0,0,0
9,50,random,500,False,False,0.066,1.0,1.0,66,67,0.015,0.967,61,59,0.0,0.0,0.0,0.018,6,6,1.0,0.0,1.0,90.0,192,0.0,0.018,0.0,100,0,,,0,False,True,0.0,none,0,0,0
10,51,random,500,False,False,0.115,1.0,1.0,64,65,0.045,0.915,59,54,0.0,0.0,0.0,0.008,6,6,1.0,0.0,0.984,98.333,191,0.0,0.008,0.0,100,0,,,0,False,True,0.0,none,0,0,0
