run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_recovered_node_rate,final_trust_memory,final_infiltrator_count,final_isolated_infiltrator_count,adversary_isolation_rate,reconnection_rate,signal_propagation_rate,time_to_isolation,defense_edge_cuts,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,time_to_recovery,recovered_network_size,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,scale-free,500,True,True,0.967,1.0,1.0,6,7,0.906,0.0,0,0,0.1,0.902,0.983,0.906,6,6,1.0,0.0,1.0,100.0,18,0.707,0.744,0.707,100,0,,110,64,False,True,0.0,none,0,0,0
2,43,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.91,0.0,0,0,0.1,0.91,1.0,0.91,6,6,1.0,0.0,1.0,100.0,18,0.691,0.715,0.691,100,0,,120,60,False,True,0.0,none,0,0,0
3,44,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.91,0.0,0,0,0.1,0.91,1.0,0.91,6,6,1.0,0.0,1.0,98.333,18,0.691,0.735,0.691,100,0,,130,60,False,True,0.0,none,0,0,0
4,45,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.91,0.0,0,0,0.1,0.91,1.0,0.91,6,6,1.0,0.0,1.0,96.667,18,0.709,0.766,0.709,100,0,,120,62,False,True,0.0,none,0,0,0
5,46,scale-free,500,True,True,0.97,1.0,1.0,6,7,0.913,0.0,1,0,0.1,0.913,1.0,0.913,6,6,1.0,0.0,1.0,103.333,19,0.722,0.736,0.722,100,0,,110,68,False,True,0.0,none,0,0,0
6,47,scale-free,500,True,True,0.966,1.0,1.0,6,7,0.912,0.0,0,0,0.1,0.912,1.0,0.912,6,6,1.0,0.0,1.0,98.333,18,0.686,0.745,0.686,100,0,,120,60,False,True,0.0,none,0,0,0
7,48,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.91,0.0,0,0,0.1,0.91,1.0,0.91,6,6,1.0,0.0,1.0,100.0,18,0.717,0.755,0.717,100,,200,100,66,True,False,0.0,none,0,0,0
8,49,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.91,0.0,0,0,0.1,0.907,0.984,0.91,6,6,1.0,0.0,1.0,100.0,17,0.736,0.743,0.736,100,,180,80,65,True,False,0.0,none,0,0,0
9,50,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.91,0.0,0,0,0.1,0.91,1.0,0.91,6,6,1.0,0.0,1.0,100.0,18,0.716,0.751,0.716,100,,190,90,66,True,False,0.0,none,0,0,0
10,51,scale-free,500,True,True,0.968,1.0,1.0,6,7,0.909,0.0,1,0,0.1,0.909,1.0,0.909,6,6,1.0,0.0,1.0,98.333,18,0.678,0.733,0.678,100,0,,130,62,False,True,0.0,none,0,0,0
11,52,scale-free,500,True,True,0.966,1.0,1.0,6,7,0.912,0.0,0,0,0.1,0.912,1.0,0.912,6,6,1.0,0.0,1.0,100.0,18,0.732,0.751,0.732,100,,190,90,66,True,False,0.0,none,0,0,0
12,53,scale-free,500,True,True,0.964,1.0,1.0,6,7,0.91,0.0,0,0,0.1,0.91,1.0,0.91,6,6,1.0,0.048,1.0,100.0,21,0.703,0.743,0.703,100,0,,120,62,False,True,0.0,none,0,0,0
13,54,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.91,0.0,0,0,0.1,0.91,1.0,0.91,6,6,1.0,0.0,1.0,100.0,18,0.712,0.76,0.712,100,0,,130,59,False,True,0.0,none,0,0,0
14,55,scale-free,500,True,True,0.959,1.0,1.0,6,7,0.909,0.0,0,0,0.1,0.909,1.0,0.909,6,6,1.0,0.0,1.0,100.0,18,0.697,0.72,0.697,100,0,,120,60,False,True,0.0,none,0,0,0
15,56,scale-free,500,True,True,0.964,1.0,1.0,6,7,0.908,0.0,0,0,0.1,0.908,1.0,0.908,6,6,1.0,0.0,1.0,100.0,18,0.711,0.765,0.711,100,,200,100,65,True,False,0.0,none,0,0,0
16,57,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.91,0.0,0,0,0.1,0.91,1.0,0.91,6,6,1.0,0.0,1.0,100.0,18,0.712,0.758,0.712,100,,200,100,66,True,False,0.0,none,0,0,0
17,58,scale-free,500,True,True,0.968,1.0,1.0,6,7,0.909,0.0,0,0,0.1,0.909,1.0,0.909,6,6,1.0,0.0,1.0,100.0,18,0.71,0.743,0.71,100,,200,100,67,True,False,0.0,none,0,0,0
18,59,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.912,0.0,0,0,0.1,0.912,1.0,0.912,6,6,1.0,0.0,1.0,100.0,18,0.731,0.753,0.731,100,,190,90,65,True,False,0.0,none,0,0,0
19,60,scale-free,500,True,True,0.964,1.0,1.0,6,7,0.91,0.0,0,0,0.1,0.91,1.0,0.91,6,6,1.0,0.0,1.0,100.0,18,0.74,0.742,0.74,100,,180,80,67,True,False,0.0,none,0,0,0
20,61,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.912,0.0,0,0,0.1,0.912,1.0,0.912,6,6,1.0,0.0,1.0,100.0,18,0.701,0.764,0.701,100,0,,130,61,False,True,0.0,none,0,0,0
21,62,scale-free,500,True,True,0.97,1.0,1.0,6,7,0.915,0.0,0,0,0.1,0.915,1.0,0.915,6,6,1.0,0.0,1.0,100.0,18,0.707,0.735,0.707,100,0,,120,63,False,True,0.0,none,0,0,0
22,63,scale-free,500,True,True,0.967,1.0,1.0,6,7,0.906,0.0,0,0,0.1,0.906,1.0,0.906,6,6,1.0,0.0,1.0,100.0,18,0.69,0.747,0.69,100,0,,140,60,False,True,0.0,none,0,0,0
23,64,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.912,0.0,0,0,0.1,0.912,1.0,0.912,6,6,1.0,0.0,1.0,100.0,18,0.708,0.738,0.708,100,0,,120,60,False,True,0.0,none,0,0,0
24,65,scale-free,500,True,True,0.97,1.0,1.0,6,7,0.914,0.0,0,0,0.1,0.914,1.0,0.914,6,6,1.0,0.0,1.0,100.0,18,0.705,0.734,0.705,100,0,,120,60,False,True,0.0,none,0,0,0
25,66,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.912,0.0,0,0,0.1,0.908,0.984,0.912,6,6,1.0,0.0,1.0,100.0,18,0.739,0.747,0.739,100,,180,80,66,True,False,0.0,none,0,0,0
26,67,scale-free,500,True,True,0.968,1.0,1.0,6,7,0.909,0.0,0,0,0.1,0.909,1.0,0.909,6,6,1.0,0.0,1.0,100.0,16,0.717,0.763,0.717,100,0,,110,66,False,True,0.0,none,0,0,0
27,68,scale-free,500,True,True,0.965,1.0,1.0,6,7,0.909,0.0,0,0,0.1,0.909,1.0,0.909,6,6,1.0,0.0,1.0,100.0,18,0.704,0.748,0.704,100,0,,110,66,False,True,0.0,none,0,0,0
28,69,scale-free,500,True,True,0.967,1.0,1.0,6,7,0.91,0.0,0,0,0.1,0.91,1.0,0.91,6,6,1.0,0.0,1.0,98.333,18,0.697,0.762,0.697,100,0,,130,60,False,True,0.0,none,0,0,0
29,70,scale-free,500,True,True,0.968,1.0,1.0,6,7,0.909,0.0,0,0,0.1,0.909,1.0,0.909,6,6,1.0,0.0,1.0,100.0,18,0.72,0.773,0.72,100,,200,100,67,True,False,0.0,none,0,0,0
30,71,scale-free,500,True,True,0.97,1.0,1.0,6,7,0.913,0.0,0,0,0.1,0.913,1.0,0.913,6,6,1.0,0.0,1.0,100.0,18,0.718,0.749,0.718,100,,200,100,66,True,False,0.0,none,0,0,0
31,72,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.912,0.0,1,0,0.1,0.912,1.0,0.912,6,6,1.0,0.0,1.0,98.333,18,0.708,0.755,0.708,100,,200,100,66,True,False,0.0,none,0,0,0
32,73,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.91,0.0,0,0,0.1,0.91,1.0,0.91,6,6,1.0,0.0,1.0,100.0,18,0.716,0.744,0.716,100,,200,100,66,True,False,0.0,none,0,0,0
33,74,scale-free,500,True,True,0.968,1.0,1.0,6,7,0.909,0.0,0,0,0.1,0.909,1.0,0.909,6,6,1.0,0.0,1.0,100.0,18,0.721,0.763,0.721,100,0,,110,66,False,True,0.0,none,0,0,0
34,75,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.912,0.0,0,0,0.1,0.912,1.0,0.912,6,6,1.0,0.0,1.0,100.0,18,0.722,0.75,0.722,100,,190,90,66,True,False,0.0,none,0,0,0
35,76,scale-free,500,True,True,0.968,1.0,1.0,6,7,0.909,0.0,0,0,0.1,0.909,1.0,0.909,6,6,1.0,0.0,1.0,115.0,19,0.716,0.716,0.734,100,,180,80,66,True,False,0.0,none,0,0,0
36,77,scale-free,500,True,True,0.966,1.0,1.0,6,7,0.912,0.0,0,0,0.1,0.912,1.0,0.912,6,6,1.0,0.0,1.0,100.0,18,0.715,0.727,0.715,100,,200,100,67,True,False,0.0,none,0,0,0
37,78,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.91,0.0,0,0,0.1,0.91,1.0,0.91,6,6,1.0,0.0,1.0,100.0,16,0.717,0.758,0.717,100,,190,90,65,True,False,0.0,none,0,0,0
38,79,scale-free,500,True,True,0.958,1.0,1.0,6,7,0.91,0.0,0,0,0.1,0.908,1.0,0.91,6,6,1.0,0.0,1.0,100.0,18,0.696,0.755,0.696,100,0,,120,62,False,True,0.0,none,0,0,0
39,80,scale-free,500,True,True,0.968,1.0,1.0,6,7,0.909,0.0,2,0,0.1,0.909,1.0,0.909,6,6,1.0,0.0,1.0,100.0,18,0.691,0.734,0.691,100,0,,120,60,False,True,0.0,none,0,0,0
40,81,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.912,0.0,0,0,0.1,0.912,1.0,0.912,6,6,1.0,0.0,1.0,100.0,18,0.714,0.739,0.714,100,,200,100,67,True,False,0.0,none,0,0,0
41,82,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.912,0.0,0,0,0.1,0.912,1.0,0.912,6,6,1.0,0.0,1.0,98.333,18,0.697,0.756,0.697,100,0,,120,61,False,True,0.0,none,0,0,0
42,83,scale-free,500,True,True,0.968,1.0,1.0,6,7,0.909,0.0,0,0,0.1,0.909,1.0,0.909,6,6,1.0,0.0,1.0,100.0,18,0.711,0.744,0.711,100,0,,110,67,False,True,0.0,none,0,0,0
43,84,scale-free,500,True,True,0.967,1.0,1.0,6,7,0.91,0.0,0,0,0.1,0.91,1.0,0.91,6,6,1.0,0.0,1.0,100.0,18,0.712,0.744,0.712,100,0,,110,65,False,True,0.0,none,0,0,0
44,85,scale-free,500,True,True,0.968,1.0,1.0,6,7,0.909,0.0,0,0,0.1,0.909,1.0,0.909,6,6,1.0,0.0,1.0,100.0,18,0.712,0.757,0.712,100,,200,100,67,True,False,0.0,none,0,0,0
45,86,scale-free,500,True,True,0.968,1.0,1.0,6,7,0.909,0.0,0,0,0.1,0.909,1.0,0.909,6,6,1.0,0.0,1.0,96.667,18,0.705,0.75,0.705,100,0,,130,59,False,True,0.0,none,0,0,0
46,87,scale-free,500,True,True,0.968,1.0,1.0,6,7,0.908,0.0,0,0,0.1,0.908,1.0,0.908,6,6,1.0,0.0,1.0,98.333,18,0.723,0.746,0.723,100,0,,120,60,False,True,0.0,none,0,0,0
47,88,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.912,0.0,0,0,0.1,0.911,1.0,0.912,6,6,1.0,0.0,1.0,98.333,18,0.686,0.729,0.686,100,0,,130,61,False,True,0.0,none,0,0,0
48,89,scale-free,500,True,True,0.97,1.0,1.0,6,7,0.915,0.0,0,0,0.1,0.913,1.0,0.915,6,6,1.0,0.0,1.0,98.333,18,0.707,0.735,0.707,100,,200,100,68,True,False,0.0,none,0,0,0
49,90,scale-free,500,True,True,0.961,1.0,1.0,6,7,0.912,0.0,0,0,0.1,0.912,1.0,0.912,6,6,1.0,0.0,1.0,98.333,18,0.732,0.754,0.732,100,0,,110,65,False,True,0.0,none,0,0,0
50,91,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.91,0.0,0,0,0.1,0.91,1.0,0.91,6,6,1.0,0.0,1.0,100.0,18,0.703,0.753,0.703,100,0,,110,66,False,True,0.0,none,0,0,0
51,92,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.912,0.0,0,0,0.1,0.912,1.0,0.912,6,6,1.0,0.0,1.0,100.0,18,0.726,0.766,0.726,100,,190,90,67,True,False,0.0,none,0,0,0
52,93,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.912,0.0,0,0,0.1,0.912,1.0,0.912,6,6,1.0,0.0,1.0,100.0,18,0.714,0.768,0.714,100,0,,120,60,False,True,0.0,none,0,0,0
53,94,scale-free,500,True,True,0.961,1.0,1.0,6,7,0.913,0.0,0,0,0.1,0.913,1.0,0.913,6,6,1.0,0.0,1.0,100.0,18,0.734,0.755,0.734,100,,180,80,67,True,False,0.0,none,0,0,0
54,95,scale-free,500,True,True,0.968,1.0,1.0,6,7,0.908,0.0,0,0,0.1,0.908,1.0,0.908,6,6,1.0,0.0,1.0,100.0,18,0.71,0.765,0.71,100,,200,100,66,True,False,0.0,none,0,0,0
55,96,scale-free,500,True,True,0.97,1.0,1.0,6,7,0.914,0.0,0,0,0.1,0.914,1.0,0.914,6,6,1.0,0.0,1.0,100.0,18,0.715,0.729,0.715,100,,200,100,68,True,False,0.0,none,0,0,0
56,97,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.912,0.0,1,0,0.1,0.912,1.0,0.912,6,6,1.0,0.0,1.0,100.0,18,0.662,0.745,0.662,100,0,,140,61,False,True,0.0,none,0,0,0
57,98,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.91,0.0,0,0,0.1,0.91,1.0,0.91,6,6,1.0,0.0,1.0,100.0,18,0.688,0.744,0.688,100,0,,140,60,False,True,0.0,none,0,0,0
58,99,scale-free,500,True,True,0.968,1.0,1.0,6,7,0.908,0.0,0,0,0.1,0.908,1.0,0.908,6,6,1.0,0.0,1.0,100.0,18,0.687,0.739,0.687,100,0,,130,58,False,True,0.0,none,0,0,0
59,100,scale-free,500,True,True,0.97,1.0,1.0,6,7,0.913,0.0,0,0,0.1,0.913,1.0,0.913,6,6,1.0,0.0,1.0,100.0,18,0.739,0.74,0.739,100,,170,70,68,True,False,0.0,none,0,0,0
60,101,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.912,0.0,0,0,0.1,0.912,1.0,0.912,6,6,1.0,0.0,1.0,98.333,16,0.709,0.746,0.709,100,,200,100,66,True,False,0.0,none,0,0,0
61,102,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.91,0.0,0,0,0.1,0.91,1.0,0.91,6,6,1.0,0.0,1.0,100.0,18,0.709,0.759,0.709,100,0,,110,66,False,True,0.0,none,0,0,0
