run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_recovered_node_rate,final_trust_memory,final_infiltrator_count,final_isolated_infiltrator_count,adversary_isolation_rate,reconnection_rate,signal_propagation_rate,time_to_isolation,defense_edge_cuts,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,time_to_recovery,recovered_network_size,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,federation,500,False,False,0.189,1.0,1.0,51,51,0.138,0.857,49,42,0.0,0.002,0.0,0.069,6,6,1.0,0.0,0.983,90.0,134,0.002,0.069,0.002,100,0,,,0,False,True,0.0,none,0,0,0
2,43,federation,500,False,False,0.108,1.0,1.0,67,68,0.015,0.828,58,48,0.0,0.0,0.0,0.039,6,6,1.0,0.0,0.984,90.0,172,0.0,0.039,0.0,100,0,,,0,False,True,0.0,none,0,0,0
3,44,federation,500,False,False,0.127,1.0,1.0,58,59,0.134,0.911,56,51,0.0,0.005,0.0,0.054,6,6,1.0,0.0,0.984,90.0,166,0.005,0.054,0.005,100,0,,,0,False,True,0.0,none,0,0,0
4,45,federation,500,False,False,0.28,1.0,1.0,51,52,0.261,0.809,47,38,0.0,0.077,0.032,0.236,6,6,1.0,0.0,1.0,90.0,145,0.077,0.236,0.077,100,0,,,0,False,True,0.0,none,0,0,0
5,46,federation,500,False,False,0.16,1.0,1.0,54,55,0.182,0.8,50,40,0.0,0.015,0.0,0.117,6,6,1.0,0.0,1.0,90.0,158,0.015,0.117,0.015,100,0,,,0,False,True,0.0,none,0,0,0
6,47,federation,500,False,False,0.144,1.0,1.0,58,59,0.121,0.827,52,43,0.0,0.002,0.0,0.038,6,6,1.0,0.0,1.0,90.0,149,0.002,0.038,0.002,100,0,,,0,False,True,0.0,none,0,0,0
7,48,federation,500,False,False,0.105,1.0,1.0,60,61,0.061,0.772,57,44,0.0,0.013,0.017,0.056,6,6,1.0,0.0,0.967,90.0,143,0.013,0.056,0.013,100,0,,,0,False,True,0.0,none,0,0,0
8,49,federation,500,False,False,0.366,1.0,1.0,49,50,0.279,0.884,43,38,0.0,0.241,0.242,0.36,6,6,1.0,0.0,1.0,90.0,127,0.241,0.36,0.241,100,0,,,0,False,True,0.0,none,0,0,0
9,50,federation,500,False,False,0.126,1.0,1.0,63,64,0.059,0.673,55,37,0.0,0.001,0.0,0.075,6,6,1.0,0.0,1.0,90.0,150,0.001,0.075,0.001,100,0,,,0,False,True,0.0,none,0,0,0
10,51,federation,500,False,False,0.16,1.0,1.0,48,48,0.277,0.843,51,43,0.0,0.009,0.0,0.057,6,6,1.0,0.0,0.983,90.0,142,0.004,0.055,0.004,100,0,,,0,False,True,0.0,none,0,0,0
11,52,federation,500,False,False,0.156,1.0,1.0,60,61,0.13,0.865,52,45,0.0,0.012,0.0,0.066,6,6,1.0,0.0,0.952,90.0,149,0.012,0.066,0.012,100,0,,,0,False,True,0.0,none,0,0,0
12,53,federation,500,False,False,0.135,1.0,1.0,66,66,0.044,0.831,59,49,0.0,0.01,0.0,0.044,6,6,1.0,0.0,0.984,90.0,159,0.01,0.044,0.01,100,0,,,0,False,True,0.0,none,0,0,0
13,54,federation,500,False,False,0.083,1.0,1.0,64,65,0.015,0.847,59,50,0.0,0.0,0.0,0.008,6,6,1.0,0.0,1.0,90.0,163,0.0,0.008,0.0,100,0,,,0,False,True,0.0,none,0,0,0
14,55,federation,500,False,False,0.263,1.0,1.0,47,48,0.309,0.844,45,38,0.0,0.059,0.0,0.243,6,6,1.0,0.0,1.0,90.0,129,0.059,0.243,0.059,100,0,,,0,False,True,0.0,none,0,0,0
15,56,federation,500,False,False,0.142,1.0,1.0,48,49,0.294,0.833,54,45,0.0,0.0,0.0,0.061,6,6,1.0,0.0,1.0,90.0,132,0.0,0.061,0.0,100,0,,,0,False,True,0.0,none,0,0,0
16,57,federation,500,False,False,0.184,1.0,1.0,51,52,0.227,0.857,49,42,0.0,0.0,0.0,0.067,6,6,1.0,0.0,1.0,90.0,141,0.0,0.067,0.0,120,20,,,0,False,True,0.0,none,0,0,0
17,58,federation,500,False,False,0.154,1.0,1.0,63,64,0.087,0.825,57,47,0.0,0.001,0.0,0.047,6,6,1.0,0.0,1.0,90.0,188,0.001,0.047,0.001,100,0,,,0,False,True,0.0,none,0,0,0
18,59,federation,500,False,False,0.063,1.0,1.0,67,68,0.015,0.855,62,53,0.0,0.0,0.0,0.035,6,6,1.0,0.0,1.0,90.0,177,0.0,0.035,0.0,100,0,,,0,False,True,0.0,none,0,0,0
19,60,federation,500,False,False,0.148,1.0,1.0,57,57,0.176,0.911,56,51,0.0,0.0,0.0,0.029,6,6,1.0,0.0,1.0,90.0,171,0.0,0.029,0.0,100,0,,,0,False,True,0.0,none,0,0,0
20,61,federation,500,False,False,0.184,1.0,1.0,52,53,0.235,0.894,47,42,0.0,0.01,0.0,0.07,6,6,1.0,0.0,0.984,90.0,164,0.0,0.062,0.0,100,0,,,0,False,True,0.0,none,0,0,0
21,62,federation,500,False,False,0.296,1.0,1.0,37,38,0.448,0.861,36,31,0.0,0.036,0.0,0.12,6,6,1.0,0.0,1.0,90.0,131,0.036,0.12,0.036,100,0,,,0,False,True,0.0,none,0,0,0
22,63,federation,500,False,False,0.132,1.0,1.0,58,59,0.13,0.86,57,49,0.0,0.003,0.0,0.05,6,6,1.0,0.0,0.968,90.0,158,0.003,0.05,0.003,100,0,,,0,False,True,0.0,none,0,0,0
23,64,federation,500,False,False,0.374,1.0,1.0,46,47,0.37,0.738,42,31,0.0,0.211,0.149,0.467,6,6,1.0,0.0,1.0,90.0,147,0.211,0.461,0.211,100,0,,,0,False,True,0.0,none,0,0,0
24,65,federation,500,False,False,0.085,1.0,1.0,62,64,0.016,0.85,60,51,0.0,0.013,0.017,0.03,6,6,1.0,0.0,0.983,90.0,168,0.013,0.03,0.013,100,0,,,0,False,True,0.0,none,0,0,0
25,66,federation,500,False,False,0.106,1.0,1.0,61,63,0.06,0.825,57,47,0.0,0.012,0.016,0.065,6,6,1.0,0.0,0.967,90.0,156,0.012,0.065,0.012,100,0,,,0,False,True,0.0,none,0,0,0
26,67,federation,500,False,False,0.079,1.0,1.0,64,65,0.015,0.847,59,50,0.0,0.0,0.0,0.042,6,6,1.0,0.0,1.0,90.0,164,0.0,0.042,0.0,100,0,,,0,False,True,0.0,none,0,0,0
27,68,federation,500,False,False,0.185,1.0,1.0,58,59,0.147,0.865,52,45,0.0,0.001,0.0,0.048,6,6,1.0,0.0,1.0,90.0,175,0.001,0.048,0.001,100,0,,,0,False,True,0.0,none,0,0,0
