run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_recovered_node_rate,final_trust_memory,final_infiltrator_count,final_isolated_infiltrator_count,adversary_isolation_rate,reconnection_rate,signal_propagation_rate,time_to_isolation,defense_edge_cuts,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,time_to_recovery,recovered_network_size,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,scale-free,500,True,True,0.967,1.0,1.0,6,7,0.906,0.0,0,0,0.2,0.902,0.983,0.906,6,6,1.0,0.0,1.0,100.0,18,0.714,0.744,0.714,100,,170,70,64,True,False,0.0,none,0,0,0
2,43,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.91,0.0,0,0,0.2,0.91,1.0,0.91,6,6,1.0,0.0,1.0,100.0,18,0.698,0.715,0.698,100,,180,80,66,True,False,0.0,none,0,0,0
3,44,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.91,0.0,0,0,0.2,0.91,1.0,0.91,6,6,1.0,0.0,1.0,100.0,18,0.706,0.735,0.706,100,,180,80,66,True,False,0.0,none,0,0,0
4,45,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.91,0.0,0,0,0.2,0.91,1.0,0.91,6,6,1.0,0.0,1.0,100.0,18,0.717,0.766,0.717,100,,180,80,68,True,False,0.0,none,0,0,0
5,46,scale-free,500,True,True,0.97,1.0,1.0,6,7,0.913,0.0,0,0,0.2,0.913,1.0,0.913,6,6,1.0,0.0,1.0,103.333,19,0.729,0.736,0.729,100,,170,70,68,True,False,0.0,none,0,0,0
6,47,scale-free,500,True,True,0.966,1.0,1.0,6,7,0.912,0.0,0,0,0.2,0.912,1.0,0.912,6,6,1.0,0.0,1.0,100.0,18,0.698,0.745,0.698,100,,190,90,66,True,False,0.0,none,0,0,0
7,48,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.91,0.0,0,0,0.2,0.91,1.0,0.91,6,6,1.0,0.0,1.0,100.0,18,0.724,0.755,0.724,100,,170,70,66,True,False,0.0,none,0,0,0
8,49,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.91,0.0,0,0,0.2,0.907,0.984,0.91,6,6,1.0,0.0,1.0,100.0,17,0.742,0.743,0.742,100,,150,50,66,True,False,0.0,none,0,0,0
9,50,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.91,0.0,0,0,0.2,0.91,1.0,0.91,6,6,1.0,0.0,1.0,100.0,17,0.723,0.751,0.723,100,,170,70,66,True,False,0.0,none,0,0,0
10,51,scale-free,500,True,True,0.968,1.0,1.0,6,7,0.909,0.0,1,0,0.2,0.909,1.0,0.909,6,6,1.0,0.0,1.0,100.0,18,0.69,0.733,0.69,100,,190,90,68,True,False,0.0,none,0,0,0
11,52,scale-free,500,True,True,0.966,1.0,1.0,6,7,0.912,0.0,0,0,0.2,0.912,1.0,0.912,6,6,1.0,0.0,1.0,100.0,18,0.741,0.751,0.741,100,,160,60,66,True,False,0.0,none,0,0,0
12,53,scale-free,500,True,True,0.97,1.0,1.0,6,7,0.913,0.0,0,0,0.2,0.913,1.0,0.913,6,6,1.0,0.0,1.0,100.0,18,0.71,0.743,0.71,100,,180,80,68,True,False,0.0,none,0,0,0
13,54,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.91,0.0,0,0,0.2,0.91,1.0,0.91,6,6,1.0,0.0,1.0,100.0,18,0.721,0.76,0.721,100,,180,80,65,True,False,0.0,none,0,0,0
14,55,scale-free,500,True,True,0.968,1.0,1.0,6,7,0.909,0.0,0,0,0.2,0.909,1.0,0.909,6,6,1.0,0.0,1.0,100.0,18,0.707,0.72,0.707,100,,180,80,66,True,False,0.0,none,0,0,0
15,56,scale-free,500,True,True,0.964,1.0,1.0,6,7,0.908,0.0,0,0,0.2,0.908,1.0,0.908,6,6,1.0,0.0,1.0,100.0,18,0.718,0.765,0.718,100,,170,70,65,True,False,0.0,none,0,0,0
16,57,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.91,0.0,0,0,0.2,0.91,1.0,0.91,6,6,1.0,0.0,1.0,100.0,18,0.723,0.758,0.723,100,,170,70,66,True,False,0.0,none,0,0,0
17,58,scale-free,500,True,True,0.968,1.0,1.0,6,7,0.909,0.0,0,0,0.2,0.909,1.0,0.909,6,6,1.0,0.0,1.0,100.0,18,0.718,0.743,0.718,100,,170,70,67,True,False,0.0,none,0,0,0
18,59,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.91,0.0,0,0,0.2,0.91,1.0,0.91,6,6,1.0,0.0,1.0,100.0,18,0.738,0.753,0.738,100,,160,60,65,True,False,0.0,none,0,0,0
19,60,scale-free,500,True,True,0.964,1.0,1.0,6,7,0.91,0.0,0,0,0.2,0.91,1.0,0.91,6,6,1.0,0.0,1.0,100.0,18,0.742,0.742,0.746,100,,160,60,67,True,False,0.0,none,0,0,0
20,61,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.912,0.0,0,0,0.2,0.912,1.0,0.912,6,6,1.0,0.0,1.0,100.0,18,0.711,0.764,0.711,100,,190,90,67,True,False,0.0,none,0,0,0
21,62,scale-free,500,True,True,0.97,1.0,1.0,6,7,0.915,0.0,0,0,0.2,0.915,1.0,0.915,6,6,1.0,0.0,1.0,100.0,18,0.714,0.735,0.714,100,,180,80,68,True,False,0.0,none,0,0,0
22,63,scale-free,500,True,True,0.967,1.0,1.0,6,7,0.906,0.0,0,0,0.2,0.906,1.0,0.906,6,6,1.0,0.0,1.0,100.0,18,0.698,0.747,0.698,100,,200,100,66,True,False,0.0,none,0,0,0
23,64,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.912,0.0,0,0,0.2,0.912,1.0,0.912,6,6,1.0,0.0,1.0,100.0,18,0.716,0.738,0.716,100,,180,80,66,True,False,0.0,none,0,0,0
24,65,scale-free,500,True,True,0.97,1.0,1.0,6,7,0.914,0.0,0,0,0.2,0.914,1.0,0.914,6,6,1.0,0.0,1.0,100.0,18,0.713,0.734,0.713,100,,180,80,66,True,False,0.0,none,0,0,0
25,66,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.912,0.0,0,0,0.2,0.908,0.984,0.912,6,6,1.0,0.0,1.0,100.0,18,0.746,0.747,0.746,100,,150,50,66,True,False,0.0,none,0,0,0
26,67,scale-free,500,True,True,0.968,1.0,1.0,6,7,0.909,0.0,0,0,0.2,0.909,1.0,0.909,6,6,1.0,0.0,1.0,100.0,16,0.724,0.763,0.724,100,,170,70,66,True,False,0.0,none,0,0,0
27,68,scale-free,500,True,True,0.97,1.0,1.0,6,7,0.913,0.0,0,0,0.2,0.913,1.0,0.913,6,6,1.0,0.0,1.0,100.0,18,0.711,0.748,0.711,100,,170,70,66,True,False,0.0,none,0,0,0
28,69,scale-free,500,True,True,0.967,1.0,1.0,6,7,0.91,0.0,0,0,0.2,0.91,1.0,0.91,6,6,1.0,0.0,1.0,100.0,18,0.704,0.762,0.704,100,,180,80,66,True,False,0.0,none,0,0,0
29,70,scale-free,500,True,True,0.968,1.0,1.0,6,7,0.909,0.0,0,0,0.2,0.909,1.0,0.909,6,6,1.0,0.0,1.0,100.0,18,0.727,0.773,0.727,100,,170,70,67,True,False,0.0,none,0,0,0
30,71,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.912,0.0,0,0,0.2,0.912,1.0,0.912,6,6,1.0,0.0,1.0,100.0,18,0.726,0.749,0.726,100,,170,70,66,True,False,0.0,none,0,0,0
31,72,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.912,0.0,1,0,0.2,0.912,1.0,0.912,6,6,1.0,0.0,1.0,100.0,18,0.715,0.755,0.715,100,,170,70,66,True,False,0.0,none,0,0,0
32,73,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.912,0.0,0,0,0.2,0.912,1.0,0.912,6,6,1.0,0.0,1.0,110.0,19,0.724,0.744,0.724,100,,170,70,65,True,False,0.0,none,0,0,0
33,74,scale-free,500,True,True,0.968,1.0,1.0,6,7,0.909,0.0,0,0,0.2,0.909,1.0,0.909,6,6,1.0,0.0,1.0,100.0,18,0.728,0.763,0.728,100,,170,70,66,True,False,0.0,none,0,0,0
34,75,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.912,0.0,0,0,0.2,0.912,1.0,0.912,6,6,1.0,0.0,1.0,100.0,18,0.729,0.75,0.729,100,,160,60,66,True,False,0.0,none,0,0,0
35,76,scale-free,500,True,True,0.968,1.0,1.0,6,7,0.909,0.0,0,0,0.2,0.909,1.0,0.909,6,6,1.0,0.0,1.0,115.0,19,0.716,0.716,0.741,100,,160,60,66,True,False,0.0,none,0,0,0
36,77,scale-free,500,True,True,0.966,1.0,1.0,6,7,0.912,0.0,0,0,0.2,0.912,1.0,0.912,6,6,1.0,0.0,1.0,100.0,18,0.722,0.727,0.722,100,,170,70,67,True,False,0.0,none,0,0,0
37,78,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.91,0.0,0,0,0.2,0.91,1.0,0.91,6,6,1.0,0.0,1.0,100.0,16,0.724,0.758,0.724,100,,160,60,66,True,False,0.0,none,0,0,0
38,79,scale-free,500,True,True,0.958,1.0,1.0,6,7,0.91,0.0,0,0,0.2,0.908,1.0,0.91,6,6,1.0,0.0,1.0,100.0,18,0.703,0.755,0.703,100,,180,80,67,True,False,0.0,none,0,0,0
39,80,scale-free,500,True,True,0.968,1.0,1.0,6,7,0.909,0.0,2,0,0.2,0.909,1.0,0.909,6,6,1.0,0.0,1.0,100.0,18,0.704,0.734,0.704,100,,180,80,66,True,False,0.0,none,0,0,0
40,81,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.912,0.0,0,0,0.2,0.912,1.0,0.912,6,6,1.0,0.0,1.0,100.0,18,0.721,0.739,0.721,100,,170,70,67,True,False,0.0,none,0,0,0
41,82,scale-free,500,True,True,0.969,1.0,1.0,6,7,0.912,0.0,0,0,0.2,0.912,1.0,0.912,6,6,1.0,0.0,1.0,100.0,18,0.708,0.756,0.708,100,,190,90,67,True,False,0.0,none,0,0,0
42,83,scale-free,500,True,True,0.968,1.0,1.0,6,7,0.909,0.0,0,0,0.2,0.909,1.0,0.909,6,6,1.0,0.0,1.0,100.0,18,0.72,0.744,0.72,100,,180,80,67,True,False,0.0,none,0,0,0
43,84,scale-free,500,True,True,0.967,1.0,1.0,6,7,0.91,0.0,0,0,0.2,0.91,1.0,0.91,6,6,1.0,0.0,1.0,100.0,18,0.72,0.744,0.72,100,,170,70,65,True,False,0.0,none,0,0,0
44,85,scale-free,500,True,True,0.968,1.0,1.0,6,7,0.909,0.0,0,0,0.2,0.909,1.0,0.909,6,6,1.0,0.0,1.0,100.0,18,0.719,0.757,0.719,100,,170,70,66,True,False,0.0,none,0,0,0
45,86,scale-free,500,True,True,0.968,1.0,1.0,6,7,0.908,0.0,0,0,0.2,0.907,1.0,0.908,6,6,1.0,0.0,1.0,100.0,18,0.713,0.75,0.713,100,,180,80,65,True,False,0.0,none,0,0,0
