run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_recovered_node_rate,final_trust_memory,final_infiltrator_count,final_isolated_infiltrator_count,adversary_isolation_rate,reconnection_rate,signal_propagation_rate,time_to_isolation,defense_edge_cuts,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,time_to_recovery,recovered_network_size,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,scale-free,500,False,False,0.063,1.0,1.0,62,63,0.016,0.69,58,40,0.0,0.0,0.0,0.027,6,6,1.0,0.0,1.0,90.0,127,0.0,0.027,0.0,100,0,,,0,False,True,0.0,none,0,0,0
2,43,scale-free,500,False,False,0.066,1.0,1.0,66,67,0.029,0.703,64,45,0.0,0.017,0.0,0.048,6,6,1.0,0.0,0.937,90.0,136,0.0,0.037,0.0,100,0,,,0,False,True,0.0,none,0,0,0
3,44,scale-free,500,False,False,0.06,1.0,1.0,65,66,0.015,0.85,60,51,0.0,0.0,0.0,0.039,6,6,1.0,0.0,1.0,90.0,133,0.0,0.039,0.0,100,0,,,0,False,True,0.0,none,0,0,0
4,45,scale-free,500,False,False,0.071,1.0,1.0,67,68,0.015,0.836,61,51,0.0,0.0,0.0,0.045,6,6,1.0,0.0,0.984,90.0,139,0.0,0.045,0.0,100,0,,,0,False,True,0.0,none,0,0,0
5,46,scale-free,500,False,False,0.142,1.0,1.0,65,66,0.097,0.789,57,45,0.0,0.021,0.0,0.114,6,6,1.0,0.0,0.955,95.0,142,0.021,0.114,0.021,100,0,,,0,False,True,0.0,none,0,0,0
6,47,scale-free,500,False,False,0.06,1.0,1.0,65,65,0.015,0.75,60,45,0.0,0.0,0.0,0.023,6,6,1.0,0.0,1.0,90.0,135,0.0,0.022,0.0,100,0,,,0,False,True,0.0,none,0,0,0
7,48,scale-free,500,False,False,0.057,1.0,1.0,66,67,0.029,0.758,62,47,0.0,0.0,0.0,0.003,6,6,1.0,0.0,0.968,90.0,135,0.0,0.003,0.0,100,0,,,0,False,True,0.0,none,0,0,0
8,49,scale-free,500,False,False,0.131,1.0,1.0,56,57,0.152,0.709,55,39,0.0,0.004,0.0,0.063,6,6,1.0,0.0,0.983,90.0,118,0.004,0.063,0.004,100,0,,,0,False,True,0.0,none,0,0,0
9,50,scale-free,500,False,False,0.058,1.0,1.0,65,66,0.044,0.71,62,44,0.0,0.001,0.0,0.01,6,6,1.0,0.0,0.968,90.0,135,0.0,0.009,0.0,100,0,,,0,False,True,0.0,none,0,0,0
10,51,scale-free,500,False,False,0.068,1.0,1.0,69,70,0.014,0.73,63,46,0.0,0.0,0.0,0.046,6,6,1.0,0.0,0.969,90.0,146,0.0,0.046,0.0,100,0,,,0,False,True,0.0,none,0,0,0
11,52,scale-free,500,False,False,0.088,1.0,1.0,65,66,0.043,0.803,61,49,0.0,0.007,0.0,0.053,6,6,1.0,0.0,0.953,90.0,140,0.0,0.053,0.0,100,0,,,0,False,True,0.0,none,0,0,0
12,53,scale-free,500,False,False,0.082,1.0,1.0,64,65,0.03,0.803,61,49,0.0,0.01,0.0,0.06,6,6,1.0,0.0,0.984,90.0,138,0.0,0.051,0.0,100,0,,,0,False,True,0.0,none,0,0,0
13,54,scale-free,500,False,False,0.11,1.0,1.0,63,64,0.03,0.845,58,49,0.0,0.006,0.0,0.069,6,6,1.0,0.0,0.983,90.0,130,0.0,0.069,0.0,100,0,,,0,False,True,0.0,none,0,0,0
14,55,scale-free,500,False,False,0.093,1.0,1.0,65,66,0.058,0.689,61,42,0.0,0.002,0.0,0.07,6,6,1.0,0.0,0.937,90.0,141,0.002,0.07,0.002,100,0,,,0,False,True,0.0,none,0,0,0
15,56,scale-free,500,False,False,0.063,1.0,1.0,63,63,0.016,0.763,59,45,0.0,0.0,0.0,0.015,6,6,1.0,0.0,1.0,90.0,127,0.0,0.015,0.0,100,0,,,0,False,True,0.0,none,0,0,0
16,57,scale-free,500,False,False,0.062,1.0,1.0,66,67,0.015,0.754,61,46,0.0,0.0,0.0,0.04,6,6,1.0,0.0,1.0,90.0,137,0.0,0.04,0.0,100,0,,,0,False,True,0.0,none,0,0,0
17,58,scale-free,500,False,False,0.06,1.0,1.0,65,66,0.015,0.852,61,52,0.0,0.0,0.0,0.035,6,6,1.0,0.0,1.0,90.0,135,0.0,0.035,0.0,100,0,,,0,False,True,0.0,none,0,0,0
18,59,scale-free,500,False,False,0.063,1.0,1.0,66,67,0.015,0.852,61,52,0.0,0.0,0.0,0.037,6,6,1.0,0.0,1.0,90.0,133,0.0,0.037,0.0,100,0,,,0,False,True,0.0,none,0,0,0
19,60,scale-free,500,False,False,0.087,1.0,1.0,64,65,0.044,0.78,59,46,0.0,0.0,0.0,0.059,6,6,1.0,0.0,0.984,90.0,133,0.0,0.059,0.0,100,0,,,0,False,True,0.0,none,0,0,0
20,61,scale-free,500,False,False,0.06,1.0,1.0,65,66,0.015,0.852,61,52,0.0,0.0,0.0,0.051,6,6,1.0,0.0,1.0,90.0,135,0.0,0.051,0.0,100,0,,,0,False,True,0.0,none,0,0,0
21,62,scale-free,500,False,False,0.066,1.0,1.0,65,66,0.044,0.683,63,43,0.0,0.003,0.0,0.058,6,6,1.0,0.0,0.984,90.0,131,0.0,0.058,0.0,100,0,,,0,False,True,0.0,none,0,0,0
22,63,scale-free,500,False,False,0.059,1.0,1.0,65,66,0.015,0.885,61,54,0.0,0.0,0.0,0.023,6,6,1.0,0.0,0.983,90.0,137,0.0,0.023,0.0,100,0,,,0,False,True,0.0,none,0,0,0
23,64,scale-free,500,False,False,0.095,1.0,1.0,64,65,0.059,0.759,58,44,0.0,0.0,0.0,0.072,6,6,1.0,0.0,0.968,90.0,136,0.0,0.072,0.0,100,0,,,0,False,True,0.0,none,0,0,0
24,65,scale-free,500,False,False,0.058,1.0,1.0,66,67,0.029,0.742,62,46,0.0,0.01,0.0,0.039,6,6,1.0,0.0,0.968,90.0,132,0.0,0.031,0.0,100,0,,,0,False,True,0.0,none,0,0,0
25,66,scale-free,500,False,False,0.066,1.0,1.0,66,67,0.015,0.823,62,51,0.0,0.0,0.0,0.018,6,6,1.0,0.0,0.967,90.0,140,0.0,0.017,0.0,100,0,,,0,False,True,0.0,none,0,0,0
26,67,scale-free,500,False,False,0.098,1.0,1.0,66,67,0.015,0.78,59,46,0.0,0.0,0.0,0.074,6,6,1.0,0.0,0.984,90.0,137,0.0,0.074,0.0,100,0,,,0,False,True,0.0,none,0,0,0
27,68,scale-free,500,False,False,0.08,1.0,1.0,65,66,0.015,0.712,59,42,0.0,0.0,0.0,0.066,6,6,1.0,0.0,0.983,90.0,137,0.0,0.066,0.0,100,0,,,0,False,True,0.0,none,0,0,0
28,69,scale-free,500,False,False,0.207,1.0,1.0,52,52,0.261,0.783,46,36,0.0,0.013,0.0,0.124,6,6,1.0,0.0,0.968,90.0,123,0.013,0.124,0.013,100,0,,,0,False,True,0.0,none,0,0,0
29,70,scale-free,500,False,False,0.109,1.0,1.0,62,63,0.061,0.804,56,45,0.0,0.004,0.0,0.051,6,6,1.0,0.0,1.0,90.0,132,0.004,0.051,0.004,100,0,,,0,False,True,0.0,none,0,0,0
30,71,scale-free,500,False,False,0.058,1.0,1.0,66,67,0.015,0.774,62,48,0.0,0.0,0.0,0.018,6,6,1.0,0.0,0.967,90.0,137,0.0,0.018,0.0,100,0,,,0,False,True,0.0,none,0,0,0
31,72,scale-free,500,False,False,0.065,1.0,1.0,65,65,0.03,0.803,61,49,0.0,0.009,0.0,0.05,6,6,1.0,0.0,0.983,90.0,134,0.0,0.045,0.0,100,0,,,0,False,True,0.0,none,0,0,0
32,73,scale-free,500,False,False,0.059,1.0,1.0,65,65,0.03,0.689,61,42,0.0,0.005,0.0,0.048,6,6,1.0,0.0,0.983,90.0,128,0.0,0.047,0.0,100,0,,,0,False,True,0.0,none,0,0,0
33,74,scale-free,500,False,False,0.077,1.0,1.0,63,63,0.061,0.683,60,41,0.0,0.001,0.0,0.049,6,6,1.0,0.0,0.983,90.0,134,0.001,0.049,0.001,100,0,,,0,False,True,0.0,none,0,0,0
34,75,scale-free,500,False,False,0.167,1.0,1.0,59,60,0.145,0.704,54,38,0.0,0.012,0.0,0.09,6,6,1.0,0.0,0.984,90.0,131,0.012,0.09,0.012,100,0,,,0,False,True,0.0,none,0,0,0
35,76,scale-free,500,False,False,0.057,1.0,1.0,68,69,0.014,0.778,63,49,0.0,0.0,0.0,0.038,6,6,1.0,0.0,0.952,105.0,140,0.0,0.038,0.0,100,0,,,0,False,True,0.0,none,0,0,0
36,77,scale-free,500,False,False,0.064,1.0,1.0,69,70,0.028,0.848,66,56,0.0,0.01,0.0,0.024,6,6,1.0,0.0,0.924,90.0,147,0.0,0.015,0.0,100,0,,,0,False,True,0.0,none,0,0,0
37,78,scale-free,500,False,False,0.062,1.0,1.0,64,65,0.015,0.797,59,47,0.0,0.0,0.0,0.032,6,6,1.0,0.0,1.0,90.0,128,0.0,0.032,0.0,100,0,,,0,False,True,0.0,none,0,0,0
38,79,scale-free,500,False,False,0.061,1.0,1.0,67,67,0.015,0.823,62,51,0.0,0.0,0.0,0.04,6,6,1.0,0.0,1.0,90.0,140,0.0,0.04,0.0,100,0,,,0,False,True,0.0,none,0,0,0
