run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_recovered_node_rate,final_trust_memory,final_infiltrator_count,final_isolated_infiltrator_count,adversary_isolation_rate,reconnection_rate,signal_propagation_rate,time_to_isolation,defense_edge_cuts,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,time_to_recovery,recovered_network_size,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
1,42,federation,500,True,True,0.967,1.0,1.0,6,7,0.906,0.0,0,0,0.2,0.906,1.0,0.906,6,6,1.0,0.0,1.0,100.0,18,0.744,0.744,0.754,100,,160,60,66,True,False,0.0,none,0,0,0
2,43,federation,500,True,True,0.97,1.0,1.0,6,7,0.915,0.0,0,0,0.2,0.915,1.0,0.915,6,6,1.0,0.0,1.0,100.0,18,0.715,0.715,0.754,100,,150,50,67,True,False,0.0,none,0,0,0
3,44,federation,500,True,True,0.968,1.0,1.0,6,7,0.909,0.0,0,0,0.2,0.909,1.0,0.909,6,6,1.0,0.0,1.0,100.0,18,0.735,0.735,0.756,100,,150,50,67,True,False,0.0,none,0,0,0
4,45,federation,500,True,True,0.969,1.0,1.0,6,7,0.912,0.0,0,0,0.2,0.912,1.0,0.912,6,6,1.0,0.0,1.0,100.0,18,0.744,0.766,0.744,100,,150,50,66,True,False,0.0,none,0,0,0
5,46,federation,500,True,True,0.969,1.0,1.0,6,7,0.91,0.0,0,0,0.2,0.91,1.0,0.91,6,6,1.0,0.0,1.0,100.0,18,0.736,0.736,0.741,100,,160,60,66,True,False,0.0,none,0,0,0
6,47,federation,500,True,True,0.961,1.0,1.0,6,7,0.912,0.0,0,0,0.2,0.908,0.984,0.912,6,6,1.0,0.0,1.0,100.0,18,0.745,0.745,0.747,100,,150,50,65,True,False,0.0,none,0,0,0
7,48,federation,500,True,True,0.97,1.0,1.0,6,8,0.899,0.0,0,0,0.2,0.913,1.0,0.913,6,6,1.0,0.0,0.984,100.0,18,0.739,0.755,0.739,100,,160,60,66,True,False,0.0,none,0,0,0
8,49,federation,500,True,True,0.97,1.0,1.0,6,7,0.913,0.0,0,0,0.2,0.913,1.0,0.913,6,6,1.0,0.0,1.0,100.0,18,0.743,0.743,0.748,100,,160,60,67,True,False,0.0,none,0,0,0
9,50,federation,500,True,True,0.97,1.0,1.0,6,7,0.913,0.0,0,0,0.2,0.913,1.0,0.913,6,6,1.0,0.0,1.0,113.333,19,0.746,0.751,0.746,100,,160,60,67,True,False,0.0,none,0,0,0
10,51,federation,500,True,True,0.969,1.0,1.0,6,7,0.91,0.0,0,0,0.2,0.91,1.0,0.91,6,6,1.0,0.0,1.0,100.0,18,0.733,0.733,0.741,100,,160,60,65,True,False,0.0,none,0,0,0
11,52,federation,500,True,True,0.968,1.0,1.0,6,7,0.909,0.0,1,0,0.2,0.909,1.0,0.909,6,6,1.0,0.0,1.0,100.0,18,0.746,0.751,0.746,100,,150,50,66,True,False,0.0,none,0,0,0
12,53,federation,500,True,True,0.968,1.0,1.0,6,7,0.912,0.0,0,0,0.2,0.912,1.0,0.912,6,6,1.0,0.0,1.0,100.0,18,0.743,0.743,0.753,100,,150,50,67,True,False,0.0,none,0,0,0
13,54,federation,500,True,True,0.968,1.0,1.0,6,7,0.909,0.0,0,0,0.2,0.909,1.0,0.909,6,6,1.0,0.0,1.0,100.0,17,0.76,0.76,0.773,100,,140,40,66,True,False,0.0,none,0,0,0
