batch_id,run_index,seed,recheck_interval,detection_delay,misclassification_rate,first_centralizing_step,detected_centralizing_step,centralizing_latency_steps,first_star_adjacent_step,detected_star_adjacent_step,star_adjacent_latency_steps,wrong_monitoring_steps,star_adjacent_undetected_steps
grand_sim_v0_3,1,107631,10,20,0.0,55,,,80,100,20,45,20
grand_sim_v0_3,2,107632,10,20,0.0,55,,,80,100,20,45,20
grand_sim_v0_3,3,107633,10,20,0.0,55,,,80,100,20,45,20
grand_sim_v0_3,4,107634,10,20,0.0,55,,,80,100,20,45,20
grand_sim_v0_3,5,107635,10,20,0.0,55,,,80,100,20,45,20
grand_sim_v0_3,6,107636,10,20,0.0,55,,,80,100,20,45,20
grand_sim_v0_3,7,107637,10,20,0.0,55,,,80,100,20,45,20
grand_sim_v0_3,8,107638,10,20,0.0,55,,,80,100,20,45,20
grand_sim_v0_3,9,107639,10,20,0.0,55,,,80,100,20,45,20
grand_sim_v0_3,0,107640,10,20,0.1,55,,,80,100,20,45,20
grand_sim_v0_3,1,107641,10,20,0.1,55,,,80,100,20,45,20
grand_sim_v0_3,2,107642,10,20,0.1,55,,,80,100,20,45,20
grand_sim_v0_3,3,107643,10,20,0.1,55,,,80,100,20,45,20
grand_sim_v0_3,4,107644,10,20,0.1,55,,,80,100,20,45,20
grand_sim_v0_3,5,107645,10,20,0.1,55,,,80,100,20,45,20
grand_sim_v0_3,6,107646,10,20,0.1,55,,,80,100,20,45,20
grand_sim_v0_3,7,107647,10,20,0.1,55,,,80,100,20,45,20
grand_sim_v0_3,8,107648,10,20,0.1,55,,,80,100,20,45,20
grand_sim_v0_3,9,107649,10,20,0.1,55,,,80,100,20,45,20
grand_sim_v0_3,0,107650,10,20,0.25,55,,,80,110,30,55,30
grand_sim_v0_3,1,107651,10,20,0.25,55,,,80,100,20,45,20
grand_sim_v0_3,2,107652,10,20,0.25,55,,,80,100,20,45,20
grand_sim_v0_3,3,107653,10,20,0.25,55,,,80,,,75,50
grand_sim_v0_3,4,107654,10,20,0.25,55,,,80,100,20,45,20
grand_sim_v0_3,5,107655,10,20,0.25,55,,,80,100,20,45,20
grand_sim_v0_3,6,107656,10,20,0.25,55,,,80,,,75,50
grand_sim_v0_3,7,107657,10,20,0.25,55,,,80,100,20,45,20
grand_sim_v0_3,8,107658,10,20,0.25,55,,,80,100,20,45,20
grand_sim_v0_3,9,107659,10,20,0.25,55,,,80,100,20,45,20
