batch_id,weight_profile,psi_lambda,psi_lambda_locked,psi_threshold,positive_runs,negative_runs,detected_true_positive_rate,on_time_true_positive_rate,missed_detection_rate,false_positive_rate,avg_lead_steps,avg_lag_steps,accepted_candidate,recommended_locked_candidate
grand_sim_v0_3,trust_stability,0.2,0,0.52,80,40,0.75,0.4875,0.25,0.0,0.897436,14.904762,0,0
grand_sim_v0_3,trust_stability,0.2,0,0.54,80,40,0.75,0.4625,0.25,0.0,0.513514,26.434783,0,0
grand_sim_v0_3,trust_stability,0.2,0,0.56,80,40,0.5,0.3,0.5,0.0,0.416667,1.0625,0,0
grand_sim_v0_3,trust_stability,0.2,0,0.58,80,40,0.5,0.1375,0.5,0.0,0.090909,1.137931,0,0
grand_sim_v0_3,trust_stability,0.2,0,0.6,80,40,0.5,0.05,0.5,0.0,0.0,1.222222,0,0
grand_sim_v0_3,trust_stability,0.2,0,0.62,80,40,0.5,0.0125,0.5,0.0,0.0,1.564103,0,0
grand_sim_v0_3,trust_stability,0.2,0,0.64,80,40,0.5,0.0,0.5,0.0,0.0,2.025,0,0
grand_sim_v0_3,trust_stability,0.2,0,0.66,80,40,0.5,0.0,0.5,0.0,0.0,2.875,0,0
grand_sim_v0_3,regime_heavy,0.05,0,0.3,80,40,1.0,1.0,0.0,0.0,7.5,0.0,0,0
grand_sim_v0_3,regime_heavy,0.05,0,0.32,80,40,1.0,1.0,0.0,0.0,5.6375,0.0,0,0
grand_sim_v0_3,regime_heavy,0.05,0,0.34,80,40,1.0,1.0,0.0,0.0,5.0,0.0,0,0
grand_sim_v0_3,regime_heavy,0.05,0,0.36,80,40,1.0,1.0,0.0,0.0,4.3875,0.0,0,0
grand_sim_v0_3,regime_heavy,0.05,0,0.38,80,40,1.0,1.0,0.0,0.0,3.925,0.0,0,0
grand_sim_v0_3,regime_heavy,0.05,0,0.4,80,40,1.0,1.0,0.0,0.0,3.675,0.0,0,0
grand_sim_v0_3,regime_heavy,0.05,0,0.42,80,40,1.0,1.0,0.0,0.0,3.475,0.0,0,0
grand_sim_v0_3,regime_heavy,0.05,0,0.44,80,40,1.0,0.9875,0.0,0.0,2.075949,1.0,0,0
grand_sim_v0_3,regime_heavy,0.05,0,0.46,80,40,0.9,0.5,0.1,0.0,1.35,5.5,0,0
grand_sim_v0_3,regime_heavy,0.05,0,0.48,80,40,0.75,0.5,0.25,0.0,1.35,6.85,0,0
grand_sim_v0_3,regime_heavy,0.05,0,0.5,80,40,0.75,0.5,0.25,0.0,1.225,11.7,0,0
grand_sim_v0_3,regime_heavy,0.05,0,0.52,80,40,0.75,0.475,0.25,0.0,0.710526,17.454545,0,0
grand_sim_v0_3,regime_heavy,0.05,0,0.54,80,40,0.75,0.3,0.25,0.0,0.583333,17.25,0,0
grand_sim_v0_3,regime_heavy,0.05,0,0.56,80,40,0.625,0.1375,0.375,0.0,0.363636,12.461538,0,0
grand_sim_v0_3,regime_heavy,0.05,0,0.58,80,40,0.5,0.075,0.5,0.0,0.0,1.294118,0,0
grand_sim_v0_3,regime_heavy,0.05,0,0.6,80,40,0.5,0.025,0.5,0.0,0.0,1.368421,0,0
grand_sim_v0_3,regime_heavy,0.05,0,0.62,80,40,0.5,0.025,0.5,0.0,0.0,1.421053,0,0
grand_sim_v0_3,regime_heavy,0.05,0,0.64,80,40,0.5,0.0125,0.5,0.0,0.0,1.538462,0,0
grand_sim_v0_3,regime_heavy,0.05,0,0.66,80,40,0.5,0.0,0.5,0.0,0.0,2.075,0,0
grand_sim_v0_3,regime_heavy,0.1,1,0.3,80,40,1.0,1.0,0.0,0.0,7.5625,0.0,1,0
grand_sim_v0_3,regime_heavy,0.1,1,0.32,80,40,1.0,1.0,0.0,0.0,5.6375,0.0,1,0
grand_sim_v0_3,regime_heavy,0.1,1,0.34,80,40,1.0,1.0,0.0,0.0,5.0125,0.0,1,0
grand_sim_v0_3,regime_heavy,0.1,1,0.36,80,40,1.0,1.0,0.0,0.0,4.4,0.0,1,0
grand_sim_v0_3,regime_heavy,0.1,1,0.38,80,40,1.0,1.0,0.0,0.0,3.95,0.0,1,0
grand_sim_v0_3,regime_heavy,0.1,1,0.4,80,40,1.0,1.0,0.0,0.0,3.7,0.0,1,0
grand_sim_v0_3,regime_heavy,0.1,1,0.42,80,40,1.0,1.0,0.0,0.0,3.475,0.0,1,0
grand_sim_v0_3,regime_heavy,0.1,1,0.44,80,40,1.0,0.9875,0.0,0.0,2.164557,1.0,1,0
grand_sim_v0_3,regime_heavy,0.1,1,0.46,80,40,0.9,0.5,0.1,0.0,1.35,5.46875,0,0
grand_sim_v0_3,regime_heavy,0.1,1,0.48,80,40,0.75,0.5,0.25,0.0,1.35,6.85,0,0
grand_sim_v0_3,regime_heavy,0.1,1,0.5,80,40,0.75,0.5,0.25,0.0,1.25,11.7,0,0
grand_sim_v0_3,regime_heavy,0.1,1,0.52,80,40,0.75,0.475,0.25,0.0,0.789474,17.454545,0,0
grand_sim_v0_3,regime_heavy,0.1,1,0.54,80,40,0.75,0.3,0.25,0.0,0.583333,17.25,0,0
grand_sim_v0_3,regime_heavy,0.1,1,0.56,80,40,0.625,0.15,0.375,0.0,0.333333,12.763158,0,0
grand_sim_v0_3,regime_heavy,0.1,1,0.58,80,40,0.5,0.075,0.5,0.0,0.0,1.264706,0,0
grand_sim_v0_3,regime_heavy,0.1,1,0.6,80,40,0.5,0.025,0.5,0.0,0.0,1.368421,0,0
grand_sim_v0_3,regime_heavy,0.1,1,0.62,80,40,0.5,0.025,0.5,0.0,0.0,1.421053,0,0
grand_sim_v0_3,regime_heavy,0.1,1,0.64,80,40,0.5,0.0125,0.5,0.0,0.0,1.487179,0,0
grand_sim_v0_3,regime_heavy,0.1,1,0.66,80,40,0.5,0.0125,0.5,0.0,0.0,2.051282,0,0
grand_sim_v0_3,regime_heavy,0.2,0,0.3,80,40,1.0,1.0,0.0,0.0,7.7625,0.0,0,0
grand_sim_v0_3,regime_heavy,0.2,0,0.32,80,40,1.0,1.0,0.0,0.0,5.725,0.0,0,0
grand_sim_v0_3,regime_heavy,0.2,0,0.34,80,40,1.0,1.0,0.0,0.0,5.0625,0.0,0,0
grand_sim_v0_3,regime_heavy,0.2,0,0.36,80,40,1.0,1.0,0.0,0.0,4.45,0.0,0,0
grand_sim_v0_3,regime_heavy,0.2,0,0.38,80,40,1.0,1.0,0.0,0.0,3.9875,0.0,0,0
grand_sim_v0_3,regime_heavy,0.2,0,0.4,80,40,1.0,1.0,0.0,0.0,3.725,0.0,0,0
grand_sim_v0_3,regime_heavy,0.2,0,0.42,80,40,1.0,1.0,0.0,0.0,3.475,0.0,0,0
grand_sim_v0_3,regime_heavy,0.2,0,0.44,80,40,1.0,1.0,0.0,0.0,2.3125,0.0,0,0
grand_sim_v0_3,regime_heavy,0.2,0,0.46,80,40,0.9,0.5,0.1,0.0,1.35,5.375,0,0
grand_sim_v0_3,regime_heavy,0.2,0,0.48,80,40,0.75,0.5,0.25,0.0,1.35,6.85,0,0
grand_sim_v0_3,regime_heavy,0.2,0,0.5,80,40,0.75,0.5,0.25,0.0,1.275,11.7,0,0
grand_sim_v0_3,regime_heavy,0.2,0,0.52,80,40,0.75,0.475,0.25,0.0,0.815789,17.454545,0,0
grand_sim_v0_3,regime_heavy,0.2,0,0.54,80,40,0.75,0.3375,0.25,0.0,0.555556,18.727273,0,0
grand_sim_v0_3,regime_heavy,0.2,0,0.56,80,40,0.625,0.15,0.375,0.0,0.75,12.736842,0,0
grand_sim_v0_3,regime_heavy,0.2,0,0.58,80,40,0.5,0.0875,0.5,0.0,0.0,1.272727,0,0
grand_sim_v0_3,regime_heavy,0.2,0,0.6,80,40,0.5,0.025,0.5,0.0,0.0,1.315789,0,0
grand_sim_v0_3,regime_heavy,0.2,0,0.62,80,40,0.5,0.025,0.5,0.0,0.0,1.421053,0,0
grand_sim_v0_3,regime_heavy,0.2,0,0.64,80,40,0.5,0.0125,0.5,0.0,0.0,1.435897,0,0
grand_sim_v0_3,regime_heavy,0.2,0,0.66,80,40,0.5,0.0125,0.5,0.0,0.0,1.923077,0,0
